anchor_components,boundary_f1,boundary_iou,bridge_risk,component_delta,component_error,dice,false_bridge,fn_pixels,fp_pixels,gt_components,image,iou,missing_anchor,precision,recall,risk_pixels,sep_fp_pixels,sep_fp_rate,sep_pixels,split
25,0.43397054715249234,0.2771151885830785,0,0,0,0.9346301118088528,0,4515,4021,25,11784.png,0.8772822680353086,0,0.9381793582706824,0.9311076185971283,8002,3848,0.19461865264009712,19772,train
26,0.49066080678072516,0.32508319467554075,0,0,0,0.935795933386352,0,2859,2550,26,11795.png,0.8793388061033283,0,0.9392408682599062,0.9323761767349449,5239,2507,0.16118040375466117,15554,train
27,0.4325395152792413,0.27594923093471013,0,1,1,0.9364868981073672,0,3675,4040,26,11830.png,0.8805598129828309,0,0.9336813421320463,0.9393093653493634,7401,3933,0.20913538232478995,18806,train
27,0.45072035111153513,0.2909225274048528,0,0,0,0.9289334016281782,0,2710,3811,27,11917.png,0.8672975172975173,0,0.9179194486323498,0.9402148734805533,6295,3649,0.21584052998935288,16906,train
25,0.5265266869690656,0.3573371043185032,0,0,0,0.9133127765115967,0,1621,1612,25,12074.png,0.8404559810501382,0,0.9135332296304243,0.9130924297662449,3156,1598,0.1517280668439043,10532,train
27,0.4622297404451023,0.3005843932622895,0,0,0,0.9239664941468011,0,3962,1929,27,12220.png,0.858678181600096,0,0.9488640882220396,0.9003420867290471,5489,1906,0.12199180747567845,15624,train
26,0.39933873634127653,0.24948360118897678,0,0,0,0.9355073000815237,0,4919,3783,26,12257.png,0.8788292302550964,0,0.9434503789407597,0.9276968529978099,8264,3599,0.18072712664457166,19914,train
26,0.4476303533923843,0.2883529411764706,1,-1,1,0.9343027444815616,1,3778,3243,27,12277.png,0.8767055931161647,0,0.9390035172193277,0.9296488026516704,6598,3117,0.1766606211743369,17644,train
25,0.4743243882815088,0.3108946519419283,1,-1,1,0.9340489533542113,1,2355,4047,26,12278.png,0.876258770319114,0,0.9180470616823944,0.9506185783183058,6096,3792,0.22370361630582267,16951,train
25,0.4654839953721558,0.3033425483789897,1,-1,1,0.9361968643930823,1,3795,2521,26,12316.png,0.8800470999354275,0,0.9484025461020488,0.9243013583866914,5999,2385,0.14351907570104705,16618,train
29,0.40835773921405777,0.2565637701856531,0,1,1,0.9196671752009958,0,4695,3888,28,12329.png,0.8512813404259005,0,0.9266664151797502,0.9127728750580585,7565,3407,0.18496199782844733,18420,train
23,0.44280442804428044,0.2843601895734597,1,-2,2,0.8998289201542272,1,1949,1974,25,12434.png,0.8178990855498306,0,0.8992548739410023,0.9004036997291635,3774,1891,0.1805078274150439,10476,train
25,0.45427452316076294,0.2938908169448576,0,0,0,0.9375390781563127,0,4479,3313,25,12445.png,0.8824221756122588,0,0.9463846452615226,0.9288573334604022,7137,3162,0.1709096805578077,18501,train
