anchor_components,boundary_f1,boundary_iou,bridge_risk,component_delta,component_error,dice,false_bridge,fn_pixels,fp_pixels,gt_components,image,iou,missing_anchor,precision,recall,risk_pixels,sep_fp_pixels,sep_fp_rate,sep_pixels,split
34,0.31483094910204884,0.18682454969979986,0,12,12,0.930702317706813,0,8835,11344,22,1485.png,0.8703865472810657,0,0.9227516326072005,0.938791204223303,16712,9740,0.26928393696433506,36170,train
24,0.278783274088948,0.16196872241140117,1,-2,2,0.922452434152617,1,5304,17602,26,1486.png,0.8560665564932168,0,0.885581679548099,0.9625267590309522,19716,15294,0.3924758776431944,38968,train
31,0.36506830642474175,0.22329269648349206,0,7,7,0.9320886546221834,0,5740,10803,24,1487.png,0.8728146382716998,0,0.9131102710528433,0.9518726890086948,13874,9275,0.2704318161938362,34297,train
27,0.5451684661711247,0.37472961885582157,0,1,1,0.9417585815895269,0,1040,3480,26,14874.png,0.8899279173972335,0,0.9130521686987807,0.9723286504895701,4493,3456,0.17178645988666866,20118,train
58,0.2763530319924522,0.16033041401273884,0,33,33,0.9299049588987358,0,16020,15428,25,1489.png,0.8689928680930481,0,0.9311336082989626,0.9286795476805271,23324,12188,0.24916182844059204,48916,train
23,0.4395021119126827,0.28164223435853214,0,0,0,0.9458829960428278,0,2260,6848,23,14898.png,0.8973225860999944,0,0.9207820001156805,0.9723908767729088,8849,6709,0.246283176094857,27241,train
29,0.4480465502909393,0.28869844670594536,0,3,3,0.9227622782024881,0,1327,4149,26,1491.png,0.8566004137533716,0,0.887438958220293,0.9610141606439861,5183,3927,0.21341231454812237,18401,train
24,0.5725721190152545,0.40112157443656754,0,0,0,0.9322524343193092,0,362,2588,24,14918.png,0.8731019056222308,0,0.8869128249945379,0.9824773706374945,2950,2588,0.17713894592744694,14610,train
27,0.2967635032204613,0.17423505413463047,0,5,5,0.9379329972126349,0,12777,9468,22,1492.png,0.883120363170173,0,0.946673275245428,0.9293526341398681,16996,8062,0.20978402289877698,38430,train
23,0.5614341238994209,0.3902734891927658,1,-1,1,0.9276413139982244,1,1046,1888,24,14924.png,0.8650476059058921,0,0.9087702343561247,0.9473127487029668,2901,1888,0.12948357451477951,14581,train
27,0.32126125620669344,0.19137060927108052,0,0,0,0.922785065271262,0,6856,12681,27,1493.png,0.8566396876994988,0,0.9020189610811061,0.9445298467612745,16415,11354,0.3007602447617282,37751,train
27,0.34624183006535947,0.20936666337318446,1,-1,1,0.9390908010541842,1,5214,12212,28,1495.png,0.8851754721208207,0,0.9166689412342713,0.9626370476531709,15991,11346,0.2957845616413358,38359,train
25,0.5587257617728532,0.38766096482798384,1,-1,1,0.9263085815559986,1,1365,2294,26,14951.png,0.8627325930372148,0,0.9092957969238069,0.9439701173959445,3530,2288,0.1380808690404345,16570,train
23,0.4534068136272545,0.2931648850016197,0,1,1,0.9409731018553014,0,2714,5208,22,14973.png,0.8885261587819773,0,0.9238061797752809,0.9587901242066263,7413,5109,0.21061093247588425,24258,train
47,0.2658944262150675,0.15333231738291173,0,23,23,0.9253409764775647,0,9842,20374,24,1498.png,0.8610554196479482,0,0.9018716345737047,0.950064436258841,22961,15751,0.3418705098430751,46073,train
28,0.48570814528261336,0.3207493613397672,1,-1,1,0.9439622202268116,1,1764,4976,29,14983.png,0.8938716382188071,0,0.9194091733609744,0.9698626392400738,6704,4962,0.20115944379130013,24667,train
27,0.32149146778405296,0.19153400868306802,1,-1,1,0.9159077026866869,1,4555,13893,28,1499.png,0.8448613692363325,0,0.8785130904702776,0.956627309083984,16075,11944,0.33543966074086556,35607,train
26,0.544281914893617,0.37389239060929935,0,0,0,0.9264956602603843,0,1464,2330,26,15003.png,0.8630572098899115,0,0.911207652147403,0.9423054187192118,3676,2330,0.13770685579196218,16920,train
32,0.44811796662786185,0.2887577515503101,0,5,5,0.9390867097599619,0,2302,5887,27,15007.png,0.8851682021510805,0,0.914694758806567,0.9648152110781646,8107,5858,0.2133440163158278,27458,train
17,0.39723203769140164,0.24784126400881867,1,-1,1,0.8470979582473044,1,959,1707,18,1501.png,0.7347527609193115,0,0.8122525296964365,0.8850671140939598,2471,1652,0.203248031496063,8128,train
27,0.552864539836312,0.38204062788550325,0,3,3,0.9281980599693131,0,640,2121,24,15020.png,0.8660164021934295,0,0.8937747283016978,0.965379205885535,2761,2121,0.15585274450731135,13609,train
33,0.45452750074059445,0.2941026132515494,0,8,8,0.9327625283303954,0,1694,4714,25,15027.png,0.8739971684756961,0,0.9041129327529392,0.9632872437258897,6249,4696,0.214939582570487,21848,train
29,0.4896511988653991,0.32419742942660956,0,3,3,0.93682725568632,0,2008,4530,26,15028.png,0.8811618438272503,0,0.9145412013281015,0.9602265974725667,6356,4415,0.18405803143369326,23987,train
31,0.35944885849341246,0.21910250122609123,0,3,3,0.9296292138271706,0,5762,8028,28,1503.png,0.8685113848735649,0,0.9190023609177311,0.9405047084090533,11773,7258,0.22980717474590762,31583,train
24,0.49676480103526366,0.3304637899494243,1,-2,2,0.9067010852386471,1,1376,2166,26,15047.png,0.8293258805955765,0,0.8882179904009909,0.925969763813418,3476,2153,0.1526192670305522,14107,train
29,0.265515799534078,0.15308055239866378,0,1,1,0.9160779117761148,0,2643,16612,28,15057.png,0.8451510691854247,0,0.8635048971274568,0.9754675824940827,17133,14795,0.42416857798165136,34880,train
32,0.3846100278551532,0.2380911324740268,0,4,4,0.9335398345616596,0,3154,8046,28,1507.png,0.875363060727123,0,0.90720472395539,0.9614496119293529,10524,7779,0.255308674390364,30469,train
28,0.27128730200402557,0.1569302419763086,0,5,5,0.9395160438762107,0,11519,17121,23,1508.png,0.885931407496505,0,0.9285308776997637,0.9507642462685292,23094,14300,0.3003192204301075,47616,train
26,0.4963085399449036,0.33006009086911914,0,0,0,0.9376190721384069,0,626,4220,26,15087.png,0.8825639161517024,0,0.8961588621767268,0.983101633148873,4846,4220,0.21426758060421427,19695,train
26,0.5780058442021239,0.4064755412991179,0,0,0,0.9345592441158401,0,851,2238,26,15113.png,0.877157400779448,0,0.9078822803045894,0.9628514056224899,3084,2238,0.1425659319658555,15698,train
22,0.5522388059701493,0.38144329896907214,0,0,0,0.932382567068914,0,622,2090,22,15118.png,0.8733302195235871,0,0.8994612276313257,0.9678053830227743,2707,2087,0.1590701219512195,13120,train
27,0.5647548196144309,0.3934901348790547,0,2,2,0.9251948051948052,0,588,2292,25,15135.png,0.8608023199613339,0,0.8859814943786688,0.9680400043482987,2880,2292,0.16186440677966102,14160,train
24,0.46051395187318706,0.29913486545300144,1,-1,1,0.9456308097004448,1,2766,4592,25,15137.png,0.8968687803100384,0,0.9330417031204433,0.9585642807921623,7204,4538,0.1746997228210656,25976,train
24,0.49252568189868934,0.32672243631920295,0,0,0,0.9158098769593798,0,1381,2615,24,15139.png,0.8446949086669258,0,0.8926033923364409,0.9402552455115726,3944,2613,0.16529605263157895,15808,train
22,0.3527167558919451,0.21412028389988794,1,-4,4,0.9372098201400285,1,6030,9198,26,1514.png,0.881838991270611,0,0.9251251577190769,0.9496143787026747,13938,8483,0.24884860218838922,34089,train
26,0.33387035957906286,0.20038678352466774,0,2,2,0.9319626410688805,0,9949,2639,24,15151.png,0.8725936721928705,0,0.970299258325549,0.8965402493682602,11038,2639,0.0846565938472396,31173,train
27,0.39176470588235296,0.24359912216532553,0,1,1,0.9470070960007744,0,7329,6905,26,1516.png,0.8993480320751248,0,0.9485043515873786,0.9455145599310104,12975,6716,0.179519392691989,37411,train
27,0.4301592069690598,0.2740145426712591,0,2,2,0.9141691110827701,0,4500,884,25,15162.png,0.8419074465586094,0,0.9700906753281906,0.8643434221632702,5126,884,0.04657043514908861,18982,train
21,0.27839687194525903,0.16170792641380877,1,-2,2,0.931071278366927,1,14379,5452,23,15171.png,0.8710321460391371,0,0.9608861594972308,0.9030509388800863,16005,4975,0.13730577098225374,36233,train
29,0.4611013045162957,0.2996307072515667,0,1,1,0.9263337484189161,0,5558,1955,28,15173.png,0.8627762557077625,0,0.9602577654903236,0.8947248792499289,6900,1907,0.07440209121766611,25631,train
26,0.45934802216209253,0.2981517102952246,0,1,1,0.9148984955112264,0,4143,682,25,15174.png,0.8431455414323331,0,0.9743782402885266,0.8622627082017355,4493,570,0.03175664382416848,17949,train
28,0.39698700438705403,0.24765052153258288,0,5,5,0.8736193465876061,0,4108,240,23,15177.png,0.7755986787778695,0,0.984280848834163,0.7853260869565217,4055,240,0.01637778081070015,14654,train
27,0.3024997895800017,0.17820309401031337,0,0,0,0.9084919295582452,0,10261,1072,27,15185.png,0.8323272673472407,0,0.9813009122782536,0.845741002435431,9603,1072,0.041433154253468864,25873,train
25,0.35874906924795236,0.21858270574358044,0,4,4,0.8816797900262467,0,4980,655,21,15188.png,0.7883965452497184,0,0.9697459584295612,0.8082771896053897,4633,211,0.013893461513136234,15187,train
22,0.30525355965490636,0.1801175399387468,1,-1,1,0.923761819301958,1,10713,3518,23,15189.png,0.8583247053201657,0,0.9607956761575751,0.8894769421231816,11871,3319,0.11482839745363964,28904,train
30,0.39187096774193547,0.24368129663804863,0,5,5,0.9438927939512893,0,6699,4907,25,1519.png,0.8937471390643597,0,0.9521413036057388,0.9357859724126032,10746,4789,0.14797305648251144,32364,train
30,0.2880921165137092,0.16828716036228022,0,5,5,0.9284297338151136,0,11808,6989,25,1520.png,0.8664198355564715,0,0.9457834596498305,0.9117013639626705,15460,6266,0.17255528323190042,36313,train
26,0.3653897262614374,0.22353323732986483,0,2,2,0.931888284784983,0,7511,3839,24,15201.png,0.8724633121334022,0,0.9528858780359093,0.9117961364570489,9820,3585,0.128494623655914,27900,train
28,0.35789473684210527,0.21794871794871795,0,1,1,0.9037205482913272,0,6210,1411,27,15251.png,0.8243523554899972,0,0.962047447415138,0.8520618433904281,6975,1411,0.06520634040390036,21639,train
24,0.3913809767468304,0.24330246695412455,1,-2,2,0.8954454147849501,1,4218,3121,26,15258.png,0.8106846205437754,0,0.9096619196480259,0.8816664328797867,6612,2963,0.15100397512995617,19622,train
27,0.4432514281781265,0.2847289769210363,0,1,1,0.944377204208917,0,5180,4425,26,1526.png,0.8946161526392592,0,0.9485243651338366,0.940266150049586,8979,4366,0.14021903201978353,31137,train
30,0.3569695838775891,0.21726291879613857,0,3,3,0.9075427026917176,0,7031,2068,27,15268.png,0.8307351737480467,0,0.955741037988229,0.8639722953103235,7664,1544,0.06504065040650407,23739,train
33,0.413805334846765,0.2608792879824679,0,4,4,0.9348400619702907,0,3633,6377,29,1527.png,0.8776522929500342,0,0.9184349538902319,0.9518418854968915,9651,6328,0.2090104373100806,30276,train
33,0.3040594770413551,0.17928663943409384,0,6,6,0.9017038240595229,0,10381,690,27,15278.png,0.821002425222312,0,0.9865938720394801,0.8302648790058862,9329,690,0.026850338547746905,25698,train
29,0.45806074144992287,0.2970679544670576,0,3,3,0.9161542544240054,0,4400,2077,26,15279.png,0.8452810357595012,0,0.944558631182767,0.8894083345900569,5364,1183,0.056708690858539856,20861,train
27,0.5557126030624264,0.3847659435654869,1,-1,1,0.9354501463647769,1,2761,1561,28,15286.png,0.8787283593815763,0,0.9525214429101527,0.9189799870884442,4046,1561,0.08068434382591616,19347,train
24,0.4647037956722242,0.30268022181146026,1,-3,3,0.9350970948917071,1,1416,5713,27,15289.png,0.8781054971360178,0,0.8998931118470623,0.9731675888728871,6966,5577,0.23985033545501463,23252,train
24,0.6016133229247983,0.43021957573502045,0,0,0,0.9450027723870252,0,1185,1989,24,15293.png,0.8957395788851296,0,0.9320185932052771,0.9583538342588037,3163,1989,0.11662952972909581,17054,train
40,0.27728409973255114,0.16095753205128205,0,18,18,0.932455869425768,0,12318,16112,22,1530.png,0.8734588507588908,0,0.9241259795057264,0.9409372932229884,22728,13172,0.27964842257228995,47102,train
27,0.6468671545323433,0.4780514763934944,0,0,0,0.9552219473336528,0,1320,2137,27,15304.png,0.9142821720803372,0,0.9452191745706229,0.9654386929542063,3454,2134,0.10467454750576348,20387,train
26,0.5342934718451187,0.3645296391752577,1,-1,1,0.9319455308823295,1,1485,2778,27,15317.png,0.8725636733229702,0,0.9130978821910095,0.9515876638195214,4187,2778,0.14846088071825567,18712,train
26,0.5308462595719615,0.3613279161766278,1,-1,1,0.9468994456820183,1,2110,5065,27,15318.png,0.8991538764266037,0,0.9266346070280136,0.9680704568497193,6776,4719,0.17495273050828605,26973,train
28,0.5523605724220945,0.3815594974131559,0,1,1,0.9501334349980938,0,1555,3677,27,15323.png,0.9050039944803544,0,0.9312979951794622,0.9697464931224343,5226,3673,0.15175804652315827,24203,train
28,0.5202187836005797,0.3515511467744993,0,1,1,0.945785446272934,0,2089,3416,27,15339.png,0.8971470209068998,0,0.933584788272349,0.9583092182728961,5422,3416,0.14958836924154842,22836,train
28,0.5446300715990453,0.37422105608396194,1,-1,1,0.9388769863547312,1,1684,3651,29,15341.png,0.8847956120840441,0,0.9181848739495798,0.960523231281354,5198,3550,0.15682982859162395,22636,train
27,0.5577819660747941,0.38675287158676663,0,1,1,0.9484481851657023,0,1810,2894,26,15355.png,0.9019509754877438,0,0.9373131741974613,0.9598509382902267,4695,2892,0.13287998529682044,21764,train
31,0.5937344604674292,0.4222065063649222,0,4,4,0.939890899644991,0,1667,1804,27,15360.png,0.8865982749607946,0,0.9376662865830483,0.9421260935981114,3410,1804,0.10007211405114551,18027,train
24,0.5892122390962818,0.41764768268109026,0,0,0,0.9333953735708588,0,2050,956,24,15361.png,0.875109061448336,0,0.956582951087697,0.9113053260070091,2899,956,0.06132529347616909,15589,train
27,0.5966930265995687,0.42520491803278687,0,1,1,0.9441425338388134,0,1331,2544,26,15362.png,0.8941950633464395,0,0.9279177173943841,0.9609448356807512,3873,2544,0.1267689854494718,20068,train
27,0.3394165828423624,0.20439598476981655,0,0,0,0.9279789970626497,0,6918,17552,27,1538.png,0.8656350897230337,0,0.8998162079475793,0.9579616441019907,19326,13918,0.3160954781858236,44031,train
28,0.5474030037546934,0.3768443726440495,0,1,1,0.912758189292006,0,2697,720,27,15380.png,0.8395171895547624,0,0.9612799139553644,0.868899475014583,3158,720,0.04765056254136334,15110,train
23,0.5638571954361428,0.3926191696565864,1,-1,1,0.9289740698985344,1,2099,1240,24,15382.png,0.8673684210526316,0,0.9462645172473566,0.9123041570921245,3133,1201,0.07824613981366864,15349,train
25,0.5287549407114625,0.3593928403519377,1,-1,1,0.9409785802495422,1,1784,3760,26,15392.png,0.8885359282641039,0,0.9215915252116612,0.9611988342250641,5270,3719,0.1684863860825443,22073,train
26,0.5433112120153685,0.37297686128761537,0,1,1,0.9418960244648318,0,4324,2307,25,15399.png,0.8901734104046243,0,0.9588425240397481,0.9255381436197693,5851,2307,0.09513009772792874,24251,train
46,0.27370713727242263,0.15855197178997768,0,17,17,0.9213917525773195,0,12670,8436,29,1540.png,0.8542413381123058,0,0.936154271140005,0.9070875957907087,16383,7632,0.2067676302457262,36911,train
25,0.43199353369093985,0.2755049439992502,0,1,1,0.9373236756417149,0,4496,5879,24,15402.png,0.8820406121381631,0,0.9295573821562941,0.9452208346024977,9296,5472,0.19576416714367487,27952,train
28,0.45991440798858774,0.29862912189699886,0,0,0,0.9091561732737949,0,4364,1963,28,15403.png,0.8334430199805196,0,0.9416173452696072,0.8788585387519432,5302,1963,0.09824333116460637,19981,train
33,0.4310825993983545,0.27476436887821104,0,9,9,0.937191518729165,0,5530,4663,24,15408.png,0.8818065862708719,0,0.9422252508982778,0.9322112850435784,9043,4602,0.1621907379995771,28374,train
26,0.467238042576721,0.30483405483405485,0,0,0,0.9278356250753355,0,4685,3098,26,15410.png,0.8653856132279434,0,0.9416923887675976,0.9143807452621576,6675,2996,0.1257080518608652,23833,train
25,0.21579925650557621,0.12095009896864256,0,4,4,0.9158181375631326,0,13072,20130,21,1542.png,0.8447089637754028,0,0.8997175352333697,0.9325054859945785,23469,15814,0.37579012404353407,42082,train
28,0.19564645880435355,0.10843022408718711,1,-3,3,0.8788007344821221,1,7920,29505,31,1543.png,0.7838042366859803,0,0.8213842493658702,0.9448475647971477,24821,19339,0.4789726570239746,40376,train
25,0.45084409136047665,0.29102564102564105,0,2,2,0.8728533685601056,0,4363,1027,23,15436.png,0.7743920304717258,0,0.9474088488324457,0.8091759972008398,4140,1027,0.06614710807677444,15526,train
29,0.47928730512249446,0.3151728178090217,0,3,3,0.8971624796674499,0,3594,958,26,15440.png,0.8135037692559817,0,0.9539732872105313,0.8467377398720682,3976,958,0.06049125465681632,15837,train
26,0.4191863226214975,0.2651712397356299,0,2,2,0.9387824995005565,0,6393,2187,24,15454.png,0.8846277969018933,0,0.9678264067671938,0.911430985993544,8097,2158,0.07865578072605336,27436,train
21,0.3236735434690544,0.19308502959434098,1,-4,4,0.9412524548550744,1,10707,4938,25,15457.png,0.8890244507969385,0,0.9620941122284487,0.9212946287461684,13431,4761,0.1427757452168176,33346,train
25,0.20649664724634495,0.11513591370169471,1,-1,1,0.8879143402360591,1,10537,21181,26,1546.png,0.7984226146972653,0,0.8557270522845544,0.9226176487867928,21483,14486,0.39774848984074684,36420,train
33,0.2888992413150539,0.16883824044183424,0,7,7,0.9133388753758839,0,7658,9230,26,1547.png,0.84050018416902,0,0.9060301558698065,0.920766469048432,13675,8022,0.25997342580289723,30857,train
25,0.42483660130718953,0.2697095435684647,1,-2,2,0.9426273824632493,1,6264,3817,27,15470.png,0.8914807957285567,0,0.9559400683350263,0.9296803960529417,9538,3700,0.12199947243471379,30328,train
28,0.48793747876316684,0.32269662921348313,0,1,1,0.9251783410206594,0,2247,2798,27,15479.png,0.8607738160944917,0,0.9176792491688488,0.9328010048447873,4927,2771,0.14265122265122265,19425,train
27,0.6034112960882443,0.43206084540002926,0,1,1,0.9545398352420233,0,2721,1324,26,15480.png,0.9130331957344341,0,0.9697654769244822,0.9397848986456582,4012,1324,0.06271909047844623,21110,train
25,0.5152632000640974,0.3470400949759862,0,1,1,0.9548718019049709,0,4139,2442,24,15483.png,0.9136408372154058,0,0.9661143951377904,0.9438878570557054,6424,2442,0.09366010815786446,26073,train
28,0.3785542681628805,0.23346712179751677,0,4,4,0.9384847426141641,0,5806,8632,24,1549.png,0.884099155508461,0,0.92731926645673,0.9499223736415388,12731,7517,0.21846663566612415,34408,train
26,0.4965189336050263,0.3302462163993675,1,-1,1,0.9307076602999393,1,3821,975,27,15491.png,0.8703958924469666,0,0.9706183702989393,0.8939494865389953,4686,975,0.050061614294516325,19476,train
23,0.43094883258817684,0.27465569099255976,0,0,0,0.930483445743769,0,3047,5549,23,15497.png,0.8700037807183365,0,0.9120295507149878,0.9496995509772848,8281,5387,0.22106861457649377,24368,train
24,0.39049934542734244,0.24262142691145713,0,0,0,0.9381540911855628,0,4627,5236,24,15498.png,0.8835124601393646,0,0.9345851604762441,0.9417503839665634,9403,4939,0.1802357406123417,27403,train
49,0.2889140665853233,0.1688483675444405,0,23,23,0.9037806101717404,0,6557,5046,26,1550.png,0.8244523117889131,0,0.915248828498967,0.8925962325962326,9926,4730,0.19150572897688165,24699,train
27,0.4405353281514815,0.2824913806026083,0,1,1,0.9147170038717064,0,4528,1133,26,15501.png,0.8428373126041089,0,0.9640226089165502,0.8702095336371715,5087,744,0.038671448619990646,19239,train
26,0.44561679200808174,0.286683997689197,0,0,0,0.9428943972112455,0,4429,4155,26,15503.png,0.89195856565682,0,0.9446162459012023,0.941178814279643,8394,4121,0.14658698822608757,28113,train
26,0.5465462095280849,0.3760327387846498,1,-1,1,0.9370713134741255,1,3205,1208,27,15506.png,0.8815937751542796,0,0.9645383825040365,0.9111252842327103,4266,1208,0.06185039168501357,19531,train
23,0.5119954438670179,0.3440819060376997,0,0,0,0.926605504587156,0,3009,687,23,15509.png,0.8632478632478633,0,0.9713964526605047,0.8857630979498861,3637,687,0.0429375,16000,train
23,0.41747197526092,0.26380068392769906,1,-1,1,0.9409407049392904,1,4396,4622,24,15510.png,0.8884683882457702,0,0.9395500915511379,0.9423354408793977,8576,4447,0.16265544989027067,27340,train
26,0.39162983031512905,0.24349483576399664,0,5,5,0.9394828101801088,0,8147,3388,21,15513.png,0.8858723075857565,0,0.9635400972838019,0.9165975655948323,9836,3151,0.10942872026393471,28795,train
29,0.5032756200280768,0.3362513678286697,0,2,2,0.9310995396573843,0,3744,821,27,15517.png,0.8710816153628919,0,0.9740731383818607,0.89175749515742,4476,821,0.042707032875572204,19224,train
28,0.3805476207064725,0.2349853725692652,0,5,5,0.9374874158851269,0,5357,6441,23,15518.png,0.882330647091678,0,0.9321335623294383,0.9429031260991442,10987,6096,0.20624555942754677,29557,train
26,0.5407509608751355,0.370567974606605,0,0,0,0.9394770067222494,0,3093,2228,26,15527.png,0.8858619876016216,0,0.9488122041997886,0.9303237142664054,5090,2222,0.10006755235307363,22205,train
22,0.43594832689160484,0.27873013045994927,1,-2,2,0.9412821664634538,1,5598,4467,24,15529.png,0.8890774639350224,0,0.9475340905086856,0.9351122032640949,9386,4319,0.14553357819186574,29677,train
25,0.2592137592137592,0.1489061397318278,1,-1,1,0.8991481013080743,1,8890,18303,26,1553.png,0.8167748108319353,0,0.868817327609068,0.9316731996003381,19963,13471,0.3630605864596809,37104,train
20,0.3967782399154948,0.24748805798056334,1,-2,2,0.9346412976903167,1,4545,8687,22,15530.png,0.8773019788208676,0,0.9159026883646185,0.9541626746003732,11959,7870,0.25264036467529133,31151,train
26,0.46678544158819035,0.3044488711819389,0,0,0,0.9353138737951561,0,5070,2037,26,15533.png,0.8784878949528109,0,0.9618667864764686,0.9101875963224744,6793,2034,0.07912241801843856,25707,train
29,0.48484086048559566,0.3199933576884756,0,3,3,0.9411338525629415,0,4196,2954,26,15537.png,0.8888128634964078,0,0.9508567626018966,0.9316077715477898,6867,2873,0.11382725832012679,25240,train
29,0.5649139694380941,0.3936446717531651,0,1,1,0.9332620910751835,0,1982,1890,28,15538.png,0.8748747778316368,0,0.9347443289714463,0.9317845465496473,3822,1869,0.09982374619452011,18723,train
31,0.5140483752748595,0.3459388359092404,0,3,3,0.9462867436338328,0,3883,2677,28,15544.png,0.8980495765016707,0,0.955724256557838,0.9370337938639165,6422,2604,0.100011522064754,26037,train
27,0.42775846923576366,0.27206918330661223,0,0,0,0.9388408095714237,0,5942,2927,27,15545.png,0.8847313560864027,0,0.9587746478873239,0.9197189758832669,8405,2919,0.10378297660527626,28126,train
23,0.47306988098870917,0.3098176367724207,0,0,0,0.9520893777848977,0,4334,3741,23,15546.png,0.908559716450192,0,0.9554510270913963,0.9487513007284079,7783,3697,0.13556525246598952,27271,train
23,0.39568212798880004,0.24663574151472006,0,2,2,0.9292113059303716,0,4228,7791,21,15548.png,0.867782141403474,0,0.9101124891837323,0.9491288863220714,10451,6578,0.23608369522305567,27863,train
22,0.39348322433342364,0.24492942140000964,0,0,0,0.9217071941873723,0,4005,7805,22,15549.png,0.8547837741463474,0,0.8990584827086728,0.9455265090721144,10155,7217,0.27320563294972744,26416,train
21,0.2906468531468531,0.1700332395806699,0,3,3,0.8115101144738905,0,3302,1506,18,1555.png,0.6828077582794564,0,0.8729757085020243,0.7581306768239086,3946,1401,0.12878021877010754,10879,train
25,0.47737909516380655,0.3135245901639344,0,0,0,0.9396906951651852,0,3506,2363,25,15555.png,0.8862420530314777,0,0.950858877843863,0.928781815596498,5750,2363,0.10766847405112316,21947,train
22,0.426506528873682,0.2710570693174758,1,-4,4,0.9370348748235854,1,6286,4823,26,15557.png,0.8815292737549323,0,0.9448699190709158,0.9293287013614849,9760,4549,0.15501789061168852,29345,train
22,0.26121041078708057,0.1502254283137962,0,1,1,0.855288927575224,0,4658,2657,21,1556.png,0.7471657680077423,0,0.8905413199307901,0.822721217887726,6033,2436,0.1621405750798722,15024,train
30,0.4666733891297771,0.3043535446534263,0,5,5,0.9336119962083576,0,4583,1230,25,15560.png,0.8754899650866408,0,0.9707866235987079,0.8991794443100073,5619,1230,0.056794569885025625,21657,train
20,0.38970378809455997,0.24200751713464513,1,-3,3,0.9389626135627565,1,6255,4770,23,15561.png,0.8849477177384009,0,0.9467461566801755,0.9313060094886663,10340,4615,0.1614878577927077,28578,train
27,0.4989366922951088,0.3323888404533566,0,0,0,0.9438126769348879,0,4069,2957,27,15563.png,0.8936034890059967,0,0.9522810528184357,0.9354935874062683,6712,2944,0.1153469419739059,25523,train
27,0.2294381776366225,0.12958495701119566,0,2,2,0.8953119673786508,0,9723,22831,25,1557.png,0.8104658880517938,0,0.8590983429505971,0.9347129801849228,21658,15498,0.39882652667335755,38859,train
24,0.4279635258358663,0.2722351121423047,1,-1,1,0.9377650099104298,1,7078,2844,25,15570.png,0.8828225568349571,0,0.9633490985476243,0.9135046620473903,9034,2804,0.09848271986513066,28472,train
32,0.5148476481131619,0.34666318742253244,0,5,5,0.9384945583835581,0,3986,1688,27,15571.png,0.8841165778240713,0,0.9624697067389999,0.9156848228450555,5426,1688,0.07425655463663558,22732,train
26,0.33980983877635385,0.20468127490039842,0,4,4,0.9353433385790504,0,6377,7099,22,15573.png,0.8785398828301036,0,0.9321144081168179,0.9385947174317051,12134,6532,0.21906231135555704,29818,train
24,0.4855502392344498,0.32061165171237205,1,-1,1,0.9345512191439571,1,3747,2322,25,15575.png,0.8771432620093524,0,0.9491369490931394,0.9204069927990314,5920,2293,0.10146017699115044,22600,train
27,0.46161220043572987,0.30006231235484054,0,1,1,0.9401287168485739,0,3695,3310,26,15576.png,0.8870215957292389,0,0.9432324895383137,0.9370453035285298,6799,3207,0.13121931260229133,24440,train
25,0.32934487175481897,0.19713516343780388,0,2,2,0.9297822679569306,0,8375,8111,23,15577.png,0.868778604688184,0,0.9308289271703906,0.9287379599060618,13934,7025,0.21249243799153056,33060,train
23,0.47471202303815696,0.3112278010502095,1,-4,4,0.9440055681224987,1,3823,2613,27,15579.png,0.8939493804376483,0,0.954049063571617,0.9341713301764959,6367,2613,0.10919348098620978,23930,train
23,0.3609411124711002,0.2202124128775307,1,-1,1,0.9359322791355092,1,6073,6256,24,15582.png,0.8795796177099714,0,0.9350430900218046,0.9368231610265586,11142,5979,0.19682006715386136,30378,train
23,0.5346244505319487,0.36483784018780974,0,1,1,0.940825549864417,0,2860,1068,22,15584.png,0.88826307105877,0,0.9669288412708243,0.916094584286804,3843,1068,0.06137931034482759,17400,train
24,0.5613795923931566,0.3902207902965981,1,-1,1,0.9330612394977295,1,2302,1339,25,15587.png,0.8745218320295,0,0.9498783454987835,0.9168292506684009,3437,1239,0.07555338740167084,16399,train
28,0.37573727517658195,0.23132789384022237,0,3,3,0.9348362440133521,0,5709,5067,25,15588.png,0.8776455627214098,0,0.9384796571275937,0.931221010782483,10114,4831,0.16724364744166725,28886,train
27,0.49701725587540535,0.3306872669152904,0,0,0,0.9473997845568518,0,5059,1826,27,15594.png,0.9000566128119148,0,0.9713927620241266,0.9245634701698403,6696,1826,0.06879403232490676,26543,train
25,0.4862136412391949,0.32119039679893296,0,1,1,0.9304229195088677,0,2992,1496,24,15596.png,0.8698979591836735,0,0.952513966480447,0.9093333333333333,4283,1349,0.07568447037701975,17824,train
23,0.3956510209493503,0.2466115702479339,0,0,0,0.9391680722293878,0,4647,5163,23,15598.png,0.8853127886177912,0,0.9361725800469773,0.9421827954313584,9170,5097,0.18805342384887838,27104,train
23,0.4098981077147016,0.2577810325887953,0,2,2,0.940554951568757,0,5805,5076,21,15600.png,0.8877807800994204,0,0.9443158506752087,0.9368238904729774,9742,4683,0.16965547223127922,27603,train
29,0.5082247508991216,0.34068453086712513,0,4,4,0.9339347381774614,0,3620,1067,25,15602.png,0.876057753331923,0,0.9687975201777985,0.9014939182018559,4442,1067,0.05665286184559839,18834,train
23,0.46670815183571873,0.30438311688311687,1,-3,3,0.9450448952444297,1,4382,3550,26,15603.png,0.895815273071164,0,0.9505240272048165,0.9396285682795107,7566,3538,0.13041875552934237,27128,train
