rank,image,panel,summary
1,13867.png,panels/01_13867_r230_seam_panel.jpg,"cut=8.0 px, Dice +0.000073, Recall +0.000000, BIoU +0.000010, gapFP -0.000341"
2,15067.png,panels/02_15067_r230_seam_panel.jpg,"cut=10.0 px, Dice +0.000073, Recall +0.000000, BIoU +0.000270, gapFP -0.000377"
