image,priority_score,failure_type,r110_dice,araa_dice,nnunet_dice,r110_recall,araa_recall,r110_boundary_iou,araa_boundary_iou,r110_gap_fp,araa_gap_fp,nnunet_gap_fp,r110_component_merge,araa_component_merge,nnunet_component_merge,r110_component_mae,araa_component_mae,nnunet_component_mae,component_deficit,merge_deficit,gap_excess,recall_buffer_vs_araa,dice_buffer_vs_araa,boundary_buffer_vs_araa
6666.png,0.00700548412881364,mixed_or_low_priority,0.931947904352635,0.9193767343434949,0.9324709834298464,0.9459963331479307,0.9486949714685948,0.20112054049600395,0.1663738019169329,0.2488991813170684,0.32558139534883723,0.28060275938549856,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.002698638320664082,0.012571170009140098,0.03474673857907104
8435.png,0.006295977416654502,recall_risk_do_not_cut_aggressively,0.8848507602778299,0.874113475177305,0.9051989986576208,0.838599487617421,0.8420153714773698,0.30505972352704336,0.26959573638372547,0.06712029569892473,0.09979838709677419,0.08702956989247312,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.003415883859948843,0.010737285100524963,0.03546398714331789
1898.png,0.0037502552755593,mixed_or_low_priority,0.9219891268726066,0.9189869307573667,0.9224626911610809,0.9353463587921848,0.9280776062303593,0.18153341288782815,0.16153537124283263,0.26690168195261854,0.26755892809129744,0.31703163743913004,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0072687525618254645,0.0030021961152398857,0.019998041644995523
3912.png,0.0032243236977720123,recall_risk_do_not_cut_aggressively,0.9200243730736694,0.9126475867748032,0.9300621409309415,0.8959970502154725,0.887550987486461,0.19666947723440134,0.1874686297473649,0.1298838089595471,0.14518942760277806,0.13231954181889996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446062729011494,0.007376786298866178,0.009200847487036451
4078.png,0.0025189444025440324,recall_risk_do_not_cut_aggressively,0.8969790738743807,0.8919313989118879,0.909685638535964,0.8331760709567843,0.828189643909591,0.12408640041764553,0.11570622933817333,0.0868369351669941,0.10268500327439424,0.12165029469548133,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.004986427047193209,0.00504767496249281,0.008380171079472198
15386.png,0.0020425524459850575,mixed_or_low_priority,0.932853243510076,0.9284336709357786,0.9377155888655871,0.9253617844962669,0.9262835284358005,0.3076923076923077,0.29836876587779115,0.11891332957322805,0.13931190073322053,0.1333427335965407,1.0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,-0.0009217439395335925,0.004419572574297481,0.009323541814516556
15299.png,0.0017014137482516227,mixed_or_low_priority,0.9364500220520429,0.9331585324672745,0.9421410348789655,0.9351002922688874,0.9404251911758819,0.4128878281622912,0.3892812227919126,0.09511820693890083,0.11525944120356156,0.13392692661958858,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.005324898906994502,0.0032914895847683256,0.02360660537037862
1695.png,0.001501718698258242,mixed_or_low_priority,0.9278636905005075,0.9218568157074746,0.9259565368343109,0.92745856839513,0.9255864503888729,0.1710870939579131,0.17153691052995876,0.2396692233940556,0.25973154362416107,0.30937200383509106,1.0,1.0,1.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0018721180062570841,0.006006874793032968,-0.0004498165720456526
13954.png,0.0012689054294213855,mixed_or_low_priority,0.919041432875425,0.9168661768348055,0.9266697299781064,0.9147180192572214,0.9165887207702889,0.375772841767804,0.36470322726246895,0.09940888119953864,0.1084919261822376,0.11980968858131488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001870701513067452,0.002175256040619411,0.011069614505335057
7022.png,0.0005735547805393398,mixed_or_low_priority,0.937303606164896,0.9343845686588071,0.940974605353466,0.9411293351696507,0.9437085263553274,0.3571076185777715,0.349551678598735,0.1211825407892902,0.1376841909543067,0.14730627992376702,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,-0.0025791911856767324,0.0029190375060889062,0.00755593997903653
12213.png,0.00032837536451502114,mixed_or_low_priority,0.9400161518271755,0.9387026503691154,0.9473526563295626,0.9302125789179253,0.9298129944857348,0.31456532791052366,0.31625933898948966,0.10873234431909035,0.11357377631695834,0.11814870747090699,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00039958443219045847,0.0013135014580600846,-0.0016940110789659957
8579.png,-0.0032612175116904286,recall_risk_do_not_cut_aggressively,0.916261244266169,0.916055675357773,0.9250435118932508,0.8898102437519284,0.9011107682813946,0.34162162162162163,0.32603727144866385,0.0775768638411956,0.09799783241115738,0.10638297872340426,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,-0.011300524529466172,0.00020556890839595887,0.015584350172957784
1830.png,-0.0035910979279788037,mixed_or_low_priority,0.9288301902415799,0.9331356540062667,0.9339459455785549,0.9383221219197658,0.9476769718727127,0.17055051336860919,0.1633083330453116,0.296167841710257,0.30702751876279283,0.331248578576302,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.009354849952946886,-0.004305463764686879,0.007242180323297598
12517.png,-0.00384361250750698,mixed_or_low_priority,0.9213989330171902,0.9174685310619495,0.9317986107124404,0.9129030363540259,0.9267633758148822,0.38515423374708124,0.3711278555196747,0.08944146901300688,0.12042846212700842,0.12088752869166029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013860339460856297,0.003930401955240748,0.014026378227406544
1784.png,-0.005278381975400874,recall_risk_do_not_cut_aggressively,0.9027391109115402,0.9017296015012304,0.9110667397027901,0.893638206322677,0.9056576935386366,0.2509405897278852,0.2477473611945422,0.14900353883404732,0.17756255044390637,0.163779723101757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012019487215959579,0.0010095094103098612,0.003193228533343001
4332.png,-0.007728503736698292,mixed_or_low_priority,0.9142102947646282,0.9132474254596431,0.911710959118676,0.9212013742657653,0.9386013521001884,0.43902439024390244,0.43415260454878946,0.08909644243887081,0.11071466051002204,0.14681498583272118,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.01739997783442304,0.0009628693049851256,0.0048717856951129845
4818.png,-0.008811741129317485,recall_risk_do_not_cut_aggressively,0.8530497195827158,0.8553153821992519,0.851825061206321,0.8651420488034893,0.8827655310621243,0.19361994295975493,0.20299257089044678,0.1921980495123781,0.2099774943735934,0.25213803450862715,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,-0.01762348225863497,-0.002265662616536046,-0.009372627930691851
1667.png,-0.009861830801434851,mixed_or_low_priority,0.912396815248953,0.912285149737233,0.9198042385698326,0.9379654186016886,0.9584583135488205,0.13817121085843553,0.1357932088970949,0.41218249075215785,0.4188162762022195,0.45980271270036993,1.0,1.0,1.0,6.0,7.0,7.0,0.0,0.0,0.0,-0.020492894947131912,0.00011166551172003825,0.0023780019613406367
