mean_cut_gt_fg_frac,mean_cut_gt_gap_frac,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_component_count_mae,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,num_images,num_risk,num_rows,num_safe,threshold
0.5712375559345256,0.37594257874560905,7.396337126703113e-05,5.6943618335956886e-05,0.0,-6.216120933474648e-05,-0.00016553648521527885,-9.303734874841687e-05,-0.0001848964142833661,66,54,66,10,0.2
0.537959977442736,0.40193465857258964,9.923678592587338e-05,7.609381575469345e-05,0.0,-5.4294238134677436e-05,-0.00017393502540148222,-7.79196011244271e-05,-0.0001726406786726399,58,46,58,10,0.3
0.5272758722758722,0.4056835294335294,0.00010989710851616649,8.340299073747341e-05,0.0,-5.272082010318804e-05,-0.0001796232883259203,-7.286264195352713e-05,-0.00016907846002881725,52,40,52,10,0.4
0.5185952694648348,0.40561970638057593,8.71136316527661e-05,6.828196804961335e-05,0.0,-5.308160405548268e-05,-0.00016890094504970688,-7.34284288614413e-05,-0.0001708523854926671,46,35,46,9,0.5
0.5636589836589837,0.36877344877344875,5.853893904139782e-05,4.9744020402755525e-05,0.0,-8.063800903563184e-05,-0.00014636521413835722,-0.00011322906809264262,-0.0001973533280330459,37,31,37,6,0.6
0.5898407722545653,0.39291784843508987,6.219754704105655e-05,4.7106560684056e-05,0.0,-0.00010246827037930055,-0.0001687843196138951,-0.00014363461036731584,-0.00023610991089833346,29,24,29,5,0.7
0.6567557563209736,0.3215051132442437,-4.330640790106337e-05,-3.953302285268513e-05,0.0,-0.0001383240545328312,-0.00016268945785089336,-0.0001962729412610085,-0.00028853677184301327,23,21,23,2,0.8
0.7194505494505494,0.24208791208791208,-9.424565864312642e-05,-6.810784333769662e-05,0.0,-0.00020106870362998844,-0.00018864943882839895,-0.00027690908750809944,-0.00039352719281130145,13,13,13,0,0.9
