useful_threshold,risk_threshold,accepted,positive,strict_useful,hard_risk,precision_useful,risk_rate,score,accepted_images,useful_images,risk_images
0.1,0.4,25,8,5,12,0.2,0.48,-14.0,10520.png|13436.png|13867.png|1399.png|15067.png|15369.png|1828.png|1855.png|1934.png|2044.png|2246.png|2248.png|3269.png|3354.png|3366.png|3392.png|3493.png|3602.png|3678.png|3725.png|3777.png|4193.png|7259.png|7269.png|8253.png,10520.png|13867.png|2044.png|3354.png|3678.png,13436.png|1399.png|15369.png|1828.png|2248.png|3366.png|3392.png|3725.png|3777.png|7259.png|7269.png|8253.png
0.1,0.45,28,10,6,13,0.21428571428571427,0.4642857142857143,-14.399999999999999,10520.png|13436.png|13867.png|1399.png|15067.png|15369.png|1828.png|1855.png|1934.png|2044.png|2246.png|2248.png|3058.png|3269.png|3354.png|3366.png|3392.png|3460.png|3493.png|3602.png|3678.png|3725.png|3777.png|4193.png|7259.png|7269.png|7654.png|8253.png,10520.png|13867.png|2044.png|3354.png|3460.png|3678.png,13436.png|1399.png|15369.png|1828.png|2248.png|3058.png|3366.png|3392.png|3725.png|3777.png|7259.png|7269.png|8253.png
0.35,0.5,22,8,5,12,0.22727272727272727,0.5454545454545454,-14.6,10520.png|13436.png|1399.png|1418.png|15067.png|15446.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png,10520.png|1418.png|2044.png|3354.png|3678.png,13436.png|1399.png|15446.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png
0.45,0.55,18,5,3,11,0.16666666666666666,0.6111111111111112,-15.4,12627.png|13436.png|1399.png|1418.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3725.png|3777.png|3840.png|5882.png|7259.png,1418.png|2044.png|3354.png,12627.png|13436.png|1399.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png
0.45,0.6,18,5,3,11,0.16666666666666666,0.6111111111111112,-15.4,12627.png|13436.png|1399.png|1418.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3725.png|3777.png|3840.png|5882.png|7259.png,1418.png|2044.png|3354.png,12627.png|13436.png|1399.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png
0.45,0.65,18,5,3,11,0.16666666666666666,0.6111111111111112,-15.4,12627.png|13436.png|1399.png|1418.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3725.png|3777.png|3840.png|5882.png|7259.png,1418.png|2044.png|3354.png,12627.png|13436.png|1399.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png
0.15,0.5,34,13,9,16,0.2647058823529412,0.47058823529411764,-16.2,10520.png|12627.png|13436.png|13867.png|1399.png|1418.png|15067.png|15446.png|1828.png|1855.png|1880.png|1934.png|2044.png|2246.png|2248.png|3058.png|3269.png|3354.png|3366.png|3392.png|3460.png|3493.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|6698.png|7259.png|7269.png|7654.png|8253.png,10520.png|12627.png|13867.png|1418.png|2044.png|3354.png|3460.png|3678.png|6698.png,13436.png|1399.png|15446.png|1828.png|2248.png|3058.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png|8253.png
0.3,0.5,24,8,5,13,0.20833333333333334,0.5416666666666666,-16.2,10520.png|13436.png|1399.png|1418.png|15067.png|15446.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|4193.png|5882.png|7259.png|7269.png|8253.png,10520.png|1418.png|2044.png|3354.png|3678.png,13436.png|1399.png|15446.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|8253.png
0.4,0.55,23,8,5,13,0.21739130434782608,0.5652173913043478,-16.4,10520.png|10618.png|12627.png|13436.png|1399.png|1418.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png,10520.png|1418.png|2044.png|3354.png|3678.png,10618.png|12627.png|13436.png|1399.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png
0.4,0.6,23,8,5,13,0.21739130434782608,0.5652173913043478,-16.4,10520.png|10618.png|12627.png|13436.png|1399.png|1418.png|1855.png|1880.png|2044.png|2246.png|2248.png|3354.png|3366.png|3392.png|3602.png|3678.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png|7654.png,10520.png|1418.png|2044.png|3354.png|3678.png,10618.png|12627.png|13436.png|1399.png|2248.png|3366.png|3392.png|3725.png|3777.png|3840.png|5882.png|7259.png|7269.png
