feature,group,n,mean,p10,p50,p90,min,max
cut_mean_image,r245_best_selected,5,0.6576542019844055,0.563386869430542,0.6193899512290955,0.7764008522033692,0.5588235855102539,0.8023529052734375
cut_std_image,all,1677,0.02497552561400966,0.01095839440822598,0.0245366003364324,0.039028343558311404,0.003890810534358,0.0920461043715477
cut_std_image,safe_useful,271,0.022281953138797553,0.0101489098742604,0.02156862616539,0.0358121134340763,0.003890810534358,0.0570462681353092
cut_std_image,risk,1403,0.025580458142558965,0.01145221851766106,0.0251477696001529,0.039519777148961995,0.0039215683937072,0.0920461043715477
cut_std_image,oracle_safe_best,27,0.02620547507993045,0.010813451930880518,0.0244933255016803,0.03969683870673177,0.0070526930503547,0.0463150963187217
cut_std_image,r245_best_selected,5,0.02017185296863314,0.01121272146701808,0.0235294103622436,0.027303633466362942,0.0098232682794332,0.0280987974256277
cut_mean_grad,all,1677,0.07193777560754568,0.0327896870672702,0.0739643424749374,0.10284142345190046,0.0098363291472196,0.1587237268686294
cut_mean_grad,safe_useful,271,0.06652949570001157,0.0188039299100637,0.0696781724691391,0.0985394939780235,0.0106291901320219,0.1390316486358642
cut_mean_grad,risk,1403,0.07318550269487852,0.03618648201227182,0.0751210153102874,0.10376207977533336,0.0098363291472196,0.1587237268686294
cut_mean_grad,oracle_safe_best,27,0.06504898952941096,0.02838674262166016,0.0609718821942806,0.09434414356946942,0.0106291901320219,0.1255206167697906
cut_mean_grad,r245_best_selected,5,0.06505597531795496,0.039089427888393355,0.0703043118119239,0.08508437424898142,0.0193000808358192,0.0916178002953529
cut_p90_grad,all,1677,0.09085893476494074,0.03889314964413641,0.0915499329566955,0.13336725234985347,0.011433239094913,0.1953897401690483
cut_p90_grad,safe_useful,271,0.08199039930409002,0.0227139813825488,0.0848950877785682,0.1251457430422306,0.0115326789207756,0.1758304238319397
cut_p90_grad,risk,1403,0.09276520970469324,0.045255414620041824,0.0932071506977081,0.13474583685398095,0.011433239094913,0.1953897401690483
cut_p90_grad,oracle_safe_best,27,0.0814161827270355,0.03181047745048994,0.0724354237318039,0.1272818194329739,0.0115326789207756,0.1613189354538917
cut_p90_grad,r245_best_selected,5,0.074474836140871,0.04667223647236816,0.0837710328400135,0.09439332902431484,0.0281407602131366,0.0999807715415954
