stem,fold,checkpoint,checkpoint_sha256,num_proposals
3480,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,25
3495,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
3529,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,29
3535,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,30
3547,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
3654,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,24
3729,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,29
3755,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
3928,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,30
3934,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
3942,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,30
4245,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,32
4256,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
4819,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
4878,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
5409,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
5485,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,21
5526,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
5851,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
5886,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,26
6141,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,29
6547,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
6688,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,30
6761,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,29
6800,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
6819,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,30
6897,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,29
6899,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,31
6905,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,27
6912,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
6959,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,31
7062,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,33
7563,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,35
8633,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,34
8850,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,29
9112,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,30
9455,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,28
9545,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,31
9613,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,23
9806,0,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold0_seed258_20260714_222828.pt,b89404b55d9f4aaa5e7c07e38694a50ecf8332ed719548dee3b04ea2a19c77bc,25
10003,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
10015,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
10144,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
11285,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
11383,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,23
11662,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
11784,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
12278,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
12446,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
12449,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
12603,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
12662,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,30
12687,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
12799,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
12852,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
12973,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
12985,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
13174,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,23
13334,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
13682,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1379,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1387,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
13908,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,26
1395,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
14022,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,30
14050,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,24
1414,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1416,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
14160,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,26
14186,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1425,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,30
14300,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
1431,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,14
1442,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
14481,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
14503,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
14530,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1457,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
14571,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1460,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1461,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
14635,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,24
14664,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1473,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,20
1474,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
14797,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
1480,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1482,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,26
1487,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
14874,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1493,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15003,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
1501,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,24
15113,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
15135,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
1514,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15177,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,24
1519,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15268,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15304,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15317,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15323,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
15339,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15399,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1540,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15436,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,24
15457,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15483,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1549,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15497,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15503,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15506,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15533,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
15538,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,26
1556,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,24
1557,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
15579,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1593,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1594,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,23
1616,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,25
1635,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,23
1638,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1648,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1662,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,22
1675,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,31
1677,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,42
1679,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1729,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,26
1741,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,33
1743,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1794,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1837,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1865,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,30
1888,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,31
1912,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1925,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
1943,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
1952,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
2035,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,29
2039,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,27
2074,1,outputs/oof_proposals/r258_center_basin_oof_full_20260714_222821/fold1_seed259_20260714_222828.pt,5b0e8d560d5e3bc578ab8774933d7159c7d66bba653575adc650a0f218aed996,28
