accepted,action_frac,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_family,candidate_gap_region_fp_rate,candidate_iou,candidate_precision,candidate_recall,corridor_radius,cut_area,cut_gt_fg_frac,cut_gt_gap_frac,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_precision,delta_recall,dilate_radius,hard_risk,image,overerosion_proxy,pred_component_id,quick_useful,reject_reason,ridge_area,ridge_score,ridge_slenderness,safe_gap_positive,seam_prob_mean,seam_prob_p90
0.0,0.35,0.4375679922639913,0.2800557016865233,1.0,-1.0,0.9023224678777961,corridor,0.13818999068135723,0.8220287301802413,0.9052007163109984,0.8994624652455978,2.0,31.0,0.6129032258064516,0.3870967741935484,0.001191154362375768,0.000975135166904062,0.0,0.0,-0.00018635947771394878,-0.0006577865482650935,-0.0003093895705037486,0.00033766432664961155,-0.0007043558850787779,,0.0,10375.png,1.0,19.0,1.0,low_mean_prob,,,,0.0,0.0765784824025346,0.24920732669782036
0.0,0.25,0.43746223564954684,0.279969064191802,1.0,-1.0,0.9024798304643641,corridor,0.13840925286411226,0.822289972899729,0.9051045900294568,0.899870250231696,2.0,16.0,0.5,0.5,0.001085397747931316,0.0008884976721827975,0.0,0.0,-2.8996891145993686e-05,-0.00043852436551006235,-4.8146851015951064e-05,0.0002415380451079585,-0.0002965708989806082,,0.0,10375.png,0.0,19.0,1.0,low_mean_prob,,,,0.0,0.014515615952393732,0.020285978499217247
0.0,0.35,0.4373639661426844,0.27988857076530216,1.0,-1.0,0.90255190231028,corridor,0.13857369950117854,0.8224096467161196,0.905024601162964,0.9000926784059314,1.0,7.0,0.2857142857142857,0.7142857142857143,0.0009871282410688909,0.0008080042456829473,0.0,0.0,4.307495476996159e-05,-0.00027407772844378897,7.152696537460201e-05,0.00016154917861521678,-7.414272474515204e-05,,0.0,10375.png,0.0,19.0,1.0,low_mean_prob,,,,0.0,0.013027477384784488,0.015699729304938282
0.0,0.5,0.4372998126548619,0.27983602753499887,1.0,-1.0,0.9024907063197026,corridor,0.13857369950117854,0.8223080310266572,0.9050139794967381,0.8999814643188138,1.0,10.0,0.5,0.5,0.000922974753246375,0.0007554610153796548,0.0,0.0,-1.812103580745017e-05,-0.00027407772844378897,-3.0088724087828922e-05,0.00015092751238932056,-0.0001853568118628246,,0.0,10375.png,0.0,19.0,1.0,low_mean_prob,,,,0.0,0.11744747509452698,0.17976981374441323
0.0,0.5,0.43714527231010747,0.2797094730335342,1.0,-1.0,0.9022408182240819,corridor,0.13818999068135723,0.8218932104621223,0.9051865671641791,0.8993141797961075,2.0,35.0,0.6571428571428571,0.34285714285714286,0.000768434408491947,0.0006289065139150063,0.0,0.0,-0.00026800913142821514,-0.0006577865482650935,-0.00044490928862273016,0.00032351517983031375,-0.000852641334569082,,1.0,10375.png,1.0,19.0,0.0,low_mean_prob,,,,0.0,0.13415559781917283,0.29756717949171585
0.0,0.25,0.4370388290794726,0.2796223202538503,1.0,-1.0,0.9025759209010148,corridor,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,0.0,1.0,0.0006619911778570908,0.0005417537342310985,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,,0.0,10375.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.011845466617313886,0.013489198879686172
0.0,0.2,0.4368885131054475,0.2794992658990804,1.0,-1.0,0.9023660390684535,prob_ridge,0.13884777722962233,0.8221010566242211,0.9048382287162666,0.8999073215940686,,7.0,1.0,0.0,0.000511675203831996,0.00041869937946120706,0.0,0.0,-0.0001427882870566055,0.0,-0.0002370631265239398,-2.482326808217472e-05,-0.00025949953660797664,0.0,0.0,10375.png,1.0,19.0,0.0,recall_drop,7.0,0.9756027547518412,2.3333333333333335,0.0,0.9906774517742222,0.994703013461532
0.0,0.35,0.4368703625505218,0.2794844087681383,1.0,-1.0,0.9022553595002138,corridor,0.13840925286411226,0.8219173441734418,0.9050656520441659,0.8994624652455978,2.0,27.0,0.7037037037037037,0.2962962962962963,0.000493524648906285,0.0004038422485190818,0.0,0.0,-0.00025346785529622995,-0.00043852436551006235,-0.0004207755773032451,0.00020260005981709295,-0.0007043558850787779,,0.0,10375.png,1.0,19.0,1.0,low_mean_prob,,,,0.0,0.0993130433949845,0.08616899304226404
0.0,0.25,0.43678577906765825,0.279415177535391,1.0,-1.0,0.9024943310657596,corridor,0.1386285150468673,0.8223140495867769,0.9049837849927312,0.9000185356811863,1.0,8.0,0.5,0.5,0.0004089411660427311,0.00033461101577181296,0.0,0.0,-1.4496289750476343e-05,-0.00021926218275503118,-2.407016396810402e-05,0.00012073300838244538,-0.0001482854494903041,,0.0,10375.png,0.0,19.0,1.0,low_mean_prob,,,,0.0,0.08517806078644796,0.22964729929321145
0.0,0.25,0.4366648527722353,0.2793162128712871,1.0,-1.0,0.9023311149942372,corridor,0.1386285150468673,0.822043083593009,0.9049554420373616,0.8997219647822058,2.0,16.0,0.75,0.25,0.0002880148706198016,0.00023564635166789527,0.0,0.0,-0.0001777123612728415,-0.00021926218275503118,-0.0002950361577359617,9.23900530127586e-05,-0.00044485634847080124,,0.0,10375.png,1.0,19.0,1.0,low_mean_prob,,,,0.0,0.09491519292838858,0.2659128397551834
0.0,0.35,0.43662737987307343,0.2792855485966133,1.0,-1.0,0.9023923267096678,corridor,0.1386285150468673,0.822144695840672,0.9049660726269481,0.8998331788693235,1.0,13.0,0.6923076923076923,0.3076923076923077,0.00025054197145790713,0.00020498207699409798,0.0,0.0,-0.00011650064584223241,-0.00021926218275503118,-0.00019342391007304283,0.0001030206425992608,-0.0003336422613531287,,0.0,10375.png,1.0,19.0,1.0,low_mean_prob,,,,0.0,0.08523156892231497,0.24361874743936068
0.0,0.5,0.4365017177988066,0.2791827293754819,1.0,-1.0,0.9020307966971658,corridor,0.13840925286411226,0.8215447154471545,0.9050266820912789,0.8990546802594995,2.0,38.0,0.7894736842105263,0.21052631578947367,0.00012487989719106585,0.00010216285586267526,0.0,0.0,-0.00047803065834428615,-0.00043852436551006235,-0.0007934043035905392,0.0001636301069301016,-0.0011121408711770586,,1.0,10375.png,1.0,19.0,0.0,low_mean_prob,,,,0.0,0.3335712844809673,0.992968352152743
0.0,0.5,0.43620554314353,0.2789404587226813,1.0,-1.0,0.9023107095718774,corridor,0.1386285150468673,0.8220092128437881,0.9049518979789694,0.8996848934198332,1.0,17.0,0.7647058823529411,0.23529411764705882,-0.0001712947580855273,-0.00014010779693790498,0.0,0.0,-0.00019811778363265642,-0.00021926218275503118,-0.00032890690695686065,8.884599462055665e-05,-0.0004819277108434328,,1.0,10375.png,1.0,19.0,0.0,low_mean_prob,,,,0.0,0.2993512512444046,0.9941790885988573
0.0,0.2,0.4356650960492932,0.278498609823911,1.0,-1.0,0.9023660390684535,prob_ridge,0.13884777722962233,0.8221010566242211,0.9048382287162666,0.8999073215940686,,7.0,1.0,0.0,-0.0007117418523223118,-0.0005819566957082078,0.0,0.0,-0.0001427882870566055,0.0,-0.0002370631265239398,-2.482326808217472e-05,-0.00025949953660797664,0.0,1.0,10375.png,1.0,19.0,0.0,recall_drop,7.0,0.9817876482009887,7.0,0.0,0.9947030134615319,0.994703013461532
0.0,0.2,0.4350343829171191,0.2779833487511563,1.0,-1.0,0.902202806952319,prob_ridge,0.13884777722962233,0.8218301273367651,0.9048098434004475,0.899610750695088,,15.0,1.0,0.0,-0.0013424549844964218,-0.001097217768462888,0.0,0.0,-0.00030602040319105406,0.0,-0.0005079924139799186,-5.3208583901342976e-05,-0.0005560704355885848,0.0,1.0,10375.png,1.0,19.0,0.0,recall_drop,15.0,1.0899012207984924,15.0,0.0,0.9877642155740521,0.9900607886448483
0.0,0.2,0.4347983360463013,0.2777906170556968,1.0,-1.0,0.9022232136218307,prob_ridge,0.13884777722962233,0.8218639934976971,0.9048133924909586,0.8996478220574606,,14.0,1.0,0.0,-0.0015785018553142183,-0.001289949463922413,0.0,0.0,-0.0002856137336794129,0.0,-0.0004741262530478796,-4.965949339019726e-05,-0.0005189990732159533,0.0,1.0,10375.png,1.0,19.0,0.0,recall_drop,14.0,0.9719734334945679,2.0,0.0,0.9927587360765846,0.9955622974630043
1.0,0.25,0.40730810001870676,0.2557356510844883,0.0,0.0,0.8979840953560594,corridor,0.19531813391024574,0.8148558397133083,0.8752799552071668,0.9218974604695735,2.0,9.0,0.0,1.0,0.0005453574895408764,0.00042983230463083943,0.0,0.0,0.00014505450603430337,-0.000499251123315031,0.00023885169871740164,0.00027558228430524245,0.0,,0.0,10520.png,0.0,20.0,1.0,accepted,,,,1.0,0.9075477031406243,0.9520611098986359
0.0,0.25,0.40691074658516807,0.2554224414689531,0.0,0.0,0.8979035037334865,corridor,0.19559549564542075,0.8147231270358306,0.8751268325111088,0.9218974604695735,1.0,4.0,0.0,1.0,0.00014800405600218225,0.00011662268909562457,0.0,0.0,6.44628834614025e-05,-0.00022188938814002301,0.00010613902123968177,0.00012245958824719239,0.0,,0.0,10520.png,0.0,20.0,1.0,max_cuts_reached,,,,1.0,0.9462193277695612,0.9584638024651331
0.0,0.5,0.4090682610861983,0.2571249608518634,0.0,0.0,0.8979203333213606,corridor,0.1946524657458257,0.8147508392269335,0.8755910475990333,0.9214183037853378,2.0,34.0,0.38235294117647056,0.6176470588235294,0.0023055185570324266,0.0018191420720059526,0.0,0.0,8.129247133548123e-05,-0.0011649192877350723,0.0001338512123425506,0.0005866746761716835,-0.00047915668423570423,,0.0,10520.png,0.0,20.0,1.0,low_mean_prob,,,,0.0,0.015511090550577962,0.022690206639207004
0.0,0.35,0.4087709462405781,0.25689007203257125,0.0,0.0,0.8979276658406062,corridor,0.1947634104398957,0.8147629134756396,0.8755384345998949,0.9214920201982971,2.0,30.0,0.36666666666666664,0.6333333333333333,0.002008203711412193,0.0015842532527137743,0.0,0.0,8.862499058115425e-05,-0.0010539745936650746,0.0001459254610486349,0.0005340616770332929,-0.0004054402712764249,,0.0,10520.png,0.0,20.0,1.0,low_mean_prob,,,,0.0,0.015483173830492008,0.021280032143073568
0.0,0.5,0.4083006169377454,0.25651867512332627,0.0,0.0,0.8978851746795448,corridor,0.19531813391024574,0.8146929467339957,0.8752581288719331,0.9217131694371752,1.0,14.0,0.35714285714285715,0.6428571428571429,0.0015378744085794982,0.0012128563434687933,0.0,0.0,4.6133829519678926e-05,-0.000499251123315031,7.595871940480059e-05,0.0002537559490715102,-0.00018429103239836486,,0.0,10520.png,0.0,20.0,1.0,low_mean_prob,,,,0.0,0.014290645612969614,0.01990222699099508
0.0,0.25,0.40807677925962854,0.2563419981208894,0.0,0.0,0.8978741740879058,corridor,0.19515171686914073,0.8146748338329206,0.8753369508139331,0.9216025948177362,2.0,20.0,0.4,0.6,0.0013140367304626532,0.0010361793410319509,0.0,0.0,3.5133237880735635e-05,-0.0006656681644200413,5.784581832968261e-05,0.00033257789107155045,-0.00029486565183733937,,0.0,10520.png,0.0,20.0,1.0,low_mean_prob,,,,0.0,0.014233535376920788,0.021144515502210526
0.0,0.25,0.40765920289403107,0.2560125342734038,0.0,0.0,0.8979357386465625,corridor,0.19548455095135076,0.8147762069190175,0.8751880751600826,0.9218974604695735,1.0,6.0,0.0,1.0,0.0008964603648651814,0.0007067154935463393,0.0,0.0,9.669779653742605e-05,-0.00033283408221002064,0.0001592189044266057,0.0001837022372209729,0.0,,0.0,10520.png,0.0,20.0,1.0,low_mean_prob,,,,1.0,0.013250408112108791,0.016138622749253942
0.0,0.35,0.40753211123581495,0.25591229444009395,0.0,0.0,0.8978566043155136,corridor,0.19548455095135076,0.8146459052707017,0.8751706036745407,0.9217500276436549,1.0,10.0,0.4,0.6,0.0007693687066490651,0.0006064756602364718,0.0,0.0,1.7563465488534824e-05,-0.00033283408221002064,2.8917256110760903e-05,0.0001662307516790973,-0.00014743282591866969,,0.0,10520.png,0.0,20.0,1.0,low_mean_prob,,,,0.0,0.014638316293766617,0.021486902980557374
0.0,0.35,0.4071259499190233,0.2555920538088534,1.0,1.0,0.8978184756261783,corridor,0.19520718921617575,0.8145831297038413,0.8752975773701163,0.9215288784047768,2.0,21.0,0.47619047619047616,0.5238095238095238,0.00036320738985740064,0.00028623502899594033,1.0,1.0,-2.056522384674686e-05,-0.0006101958173850286,-3.385831074964596e-05,0.0002932044472546691,-0.0003685820647967297,,0.0,10520.png,0.0,20.0,0.0,recall_drop,,,,0.0,0.4535150231082862,0.9491662830174193
0.0,0.5,0.40710501713929576,0.255575553642695,0.0,0.0,0.8978566043155136,corridor,0.19548455095135076,0.8146459052707017,0.8751706036745407,0.9217500276436549,1.0,10.0,0.4,0.6,0.0003422746101298668,0.0002697348628375451,0.0,0.0,1.7563465488534824e-05,-0.00033283408221002064,2.8917256110760903e-05,0.0001662307516790973,-0.00014743282591866969,,0.0,10520.png,0.0,20.0,1.0,recall_drop,,,,0.0,0.5295156480421054,0.9507805713853364
0.0,0.5,0.40672059738643435,0.2552726136541165,1.0,1.0,0.8976997252599257,corridor,0.19520718921617575,0.8143876453914574,0.8752713775474473,0.9213077291658988,2.0,27.0,0.5925925925925926,0.4074074074074074,-4.214514273154224e-05,-3.32051257409538e-05,1.0,1.0,-0.000139315590099387,-0.0006101958173850286,-0.00022934262313356601,0.0002670046245857316,-0.0005897313036747898,,1.0,10520.png,1.0,20.0,0.0,recall_drop,,,,0.0,0.43686491182366216,0.9546221869252347
0.0,0.35,0.40670781123371363,0.25526254010485955,0.0,0.0,0.897824369928915,corridor,0.19559549564542075,0.8145928338762215,0.8751093536760332,0.9217500276436549,1.0,8.0,0.5,0.5,-5.493129545225406e-05,-4.327867499792637e-05,0.0,0.0,-1.4670921110071511e-05,-0.00022188938814002301,-2.4154138369425482e-05,0.00010498075317155742,-0.00014743282591866969,,1.0,10520.png,0.0,20.0,0.0,recall_drop,,,,0.0,0.48189884933288685,0.9533416484119352
0.0,0.2,0.40640977678014717,0.2550277799514829,0.0,0.0,0.8980545026676487,prob_ridge,0.19398679758140566,0.8149717974634019,0.875946173254836,0.9213077291658988,,49.0,0.32653061224489793,0.673469387755102,-0.0003529657490187188,-0.0002780388283745716,0.0,0.0,0.00021546181762366334,-0.0018305874521551135,0.00035480944881094434,0.0009418003319744406,-0.0005897313036747898,0.0,1.0,10520.png,0.0,20.0,0.0,recall_drop,49.0,1.1458867009480793,9.666666666666666,0.0,0.9417077744611559,0.9601661625919149
0.0,0.2,0.40577545431914364,0.25452841973766394,0.0,0.0,0.8976213984382012,prob_ridge,0.19581738503356078,0.8142587285044294,0.8749562539371457,0.9214920201982971,,11.0,1.0,0.0,-0.0009872882100222524,-0.0007773990421935384,0.0,0.0,-0.00021764241182387067,0.0,-0.00035825951016155155,-4.811898571588369e-05,-0.0004054402712764249,0.0,1.0,10520.png,1.0,20.0,0.0,recall_drop,11.0,1.0089502048492431,11.0,0.0,0.992427898484661,0.9947634484905332
0.0,0.2,0.4053970030466953,0.25423067924822584,0.0,0.0,0.8975224416517056,prob_ridge,0.19581738503356078,0.8140958832725378,0.8749343694214008,0.9213077291658988,,16.0,1.0,0.0,-0.001365739482470596,-0.0010751395316316303,0.0,0.0,-0.00031659919831950045,0.0,-0.0005211047420531356,-7.000350146080248e-05,-0.0005897313036747898,0.0,1.0,10520.png,1.0,20.0,0.0,recall_drop,16.0,1.166160650253296,16.0,0.0,0.9969449837797657,0.9983093534143175
0.0,0.2,0.4048850395663281,0.253828125,0.0,0.0,0.897778736251887,prob_ridge,0.19370943584623065,0.8145177069066719,0.8760214638936625,0.9206442814492647,,72.0,0.4722222222222222,0.5277777777777778,-0.0018777029628377906,-0.0014776937798574585,0.0,0.0,-6.0304598138105625e-05,-0.0021079491873301215,-9.928110791901368e-05,0.001017090970800938,-0.0012531790203088589,0.0,1.0,10520.png,0.0,20.0,0.0,recall_drop,72.0,1.1117004072666168,8.0,0.0,0.9213258470187407,0.9564421133571331
0.0,0.5,0.3244206773618538,0.19361702127659575,1.0,1.0,0.8876903818068016,corridor,0.19315802696591575,0.7980605105696547,0.8972942193727987,0.8782899490122412,2.0,36.0,0.2222222222222222,0.7777777777777778,0.002280405246777528,0.0016222634542837344,0.0,0.0,0.00016639749045888053,-0.0011305585796834439,0.0002689431074773818,0.0005121402629426619,-0.0001651425386536287,,0.0,10618.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.06761665390381372,0.0736602842179134
0.0,0.5,0.32352806624273756,0.19298149866288272,1.0,1.0,0.88765814533204,corridor,0.1936186249057868,0.7980084014702573,0.8970991272083316,0.8784138059162314,1.0,19.0,0.10526315789473684,0.8947368421052632,0.0013877941276612682,0.00098674084057071,0.0,0.0,0.00013416101569729832,-0.0006699606398123947,0.00021683400808003572,0.0003170480984755475,-4.1285634663434934e-05,,0.0,10618.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.07234431047424703,0.09517166331888244
0.0,0.35,0.32330999130394983,0.1928263361904242,1.0,1.0,0.8877091242855355,corridor,0.19349300728582194,0.7980908084994655,0.8971602049206249,0.8784550915508949,2.0,20.0,0.0,1.0,0.0011697191888735414,0.0008315783681121791,0.0,0.0,0.00018513996919278242,-0.0007955782597772465,0.0002992410372881782,0.00037812581076879237,0.0,,0.0,10618.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.020821503662618333,0.030466311837712763
0.0,0.35,0.32295862321493957,0.1925764192139738,1.0,1.0,0.8876443165107475,corridor,0.1937861150657399,0.7979860486048604,0.8970278246205734,0.8784550915508949,1.0,13.0,0.0,1.0,0.0008183510998632793,0.0005816613916617974,0.0,0.0,0.00012033219440477083,-0.000502470479859296,0.00019448114268316719,0.0002457455107173212,0.0,,0.0,10618.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.019501069724421154,0.028808229439509052
0.0,0.25,0.3229114213778897,0.192542854023365,1.0,1.0,0.8876813483661699,corridor,0.1936186249057868,0.798045908033906,0.8971034657222363,0.8784550915508949,2.0,17.0,0.0,1.0,0.0007711492628134087,0.0005480962010529777,0.0,0.0,0.0001573640498271356,-0.0006699606398123947,0.00025434057172868396,0.0003213866123802367,0.0,,0.0,10618.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.019136550187821774,0.028203560527754464
0.0,0.25,0.3226958472597409,0.19238958344707102,1.0,1.0,0.8875980310362089,corridor,0.19399547776568127,0.7979112369452309,0.8969332911792602,0.8784550915508949,1.0,8.0,0.0,1.0,0.0005555751446645885,0.00039482562475900984,0.0,0.0,7.404671986621647e-05,-0.0002931077799179227,0.00011966948305364156,0.00015121206940416076,0.0,,0.0,10618.png,0.0,19.0,1.0,low_mean_prob,,,,1.0,0.0183868813000027,0.029968572550043024
0.0,0.25,0.3218211799193844,0.19176810961297014,1.0,1.0,0.8874775789429775,corridor,0.1942885855455992,0.7977165782418777,0.8967733777318806,0.878372520281568,2.0,4.0,1.0,0.0,-0.0003190921956918724,-0.00022664820934187313,0.0,0.0,-4.640537336519923e-05,0.0,-7.498922029958166e-05,-8.701377975484093e-06,-8.257126932686987e-05,,1.0,10618.png,1.0,19.0,0.0,low_mean_prob,,,,0.0,0.02983986849956512,0.03487070460275145
0.0,0.35,0.3218211799193844,0.19176810961297014,1.0,1.0,0.8874775789429775,corridor,0.1942885855455992,0.7977165782418777,0.8967733777318806,0.878372520281568,2.0,4.0,1.0,0.0,-0.0003190921956918724,-0.00022664820934187313,0.0,0.0,-4.640537336519923e-05,0.0,-7.498922029958166e-05,-8.701377975484093e-06,-8.257126932686987e-05,,1.0,10618.png,1.0,19.0,0.0,duplicate_cut,,,,0.0,0.02983986849956512,0.03487070460275145
0.0,0.5,0.3218211799193844,0.19176810961297014,1.0,1.0,0.8874775789429775,corridor,0.1942885855455992,0.7977165782418777,0.8967733777318806,0.878372520281568,2.0,4.0,1.0,0.0,-0.0003190921956918724,-0.00022664820934187313,0.0,0.0,-4.640537336519923e-05,0.0,-7.498922029958166e-05,-8.701377975484093e-06,-8.257126932686987e-05,,1.0,10618.png,1.0,19.0,0.0,duplicate_cut,,,,0.0,0.02983986849956512,0.03487070460275145
0.0,0.5,0.25670876085240724,0.14725523486134692,3.0,-3.0,0.8545135131990739,corridor,0.36208969024503007,0.7459830587661744,0.8014665764605748,0.9150802352237616,2.0,52.0,0.3076923076923077,0.6923076923076923,0.002440437993991851,0.0016038004583533993,0.0,0.0,0.00014458116023896572,-0.001664355062413303,0.00022034690176764293,0.0005597249357127687,-0.0003986843416724506,,0.0,10624.png,0.0,25.0,1.0,low_mean_prob,,,,0.0,0.20377323516591767,0.8496235360864733
0.0,0.2,0.25650649414785914,0.14712213913437572,3.0,-3.0,0.8546497422950285,prob_ridge,0.3617660656495608,0.7461907277233757,0.8016106855234728,0.9152048240805343,,54.0,0.2037037037037037,0.7962962962962963,0.0022381712894437578,0.0014707047313821942,0.0,0.0,0.0002808102561936421,-0.001987979657882555,0.0004280158589688998,0.0007038339986107367,-0.0002740954848997612,0.0,0.0,10624.png,0.0,25.0,1.0,recall_drop,54.0,0.9844556823041705,1.2222222222222223,1.0,0.9295017782115772,0.970615268236023
0.0,0.35,0.25636974126012246,0.14703217036701405,3.0,-3.0,0.8546336470122952,corridor,0.3622746185852982,0.7461661893445454,0.8014486113838166,0.915379248480016,2.0,36.0,0.1111111111111111,0.8888888888888888,0.002101418401707078,0.0013807359640205241,0.0,0.0,0.0002647149734602561,-0.001479426722145183,0.000403477480138581,0.0005417598589545491,-9.967108541808489e-05,,0.0,10624.png,0.0,25.0,1.0,low_mean_prob,,,,1.0,0.24155510248579246,0.9226002483466489
0.0,0.2,0.2563064619637656,0.1469905441367986,3.0,-3.0,0.8545862859403545,prob_ridge,0.3616273693943597,0.7460939880940287,0.8016328669038835,0.9150303996810525,,64.0,0.28125,0.71875,0.002038139105350223,0.0013391097338050773,0.0,0.0,0.0002173539015195569,-0.0021266759130836865,0.00033127622962192405,0.0007260153790213941,-0.00044851988438154855,0.0,0.0,10624.png,0.0,25.0,1.0,recall_drop,64.0,0.9830072154998779,1.2,0.0,0.9146246162084449,0.9688294420058984
0.0,0.2,0.2556806955147204,0.14657906660625283,3.0,-3.0,0.8543678027218797,prob_ridge,0.36282940360610266,0.7457609909635496,0.8011911514463982,0.9151051529951161,,35.0,0.42857142857142855,0.5714285714285714,0.0014123726563050054,0.0009276322032593098,0.0,0.0,-1.129316955172932e-06,-0.0009246417013407116,-1.7209008571494877e-06,0.00028429992153611305,-0.0003737665703179571,0.0,0.0,10624.png,0.0,25.0,1.0,recall_drop,35.0,0.9665438907487052,1.4285714285714286,0.0,0.9223101102616845,0.9464357810882823
0.0,0.25,0.25535281610047966,0.1463635848307919,3.0,-3.0,0.8545974738898839,corridor,0.36269070735090153,0.7461110434182202,0.801308615049073,0.915478919565434,2.0,23.0,0.0,1.0,0.0010844932420642772,0.0007121504277983748,0.0,0.0,0.00022854185104903557,-0.0010633379565418433,0.00034833155381341907,0.00040176352421095185,0.0,,0.0,10624.png,0.0,25.0,1.0,low_mean_prob,,,,1.0,0.2640780879308917,0.8909807374908245
0.0,0.5,0.25531283977463676,0.14633731799898023,3.0,-3.0,0.8546372327804788,corridor,0.3630605640314378,0.7461716560380194,0.8013785281158662,0.915478919565434,2.0,27.0,0.0,1.0,0.0010445169162213719,0.0006858835959867027,0.0,0.0,0.00026830074164385653,-0.0006934812760055475,0.00040894417361259094,0.00047167659100411097,0.0,,0.0,10624.png,0.0,25.0,1.0,low_mean_prob,,,,1.0,0.032893353424181634,0.05583543902353287
0.0,0.5,0.2552960347637154,0.14632627646326277,3.0,-3.0,0.8544249331317595,corridor,0.36324549237170595,0.7458480529500142,0.8010815997208774,0.915379248480016,1.0,15.0,0.26666666666666666,0.7333333333333333,0.0010277119052999883,0.0006748420602692429,0.0,0.0,5.600109292458466e-05,-0.0005085529357374274,8.534108560742659e-05,0.00017474819601537295,-9.967108541808489e-05,,0.0,10624.png,0.0,25.0,1.0,low_mean_prob,,,,0.0,0.3123919232862203,0.8347350032996649
0.0,0.2,0.25517411706594223,0.1462461782357604,3.0,-3.0,0.8542674981384959,prob_ridge,0.3625520110957004,0.745608156136396,0.8012439982540376,0.9148061397388617,,53.0,0.5094339622641509,0.49056603773584906,0.0009057942075268444,0.0005947438327668642,0.0,0.0,-0.00010143390033900967,-0.001202034211742975,-0.00015455572801081896,0.00033714672917550814,-0.0006727798265723228,0.0,0.0,10624.png,1.0,25.0,1.0,recall_drop,53.0,0.9585578216446771,1.1111111111111112,0.0,0.886245200157613,0.9469629078300161
0.0,0.35,0.25498913258249356,0.14612466738379665,3.0,-3.0,0.854395125184608,corridor,0.3633841886269071,0.7458026270377814,0.8010291969211313,0.915379248480016,1.0,12.0,0.3333333333333333,0.6666666666666666,0.0007208097240781752,0.00047323298080312326,0.0,0.0,2.6193145773123483e-05,-0.0003698566805362957,3.991517337464945e-05,0.00012234539626920782,-9.967108541808489e-05,,0.0,10624.png,0.0,25.0,1.0,low_mean_prob,,,,0.0,0.2860087355133489,0.8448588187091873
