background_connected_by_cut,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_gap_region_fp_rate,candidate_gt_instance_count,candidate_gt_instances_covered,candidate_gt_instances_multi_covered,candidate_iou,candidate_merged_pred_components,candidate_precision,candidate_pred_component_count_instance_match,candidate_rank,candidate_recall,component_area,component_bbox_h,component_bbox_w,component_fill,component_slenderness,cut_adjacent_bg_components_before,cut_anchor_area_frac,cut_area,cut_bbox_h,cut_bbox_w,cut_bg_channel_area_after,cut_bg_channel_border_contacts_after,cut_bg_channel_frac_after,cut_fill,cut_gt_fg_frac,cut_gt_gap_frac,cut_max_dist_in,cut_mean_dist_in,cut_mean_grad,cut_mean_image,cut_p90_grad,cut_slenderness,cut_std_image,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_gt_instance_count,delta_gt_instances_covered,delta_gt_instances_multi_covered,delta_iou,delta_merged_pred_components,delta_precision,delta_pred_component_count_instance_match,delta_recall,dist_percentile,image,local_bg_component_delta,local_bg_components_after,local_bg_components_before,pred_component_id,ring_bg_frac,ring_fg_frac,risk_label,run_id,safe_useful_label,split
1.0,0.322081253148903,0.19195283070371785,1.0,1.0,0.887431169697981,0.1942885855455992,27.0,27.0,0.0,0.7976415890215781,0.0,0.896764674886711,27.0,9.0,0.8782899490122412,5033.0,56.0,139.0,0.6465827338129496,2.482142857142857,1.0,0.00016858786588835268,8.0,2.0,4.0,1379.0,3.0,0.5303846153846153,1.0,1.0,0.0,2.0,1.426776695296637,0.056442223489284515,0.7661764621734619,0.06896986812353134,2.0,0.017748888581991196,-5.901896617327429e-05,-4.192711859415943e-05,0.0,0.0,-9.281461836174731e-05,0.0,0.0,0.0,0.0,-0.00014997844059916332,0.0,-1.740422314511214e-05,0.0,-0.0001651425386536287,8.0,10618.png,0.0,1.0,1.0,27.0,0.45,0.55,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47695610469099714,0.3131597888675624,1.0,1.0,0.9389222480313822,0.14652279196227538,26.0,26.0,0.0,0.8848760105368335,1.0,0.9337474120082816,27.0,1.0,0.9441547616740003,13046.0,126.0,154.0,0.6723356009070295,1.2222222222222223,1.0,0.0006513659527184949,34.0,17.0,6.0,930.0,2.0,0.26495726495726496,0.3333333333333333,0.029411764705882353,0.9705882352941176,2.23606797749979,1.5229197571872015,0.08385549485683441,0.7394464015960693,0.11906904727220535,2.8333333333333335,0.03187587857246399,0.002930130665023123,0.0025214909952219755,0.0,2.0,0.00028831507253379574,-0.001401928714049011,0.0,0.0,0.0,0.0005120176540127641,0.0,0.0005890534504824352,2.0,-1.938397720446794e-05,8.0,11945.png,0.0,1.0,1.0,19.0,0.4166666666666667,0.5833333333333334,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47616,0.3124737505249895,1.0,-1.0,0.9389053268695124,0.14665024002718893,26.0,26.0,0.0,0.8848459526231652,1.0,0.9336949854316823,25.0,2.0,0.9441741456512047,6307.0,63.0,151.0,0.6629874908020603,2.3968253968253967,1.0,0.0005747346641633779,30.0,7.0,15.0,1661.0,3.0,0.4793650793650794,0.2857142857142857,0.0,1.0,2.0,1.4023689270621824,0.09556134790182114,0.7615686058998108,0.13468417525291443,2.142857142857143,0.03818783536553383,0.0021340259740260104,0.001835452652649061,0.0,0.0,0.0002713939106639973,-0.001274480649135462,0.0,0.0,0.0,0.0004819597403444842,0.0,0.000536626873883117,0.0,0.0,8.0,11945.png,0.0,1.0,1.0,25.0,0.4519230769230769,0.5480769230769231,0.0,R244-F0-gtfree-merge-targeted-candidates,1.0,val
1.0,0.4717446964155084,0.30868186441692097,1.0,-1.0,0.9383270526325934,0.1479247206763244,26.0,26.0,0.0,0.883819310795599,1.0,0.9331199202576292,25.0,3.0,0.9435926263350715,13046.0,126.0,154.0,0.6723356009070295,1.2222222222222223,1.0,0.0005747346641633779,30.0,12.0,9.0,1907.0,4.0,0.5576023391812865,0.2777777777777778,1.0,0.0,2.23606797749979,1.49100387879945,0.09143621474504471,0.7639214992523193,0.11958354711532593,1.3333333333333333,0.03345077112317085,-0.002281277610465593,-0.0019564334554194596,0.0,0.0,-0.00030688032625503237,0.0,0.0,0.0,0.0,-0.0005446820872218039,0.0,-3.843830016991845e-05,0.0,-0.000581519316133261,8.0,11945.png,0.0,1.0,1.0,19.0,0.45,0.55,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47412216532553036,0.31072092047701805,1.0,-1.0,0.9386280196960791,0.14771230723480183,26.0,26.0,0.0,0.8843534944528172,1.0,0.9332413581666283,25.0,4.0,0.9440772257651825,6307.0,63.0,151.0,0.6629874908020603,2.3968253968253967,1.0,0.00019157822138779265,10.0,2.0,5.0,1387.0,3.0,0.5233962264150943,1.0,0.5,0.5,2.0,1.4414213562373095,0.07662563025951385,0.7400000095367432,0.09314439445734024,2.5,0.02461858093738556,9.619129955634742e-05,8.262260467761795e-05,0.0,0.0,-5.913262769330352e-06,-0.00021241344152256314,0.0,0.0,0.0,-1.0498430003558212e-05,0.0,8.299960882918178e-05,0.0,-9.691988602222867e-05,8.0,11945.png,0.0,1.0,1.0,25.0,0.45454545454545453,0.5454545454545454,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4742136064374543,0.3107994726117703,1.0,-1.0,0.9386472917891248,0.1476698245464973,26.0,26.0,0.0,0.8843877106333528,1.0,0.9332605196596919,25.0,5.0,0.944096609742387,6307.0,63.0,151.0,0.6629874908020603,2.3968253968253967,1.0,0.00019157822138779265,10.0,5.0,2.0,1984.0,4.0,0.7486792452830189,1.0,0.4,0.6,2.0,1.4414213562373095,0.08144238591194153,0.7576470971107483,0.10773038864135742,2.5,0.027994615957140923,0.00018763241148028742,0.00016117473942989236,0.0,0.0,1.3358830276311018e-05,-0.00025489612982709797,0.0,0.0,0.0,2.371775053200409e-05,0.0,0.00010216110189276151,0.0,-7.753590881776073e-05,8.0,11945.png,0.0,1.0,1.0,25.0,0.45454545454545453,0.5454545454545454,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47311631309436725,0.3098574679602348,1.0,-1.0,0.9384907442205583,0.1479247206763244,26.0,26.0,0.0,0.8841098079087839,1.0,0.9331404261842711,25.0,6.0,0.9439027699703425,4174.0,75.0,87.0,0.6396934865900383,1.16,1.0,0.00026820950994290967,14.0,4.0,7.0,1660.0,4.0,0.5804195804195804,0.5,1.0,0.0,2.0,1.3744743347942345,0.07237716764211655,0.7341736555099487,0.08720918744802475,1.75,0.02339731901884079,-0.0009096609316067705,-0.0007808299121056517,0.0,0.0,-0.00014318873829011203,0.0,0.0,0.0,0.0,-0.0002541849740368418,0.0,-1.7932373528095624e-05,0.0,-0.0002713756808622181,8.0,11945.png,0.0,1.0,1.0,20.0,0.43333333333333335,0.5666666666666667,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47325592027064095,0.3099772427835669,1.0,-1.0,0.9384293657906656,0.1479247206763244,26.0,26.0,0.0,0.8840008714913395,1.0,0.9331327379355284,25.0,7.0,0.9437864661071158,13046.0,126.0,154.0,0.6723356009070295,1.2222222222222223,1.0,0.0003831564427755853,20.0,8.0,8.0,847.0,3.0,0.2700892857142857,0.3125,1.0,0.0,2.23606797749979,1.4714776642118865,0.07788391411304474,0.7005882263183594,0.09380808472633362,1.0,0.028150059282779694,-0.0007700537553330666,-0.00066105508877351,0.0,0.0,-0.00020456716818284537,0.0,0.0,0.0,0.0,-0.0003631213914812026,0.0,-2.5620622270738913e-05,0.0,-0.0003876795440889147,8.0,11945.png,0.0,1.0,1.0,19.0,0.425,0.575,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47457937088514995,0.3111137753266994,1.0,-1.0,0.9386846543001687,0.14754237648158375,26.0,26.0,0.0,0.8844540485572645,1.0,0.9333154485877438,25.0,8.0,0.9441159937195914,6307.0,63.0,151.0,0.6629874908020603,2.3968253968253967,1.0,0.00022989386566535117,12.0,6.0,4.0,1671.0,4.0,0.5950854700854701,0.5,0.25,0.75,2.0,1.3535533905932737,0.061331186443567276,0.6264706254005432,0.07198794186115265,1.5,0.018541250377893448,0.0005533968591759364,0.0004754774543589968,0.0,0.0,5.0721341320225655e-05,-0.00038234419474064696,0.0,0.0,0.0,9.00556744437564e-05,0.0,0.00015709002994468424,0.0,-5.8151931613292795e-05,8.0,11945.png,0.0,1.0,1.0,25.0,0.42857142857142855,0.5714285714285714,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.47457937088514995,0.3111137753266994,1.0,-1.0,0.938706289326357,0.14758485916988828,26.0,26.0,0.0,0.8844924641365535,1.0,0.93330139873539,25.0,9.0,0.9441741456512047,13046.0,126.0,154.0,0.6723356009070295,1.2222222222222223,1.0,0.0001532625771102341,8.0,4.0,2.0,1390.0,4.0,0.5346153846153846,1.0,0.0,1.0,2.0,1.426776695296637,0.05945556238293648,0.7299019694328308,0.06668438762426376,2.0,0.019748270511627197,0.0005533968591759364,0.0004754774543589968,0.0,0.0,7.235636750857477e-05,-0.0003398615064361121,0.0,0.0,0.0,0.0001284712537327204,0.0,0.0001430401775908141,0.0,0.0,8.0,11945.png,0.0,1.0,1.0,19.0,0.4,0.6,0.0,R244-F0-gtfree-merge-targeted-candidates,1.0,val
1.0,0.47385262388005117,0.3104894267058048,1.0,-1.0,0.9385521155532429,0.1479247206763244,26.0,26.0,0.0,0.8842187443262283,1.0,0.9331481126652615,25.0,10.0,0.9440190738335692,4174.0,75.0,87.0,0.6396934865900383,1.16,1.0,0.0001532625771102341,8.0,4.0,2.0,1123.0,3.0,0.4319230769230769,1.0,1.0,0.0,2.0,1.5,0.08228213340044022,0.823039174079895,0.112192302942276,2.0,0.01885184645652771,-0.00017335014592284592,-0.0001488711665356135,0.0,0.0,-8.181740560553319e-05,0.0,0.0,0.0,0.0,-0.00014524855659248104,0.0,-1.0245892537619206e-05,0.0,-0.00015507181763552147,8.0,11945.png,0.0,1.0,1.0,20.0,0.35,0.65,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4731477672654143,0.3098844518948692,1.0,-1.0,0.9384805149751378,0.1479247206763244,26.0,26.0,0.0,0.8840916518392099,1.0,0.9331391449322576,25.0,11.0,0.943883385993138,13046.0,126.0,154.0,0.6723356009070295,1.2222222222222223,1.0,0.00028736733208168893,15.0,7.0,7.0,1019.0,4.0,0.3368595041322314,0.30612244897959184,1.0,0.0,2.23606797749979,1.4795656871158627,0.08907478302717209,0.7320261597633362,0.1158330962061882,1.0,0.028662942349910736,-0.0008782067605597188,-0.0007538459774712458,0.0,0.0,-0.000153417983710602,0.0,0.0,0.0,0.0,-0.00027234104361084643,0.0,-1.9213625541580903e-05,0.0,-0.000290759658066686,8.0,11945.png,0.0,1.0,1.0,19.0,0.4166666666666667,0.5833333333333334,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4608250837228131,0.2993974751338944,0.0,0.0,0.9493805523659878,0.11912236763201524,27.0,27.0,0.0,0.9036388527777458,1.0,0.958732057416268,24.0,1.0,0.9402097148739557,4176.0,66.0,77.0,0.8217237308146399,1.1666666666666667,1.0,0.00043921721731491877,36.0,18.0,2.0,1872.0,4.0,0.5672727272727273,1.0,0.9722222222222222,0.027777777777777776,2.0,1.5,0.10267578810453415,0.39095860719680786,0.13237182796001434,9.0,0.031573690474033356,-0.0019026909872917885,-0.001608271992542376,0.0,0.0,-0.00021644109648477627,-3.5274612861124766e-05,0.0,0.0,0.0,-0.00039225485650939973,0.0,-5.925112647187092e-06,0.0,-0.0004189509468290886,8.0,12498.png,0.0,1.0,1.0,13.0,0.4583333333333333,0.5416666666666666,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4662522529149961,0.3039953954626121,2.0,2.0,0.949855503561021,0.11647677166743095,27.0,27.0,0.0,0.9044998157700811,1.0,0.9596139750794038,26.0,2.0,0.9402935050633214,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.0012688497389097653,104.0,41.0,16.0,3589.0,4.0,0.6300912921348315,0.15853658536585366,0.2692307692307692,0.7307692307692307,2.8284271247461903,1.6729533140629633,0.06559082120656967,0.4529412090778351,0.08476294577121735,2.5625,0.030954990535974503,0.0035244782048912127,0.0029896483361753212,2.0,2.0,0.00025851009854838125,-0.002680870577445413,0.0,0.0,0.0,0.00046870813582589044,0.0,0.0008759925504886468,2.0,-0.0003351607574633153,8.0,12498.png,0.0,1.0,1.0,19.0,0.48770491803278687,0.5122950819672131,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4623644052215481,0.30069829730246794,1.0,1.0,0.9494735824197077,0.1186285230519595,27.0,27.0,0.0,0.9038074307609109,1.0,0.958896918794863,25.0,3.0,0.9402336549280601,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.0005856229564198917,48.0,4.0,21.0,1800.0,3.0,0.5016722408026756,0.5714285714285714,0.6875,0.3125,3.0,1.8002961158827728,0.0732661634683609,0.5945261716842651,0.11049673706293106,5.25,0.032106801867485046,-0.0003633694885568084,-0.0003074498239688528,1.0,1.0,-0.00012341104276492043,-0.0005291191929168576,0.0,0.0,0.0,-0.00022367687334434727,0.0,0.00015893626594787325,1.0,-0.0003950108927246454,8.0,12498.png,0.0,1.0,1.0,19.0,0.42276422764227645,0.5772357723577236,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4640965273690406,0.30216516574056335,0.0,0.0,0.9498005560256255,0.11771138311757029,27.0,27.0,0.0,0.9044001703440259,1.0,0.9592153128738494,24.0,4.0,0.9405688156855234,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.0005612219999023962,46.0,5.0,19.0,1719.0,3.0,0.4840889890171783,0.4842105263157895,0.10869565217391304,0.8913043478260869,3.0,1.745664414777082,0.06572077423334122,0.7034100294113159,0.08658801019191742,3.8,0.027890268713235855,0.0013687526589357124,0.0011594186141265506,0.0,0.0,0.00020356256315290366,-0.0014462591273060738,0.0,0.0,0.0,0.00036906270977066225,0.0,0.00047733034493424586,0.0,-5.9850135261330095e-05,8.0,12498.png,0.0,1.0,1.0,19.0,0.4224137931034483,0.5775862068965517,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.46164595131278957,0.3000908352058135,1.0,1.0,0.9493240180584179,0.11915764224487636,27.0,27.0,0.0,0.9035364226220607,1.0,0.9587163242636199,25.0,5.0,0.9401139546575376,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.000524620565126153,43.0,16.0,4.0,987.0,3.0,0.2965745192307692,0.671875,1.0,0.0,3.0,2.0455213332380966,0.07559794932603836,0.542818009853363,0.10570907592773438,4.0,0.038032617419958115,-0.001081823397315329,-0.000914911920623318,1.0,1.0,-0.00027297540405468723,0.0,0.0,0.0,0.0,-0.0004946850121945179,0.0,-2.1658265295321222e-05,1.0,-0.0005147111632471946,8.0,12498.png,0.0,1.0,1.0,19.0,0.3917525773195876,0.6082474226804123,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4606720895137841,0.29926832767442973,0.0,0.0,0.9493875133707614,0.11915764224487636,27.0,27.0,0.0,0.9036514656481525,1.0,0.9587213630982168,24.0,6.0,0.9402336549280601,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.0004026157825386755,33.0,16.0,4.0,1045.0,3.0,0.31400240384615385,0.515625,1.0,0.0,2.23606797749979,1.4690517777157297,0.06694383174180984,0.5603090524673462,0.08632383495569229,4.0,0.025810547173023224,-0.0020556851963208223,-0.0017374194520070607,0.0,0.0,-0.00020948009171117832,0.0,0.0,0.0,0.0,-0.00037964198610274114,0.0,-1.661943069841687e-05,0.0,-0.0003950108927246454,8.0,12498.png,0.0,1.0,1.0,19.0,0.4791666666666667,0.5208333333333334,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4595797917356588,0.29834702847315114,1.0,1.0,0.9492662930111915,0.1180288546333204,27.0,27.0,0.0,0.9034318464300511,1.0,0.959071972242245,25.0,7.0,0.9396590936295516,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.001378654043238495,113.0,33.0,37.0,1830.0,4.0,0.2657952069716776,0.09254709254709255,0.7168141592920354,0.2831858407079646,3.0,1.6158642427193897,0.08448886126279831,0.5379490256309509,0.11342374980449677,1.121212121212121,0.04197877272963524,-0.003147982974446073,-0.002658718653285652,1.0,1.0,-0.00033070045128114067,-0.0011287876115559647,0.0,0.0,0.0,-0.0005992612042040601,0.0,0.00033398971332987415,1.0,-0.0009695721912331701,8.0,12498.png,0.0,1.0,1.0,19.0,0.4864864864864865,0.5135135135135135,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
1.0,0.4633931196706851,0.3015690776884807,0.0,0.0,0.9494917753417372,0.11894599456770961,27.0,27.0,0.0,0.9038404012977749,1.0,0.958797109939465,24.0,8.0,0.940365325225635,30585.0,252.0,260.0,0.4668040293040293,1.0317460317460319,1.0,0.0003416133912449368,28.0,3.0,13.0,1448.0,3.0,0.4654451944712311,0.717948717948718,0.7857142857142857,0.21428571428571427,3.0,2.3214285714285716,0.0649510994553566,0.7212885618209839,0.09250592440366745,4.333333333333333,0.02708699367940426,0.0006653449605801831,0.0005633305620438844,0.0,0.0,-0.00010521812073538417,-0.0002116476771667486,0.0,0.0,0.0,-0.00019070633648032853,0.0,5.9127410549808523e-05,0.0,-0.0002633405951497636,8.0,12498.png,0.0,1.0,1.0,19.0,0.2716049382716049,0.7283950617283951,1.0,R244-F0-gtfree-merge-targeted-candidates,0.0,val
