dataset,split,protocol,backbone,route,prior_alpha,selected,hard_gate_pass,seed_count,uncertainty_unit,source_json,n_cases,dice_mean,dice_sd,iou_mean,iou_sd,precision_mean,precision_sd,recall_mean,recall_sd,boundary_iou_mean,boundary_iou_sd,boundary_f1_mean,boundary_f1_sd,surface_dice_2px_mean,surface_dice_2px_sd,surface_dice_5px_mean,surface_dice_5px_sd,gap_region_fp_rate_mean,gap_region_fp_rate_sd,component_merge_rate_mean,component_merge_rate_sd,hd95_px_mean,hd95_px_sd,assd_px_mean,assd_px_sd,component_count_mae_mean,component_count_mae_sd,delta_dice,delta_iou,delta_precision,delta_recall,delta_boundary_iou,delta_boundary_f1,delta_surface_dice_2px,delta_surface_dice_5px,delta_gap_region_fp_rate,delta_component_merge_rate,delta_hd95_px,delta_assd_px,delta_component_count_mae
TSRS_RSNA-Epiphysis,original-val,R201,nnU-Net v2 2D,continuous,0.02,False,True,1,case-wise SD,outputs/analysis/r316c_continuous_alpha020_original_val_r201.json,96,90.36434743536354,5.040550381333311,82.76765116209842,7.607862332245341,90.64447735599785,6.555415139468486,90.61392231093357,6.161053177861799,24.5532263455979,8.379580101527695,38.712196328705545,10.750450516408176,66.86314520875251,15.255689649288486,91.2818552687933,8.898844280271588,18.997200333455485,9.34986867208189,55.208333333333336,49.989033885162556,13.984424262891897,57.97737702998764,4.076146883482181,15.629371349892134,1.8958333333333333,2.429984477605466,0.08849357605168962,0.1480802650723234,-0.4849126003538373,0.650726628772631,0.08904598572740952,0.11840060441999611,0.13503144999086203,0.060726023265956997,1.4771985695543037,5.208333333333336,-1.8796593865429916,-0.24424765799642412,-0.01041666666666674
TSRS_RSNA-Epiphysis,original-val,R201,nnU-Net v2 2D,continuous,0.035,True,True,1,case-wise SD,outputs/analysis/r316c_continuous_alpha035_original_val_r201.json,96,90.33083652689115,5.061118232479121,82.7140523813083,7.626369600060262,90.85335575637906,6.549729534896725,90.34494950376225,6.21427990454599,24.539785490292545,8.374898308454199,38.69499823236624,10.752972827344783,66.85199826780168,15.258188543410592,91.32406856194014,8.865994497402259,18.428911669534095,9.18450784316111,52.083333333333336,50.2188194262012,13.944442437662952,57.97108005648332,4.067454572651908,15.54097354431629,1.8958333333333333,2.464395587975901,0.05498266757929571,0.09448148428221259,-0.2760341999726279,0.38175382160130766,0.07560513042205486,0.10120250808068931,0.12388450904002468,0.10293931641280096,0.908909905632914,2.0833333333333357,-1.9196412117719373,-0.25293996882669756,-0.01041666666666674
TSRS_RSNA-Epiphysis,original-val,R201,nnU-Net v2 2D,gated,0.02,False,False,1,case-wise SD,outputs/analysis/r316c_gated_alpha020_original_val_r201.json,96,90.31336427063611,5.045168059858004,82.6828113226845,7.603553038312477,90.74113911902359,6.56044179410413,90.41563840741222,6.163665474594842,24.505215176915936,8.393013839831772,38.64810867458501,10.761667470379981,66.7708319169614,15.253907217385349,91.27684136025272,8.78902284475427,18.677089261219038,9.245231214742926,52.083333333333336,50.2188194262012,14.001457581459936,57.87175839404444,4.149609863013212,15.402838669228734,1.8333333333333333,2.4906843982989546,0.037510411324262805,0.06324042565840671,-0.3882508373281013,0.4524427252512737,0.041034817045446204,0.054312950299461704,0.042718158199747336,0.05571211472538096,1.1570874973178569,2.0833333333333357,-1.8626260679749524,-0.17078467846539347,-0.07291666666666674
TSRS_RSNA-Epiphysis,original-val,R201,nnU-Net v2 2D,gated,0.035,False,False,1,case-wise SD,outputs/analysis/r316c_gated_alpha035_original_val_r201.json,96,90.20848021324791,5.012250919208491,82.50300161469569,7.5360170927954675,90.97637043560276,6.544500495691816,89.97312522726281,6.1252209699787,24.39078330833723,8.363339878019078,38.50373578328942,10.73824398214609,66.53843247406583,15.281207306332654,91.19788291173417,8.854064548218595,17.940243441946343,8.9433278096195,48.95833333333333,50.25156015732859,13.960669772907883,57.868259499948486,4.091560886916839,15.278642448262278,1.7604166666666667,2.369742565039798,-0.0673736460639418,-0.11656928233040276,-0.1530195207489271,0.009929545101869053,-0.07339705153325937,-0.09005994099612735,-0.18968128469582268,-0.02324633379316765,0.4202416780451621,-1.0416666666666714,-1.903413876527006,-0.2288336545617664,-0.14583333333333326
