background_connected_by_cut,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_recall,image,label_risk,label_safe,overerosion_proxy,prob_safe,safe_nonmerge_gain
1.0,0.0016787556620086463,0.001422297507440884,0.0,0.0001606782521964556,-0.0009876891601114657,0.0002913007619885777,0.0,12498.png,0,1,0.0,0.9074618220329285,1.0
1.0,0.0025765475480544753,0.00218421359777049,0.0,0.00022955700711024818,-0.001410984514444949,0.00041620142149734196,0.0,12498.png,0,1,0.0,0.8805500864982605,1.0
0.0,0.00034326076423735197,0.00030374364036750423,0.0,2.7478241793055247e-05,-0.00010320449971618073,4.68167848127754e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00034326076423735197,0.00030374364036750423,0.0,2.7478241793055247e-05,-0.00010320449971618073,4.68167848127754e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.0004290514674553658,0.0003796795504594219,0.0,4.1217980557672895e-05,-0.0001548067495742711,7.022712052318081e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00034326076423735197,0.00030374364036750423,0.0,2.7478241793055247e-05,-0.00010320449971618073,4.68167848127754e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00048577076984313017,0.0004298882565625384,0.0,5.495813125899751e-05,-0.00020640899943236146,9.363875191292781e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00022834960324252807,0.0002020459234570171,0.0,6.869869391568084e-05,-0.0002580112492904796,0.00011705167908981906,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00034326076423735197,0.00030374364036750423,0.0,2.7478241793055247e-05,-0.00010320449971618073,4.68167848127754e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00048577076984313017,0.0004298882565625384,0.0,5.495813125899751e-05,-0.00020640899943236146,9.363875191292781e-05,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,0.00022834960324252807,0.0002020459234570171,0.0,6.869869391568084e-05,-0.0002580112492904796,0.00011705167908981906,0.0,12627.png,0,1,0.0,1.0,1.0
0.0,6.174677086567826e-05,4.68296337922669e-05,0.0,1.2201840010606091e-05,-7.31769785225489e-05,2.114669864805574e-05,0.0,12827.png,0,1,0.0,0.9999998807907104,1.0
0.0,6.174677086567826e-05,4.68296337922669e-05,0.0,1.8302880637532937e-05,-0.00010976546778382335,3.172043717036832e-05,0.0,12827.png,0,1,0.0,0.9999998807907104,1.0
0.0,3.3146537194939096e-05,2.5138364946358793e-05,0.0,2.4404001680911058e-05,-0.0001463539570450978,4.229443517089759e-05,0.0,12827.png,0,1,0.0,0.9999997615814209,1.0
1.0,0.00020404396397666336,0.0001547634210184723,0.0,2.4404001680911058e-05,-0.0001463539570450978,4.229443517089759e-05,0.0,12827.png,0,1,0.0,0.9999606609344482,1.0
1.0,0.00017543943530118344,0.00013306509220872842,0.0,4.880929005157686e-05,-0.00029270791409022334,8.459302214658404e-05,0.0,12827.png,0,1,0.0,0.999946117401123,1.0
1.0,-9.745658901272325e-06,-7.3909216496137464e-06,0.0,6.10124167773618e-05,-0.00036588489261277224,0.00010574387275230634,0.0,12827.png,0,1,0.0,0.9999287128448486,1.0
1.0,0.0003891976410228537,0.00029523258803632046,0.0,3.050520314240579e-05,-0.00018294244630637224,5.2868692659302496e-05,0.0,12827.png,0,1,0.0,0.999947190284729,1.0
1.0,0.0003605822996163299,0.00027352110606704283,0.0,5.491081320141422e-05,-0.0003292964033514978,9.516831768163758e-05,0.0,12827.png,0,1,0.0,0.9999275207519531,1.0
1.0,6.62855138796048e-05,5.0272021892922014e-05,0.0,7.931771007740895e-05,-0.0004756503603965956,0.00013747209527303905,0.0,12827.png,0,1,0.0,0.9999041557312012,1.0
0.0,-1.4826533311917967e-05,-1.1066807043352833e-05,0.0,3.661237217256197e-05,-0.00018748359518541702,6.237002480291576e-05,0.0,13436.png,0,1,0.0,0.9899402260780334,1.0
0.0,0.00035644068057488765,0.00026611447465171856,0.0,5.8581199672391726e-05,-0.00029997375229667833,9.979645519653246e-05,0.0,13436.png,0,1,0.0,0.985765278339386,1.0
0.0,0.0004380799980701622,0.0003270817580067753,0.0,8.055108041216119e-05,-0.00041246390940793964,0.00013722619776124212,0.0,13436.png,0,1,0.0,0.9811215400695801,1.0
0.0,0.0009781934086862676,0.0008214703027164538,0.0,3.7520662061751864e-05,-0.0001718213058419238,6.490360998034905e-05,0.0,13480.png,0,1,0.0,0.9995554089546204,1.0
0.0,0.002246069077131596,0.0018877622972423569,0.0,9.380736455555372e-05,-0.00042955326460480947,0.00016227739597673985,0.0,13480.png,0,1,0.0,1.0,1.0
0.0,0.0028280600539586365,0.002377808239049428,0.0,0.0001313356396926979,-0.0006013745704467333,0.0002272055038941012,0.0,13480.png,0,1,0.0,1.0,1.0
1.0,0.00031659896607960647,0.0002657604948305692,0.0,0.0001125711214123859,-0.0005154639175257714,0.00019474022469179175,0.0,13480.png,0,1,0.0,0.9856196641921997,1.0
1.0,0.0007459714861485778,0.000626359971441337,0.0,0.00015010091944278603,-0.0006872852233676952,0.00025967323386100194,0.0,13480.png,0,1,0.0,0.9811222553253174,1.0
1.0,0.001620385246860423,0.0013613388407988092,0.0,0.00023455410274919597,-0.0010738831615120237,0.0004058083543664326,0.0,13480.png,0,1,0.0,0.9730937480926514,1.0
1.0,0.0004892816792230748,0.0004107603158693962,0.0,0.0001313356396926979,-0.0006013745704467333,0.0002272055038941012,0.0,13480.png,0,1,0.0,0.9843496680259705,1.0
1.0,0.0008539741450507288,0.0007170953238341271,0.0,0.00016886696070894658,-0.000773195876288657,0.0002921434148700497,0.0,13480.png,0,1,0.0,0.9759142994880676,1.0
1.0,0.0021142880741567005,0.001776851908584065,0.0,0.00030963654821059006,-0.0014175257731958713,0.0005357479274299415,0.0,13480.png,0,1,0.0,0.9709519147872925,1.0
0.0,0.0005486240423773214,0.00036958817317844783,0.0,2.745797058212318e-05,-0.00012775743122395156,4.261982039321932e-05,0.0,13867.png,0,1,0.0,1.0,1.0
0.0,0.0003135422318800152,0.00021119324181625987,0.0,5.4917684712108006e-05,-0.0002555148624478476,8.524440925972154e-05,0.0,13867.png,0,1,0.0,1.0,1.0
0.0,0.0006269703913667213,0.00042238648363251974,0.0,3.6611014889720295e-05,-0.0001703432416318984,5.682748681212768e-05,0.0,13867.png,0,1,0.0,1.0,1.0
1.0,0.00028834488342305287,0.00019421817526230067,0.0,6.407131023911106e-05,-0.00029810067285579445,9.945366534769295e-05,0.0,13867.png,0,1,0.0,1.0,1.0
1.0,0.00035410668678714785,0.00023852193494838803,0.0,0.00010984234427935391,-0.0005110297248956952,0.00017050789561456892,0.0,13867.png,0,1,0.0,1.0,1.0
1.0,0.0006269703913667213,0.00042238648363251974,0.0,3.6611014889720295e-05,-0.0001703432416318984,5.682748681212768e-05,0.0,13867.png,0,1,0.0,0.9999945163726807,1.0
1.0,0.0003135422318800152,0.00021119324181625987,0.0,8.237914255571077e-05,-0.00038327229367174365,0.0001278737674000885,0.0,13867.png,0,1,0.0,1.0,1.0
1.0,0.0003639506846822571,0.00024515413225406624,0.0,0.00013730729004890474,-0.0006387871561195912,0.0002131467947039667,0.0,13867.png,0,1,0.0,0.9999897480010986,1.0
1.0,0.001162563252785631,0.0007834560127717161,0.0,0.00019224241439064205,-0.0008943020185674389,0.0002984389087109518,0.0,13867.png,0,1,0.0,0.9999997615814209,1.0
0.0,0.0006800823668458578,0.00045818185386012344,0.0,2.745797058212318e-05,-0.00012775743122395156,4.261982039321932e-05,0.0,13867.png,0,1,0.0,0.9999958276748657,1.0
0.0,0.0009024185024347764,0.0006080515765046479,0.0,4.576425293101316e-05,-0.00021292905203984525,7.103568309108077e-05,0.0,13867.png,0,1,0.0,0.9999943971633911,1.0
0.0,0.0010590149269704696,0.0007136314740921468,0.0,6.407131023911106e-05,-0.00029810067285579445,9.945366534769295e-05,0.0,13867.png,0,1,0.0,0.9999924898147583,1.0
1.0,0.00038205803380986225,0.00025735379560690164,0.0,6.407131023911106e-05,-0.00029810067285579445,9.945366534769295e-05,0.0,13867.png,0,1,0.0,0.999971866607666,1.0
1.0,-3.775839356301436e-05,-2.542780902034525e-05,0.0,3.6611014889720295e-05,-0.0001703432416318984,5.682748681212768e-05,0.0,13867.png,0,1,0.0,0.9939767122268677,1.0
1.0,0.0006701283339743958,0.0004514730614376683,0.0,0.00010984234427935391,-0.0005110297248956952,0.00017050789561456892,0.0,13867.png,0,1,0.0,0.9962344765663147,1.0
1.0,4.348724134567439e-05,2.9287194109578474e-05,0.0,9.153334935763091e-05,-0.000425858104079746,0.00014208461342379852,0.0,13867.png,0,1,0.0,0.998318076133728,1.0
1.0,-9.71158598556121e-06,-6.540224554596463e-06,0.0,7.322512951835058e-05,-0.0003406864832637968,0.00011366345138463796,0.0,13867.png,0,1,0.0,0.9962028861045837,1.0
1.0,0.0005792192430653098,0.00039020598306552245,-1.0,0.0001464626595666374,-0.0006813729665275381,0.00022736082139995784,0.0,13867.png,0,1,0.0,0.9973093271255493,1.0
1.0,0.0006935369104190681,0.0004388274530454511,0.0,3.5803699599878946e-05,-0.00013928546556167543,5.054423720618484e-05,0.0,1399.png,0,1,0.0,0.9394034743309021,1.0
1.0,0.0006935369104190681,0.0004388274530454511,0.0,3.5803699599878946e-05,-0.00013928546556167543,5.054423720618484e-05,0.0,1399.png,0,1,0.0,0.9047503471374512,1.0
1.0,0.0006935369104190681,0.0004388274530454511,0.0,3.5803699599878946e-05,-0.00013928546556167543,5.054423720618484e-05,0.0,1399.png,0,1,0.0,0.8533735275268555,1.0
1.0,0.0005722176560261638,0.00036203938928776325,0.0,3.5803699599878946e-05,-0.00013928546556167543,5.054423720618484e-05,0.0,1399.png,0,1,0.0,0.9148455858230591,1.0
1.0,0.0005722176560261638,0.00036203938928776325,0.0,3.5803699599878946e-05,-0.00013928546556167543,5.054423720618484e-05,0.0,1399.png,0,1,0.0,0.8681201934814453,1.0
1.0,0.0008669096304905199,0.0005485805411087757,0.0,7.16105656373145e-05,-0.000278570931123337,0.00010109598581642398,0.0,1399.png,0,1,0.0,0.8150317072868347,1.0
1.0,0.0005722176560261638,0.00036203938928776325,0.0,3.5803699599878946e-05,-0.00013928546556167543,5.054423720618484e-05,0.0,1399.png,0,1,0.0,0.8519505262374878,1.0
1.0,0.0007282482380202293,0.0004607996422323485,0.0,5.3706736787617615e-05,-0.0002089281983425062,7.581917248111747e-05,0.0,1399.png,0,1,0.0,0.7903928756713867,1.0
1.0,0.0008669096304905199,0.0005485805411087757,0.0,7.16105656373145e-05,-0.000278570931123337,0.00010109598581642398,0.0,1399.png,0,1,0.0,0.7023965120315552,1.0
0.0,0.0007854963715039354,0.0006581301957258034,0.0,2.0670624487739708e-05,-0.00011786429890386918,3.681749913142518e-05,0.0,14041.png,0,1,0.0,0.995464026927948,1.0
0.0,0.0008487484966750447,0.0007111552765890483,0.0,2.7561034601109036e-05,-0.00015715239853847374,4.909067776204257e-05,0.0,14041.png,0,1,0.0,0.9944053888320923,1.0
0.0,0.0011017052023012952,0.0009232556000420278,0.0,4.1342157767410015e-05,-0.0002357285978077106,7.36380534879233e-05,0.0,14041.png,0,1,0.0,0.9930260181427002,1.0
1.0,0.0006623193704178854,0.0005548817725980482,0.0,8.957926994745957e-05,-0.0005107452952500535,0.0001595645638871046,0.0,14041.png,0,1,0.0,0.5853008031845093,1.0
1.0,0.0015025485204120947,0.0012594989127918677,0.0,0.00014471345814282,-0.0008250500923270288,0.0002577866669598583,0.0,14041.png,0,1,0.0,0.40587717294692993,1.0
1.0,0.002260166829660404,0.001895496368802041,0.0,0.0001929611761595229,-0.0011000667897693717,0.00034374884236487713,0.0,14041.png,0,1,0.0,0.2578493058681488,1.0
1.0,0.0014364523265599782,0.0012040427765721007,0.0,0.00015849801531575558,-0.0009036262915962656,0.0002823455896771021,0.0,14041.png,0,1,0.0,0.5268777012825012,1.0
1.0,0.0023933987739500617,0.002007405093971959,0.0,0.0002687890212575983,-0.0015322358857501883,0.0004788659050798394,0.0,14041.png,0,1,0.0,0.9962345957756042,1.0
1.0,0.003266185309016345,0.0027409840114742123,0.0,0.0003791058977495876,-0.0021608454799041388,0.0006754732545991571,0.0,14041.png,0,1,0.0,0.9941661357879639,1.0
0.0,0.00019222429170323574,0.00011394988813040463,0.0,0.0001238637221520067,-0.0004574983987555986,0.00013356880966813867,0.0,1418.png,0,1,0.0,0.9998832941055298,1.0
0.0,0.0001676545068927393,9.938367612238874e-05,0.0,9.90871307234853e-05,-0.0003659987190044803,0.00010684895530921334,0.0,1418.png,0,1,0.0,0.99172443151474,1.0
0.0,0.00033466333509724056,0.00019840264150670917,0.0,0.00019820504101686343,-0.0007319974380089606,0.00021374665835960371,0.0,1418.png,0,1,0.0,0.9993160963058472,1.0
1.0,4.452446796651688e-05,2.6391826643143435e-05,0.0,0.00019820504101686343,-0.0007319974380089606,0.00021374665835960371,0.0,1418.png,0,1,0.0,0.02117455005645752,1.0
1.0,0.0006105067726183411,0.00036198871813919453,0.0,0.0005205509942957098,-0.0019214932747735336,0.0005615012608509162,0.0,1418.png,0,1,0.0,0.0002338645135750994,1.0
1.0,0.0018384331051663205,0.0010907943789680158,0.0,0.000694256788381975,-0.0025619910330313828,0.0007489675586738742,0.0,1418.png,0,1,0.0,7.81123890192248e-06,1.0
0.0,0.0005346201200605583,0.0003669349464736904,0.0,1.5864650726782337e-05,-0.00012466884837147862,2.728722357769886e-05,0.0,1452.png,0,1,0.0,1.0,1.0
0.0,0.0005346201200605583,0.0003669349464736904,0.0,1.5864650726782337e-05,-0.00012466884837147862,2.728722357769886e-05,0.0,1452.png,0,1,0.0,1.0,1.0
0.0,0.000999658359369493,0.0006862995676486239,0.0,3.172984762067621e-05,-0.00024933769674301276,5.45761895370811e-05,0.0,1452.png,0,1,0.0,1.0,1.0
0.0,0.00046643699217807644,0.00032012486870838797,0.0,5.5528667086246486e-05,-0.0004363409693002862,9.551290580733784e-05,0.0,1452.png,0,1,0.0,1.0,1.0
0.0,0.0008858295658566995,0.0006081116500222805,0.0,8.726233822164975e-05,-0.000685678666043299,0.0001501012940616775,0.0,1452.png,0,1,0.0,1.0,1.0
0.0,0.0015151077406030944,0.0010404874684626364,0.0,0.00012693250007111967,-0.0009973507869721066,0.00021834658465924583,0.0,1452.png,0,1,0.0,1.0,1.0
1.0,8.127134933072488e-05,5.576553917560623e-05,0.0,9.122920075421703e-05,-0.0007168458781361964,0.00015692533282218868,0.0,1452.png,0,1,0.0,1.0,1.0
1.0,0.0006663094286664673,0.00045735480411762675,0.0,0.00015470364513248125,-0.001215521271622222,0.0002661247717505866,0.0,1452.png,0,1,0.0,1.0,1.0
1.0,0.0015839558095326889,0.0010878122050326233,0.0,0.0002300909031422993,-0.0018076983013869397,0.0003958353455801866,0.0,1452.png,0,1,0.0,1.0,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.3699483871459961,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.2645822763442993,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.18062244355678558,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.2392592430114746,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.16156986355781555,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.10560491681098938,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.144173264503479,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.09356183558702469,1.0
1.0,0.0002498526180713667,0.00020552872263901456,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.059482429176568985,1.0
1.0,0.00020505489344535555,0.0001686732753428677,0.0,1.3805277080725098e-05,-7.540340823405933e-05,2.455576319904118e-05,0.0,15040.png,0,1,0.0,0.9715035557746887,1.0
