accepted,accepted_images,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,precision_useful,risk,risk_rate,risk_threshold,useful,useful_threshold
12,12,-0.0004676698805469656,-0.000403339184602277,-0.00021262399519431097,-0.0003573736177018792,-0.0003560787520791031,-0.0004998812898455626,0.16666666666666666,9,0.75,0.4,2,0.15
13,13,-0.0008011075330391424,-0.0006272736720420372,-0.00026929493189545083,-0.0003086723443099152,-0.00045609228736963857,-0.0005877732116219814,0.15384615384615385,11,0.8461538461538461,0.45,2,0.15
14,14,-0.0007750748321184878,-0.000601529220575126,-0.00029083640848171736,-0.0003026572692089962,-0.0004909355406057843,-0.000622398490557793,0.14285714285714285,12,0.8571428571428571,0.5,2,0.15
18,18,-0.0007085284966683344,-0.000562872743942426,-0.00024960857882420456,-0.00035572135808728956,-0.00042442131891297824,-0.0005655331965622734,0.1111111111111111,15,0.8333333333333334,0.55,2,0.15
24,24,-0.0007218765677762216,-0.0005426024775949297,-0.00026967876919789524,-0.0003992202028911306,-0.00045943305652522415,-0.0006235308816037732,0.16666666666666666,19,0.7916666666666666,0.6,4,0.15
30,30,-0.000643335734975034,-0.0004932895519457164,-0.00022359137381338471,-0.00048151074811968105,-0.0003812356444152935,-0.0005634468749606455,0.16666666666666666,24,0.8,0.65,5,0.15
31,31,-0.000626000424126716,-0.00047964211399871066,-0.00018949400398720278,-0.0004802667970075227,-0.0003322666013582933,-0.0005452711693167537,0.16129032258064516,25,0.8064516129032258,0.7,5,0.15
37,37,-0.00028151484023374365,-0.0002148112451473388,-0.0001268622962142537,-0.0005254291802638453,-0.00022111739231058832,-0.00046788776288399036,0.24324324324324326,27,0.7297297297297297,0.75,9,0.15
39,39,-0.00019384367225685684,-0.00015642720574018373,-0.00012798149281927464,-0.0005888073137048885,-0.00022127162242615488,-0.0004684493522054148,0.23076923076923078,28,0.717948717948718,0.8,9,0.15
0,0,,,,,,,0.0,0,0.0,0.1,0,0.2
0,0,,,,,,,0.0,0,0.0,0.15,0,0.2
1,1,-0.0006601411268010171,-0.0005427152268556723,-0.0003932029824582628,-0.00015080681646811867,-0.0006991308183337264,-0.0008047450150516777,0.0,1,1.0,0.2,0,0.2
3,3,0.0020703812985153522,0.0015857253832172364,9.3836123127559e-05,-0.0013013945849609336,0.00015373465225794933,-0.00029374921143199284,0.6666666666666666,1,0.3333333333333333,0.25,2,0.2
4,4,-0.0001217626898910723,-9.673237827317882e-05,-0.00019593281592383827,-0.00026360827701609607,-0.00034319085590076015,-0.00045673527262876656,0.25,3,0.75,0.3,1,0.2
9,9,-0.0007786678638731534,-0.0006455733183189141,-0.00024627233316085493,-0.00023580633967099703,-0.00041443513844055226,-0.0005326643044755164,0.1111111111111111,8,0.8888888888888888,0.35,1,0.2
12,12,-0.0004676698805469656,-0.000403339184602277,-0.00021262399519431097,-0.0003573736177018792,-0.0003560787520791031,-0.0004998812898455626,0.16666666666666666,9,0.75,0.4,2,0.2
13,13,-0.0008011075330391424,-0.0006272736720420372,-0.00026929493189545083,-0.0003086723443099152,-0.00045609228736963857,-0.0005877732116219814,0.15384615384615385,11,0.8461538461538461,0.45,2,0.2
14,14,-0.0007750748321184878,-0.000601529220575126,-0.00029083640848171736,-0.0003026572692089962,-0.0004909355406057843,-0.000622398490557793,0.14285714285714285,12,0.8571428571428571,0.5,2,0.2
18,18,-0.0007085284966683344,-0.000562872743942426,-0.00024960857882420456,-0.00035572135808728956,-0.00042442131891297824,-0.0005655331965622734,0.1111111111111111,15,0.8333333333333334,0.55,2,0.2
24,24,-0.0007218765677762216,-0.0005426024775949297,-0.00026967876919789524,-0.0003992202028911306,-0.00045943305652522415,-0.0006235308816037732,0.16666666666666666,19,0.7916666666666666,0.6,4,0.2
29,29,-0.0006606610959813323,-0.0005070358699308711,-0.00023935907168751446,-0.0004407240081259892,-0.00040836646281541345,-0.0005828760775454953,0.1724137931034483,23,0.7931034482758621,0.65,5,0.2
30,30,-0.000642170429404527,-0.0004924753067861267,-0.0002035995329379888,-0.00044079814997654865,-0.0003568607577098426,-0.0005634468749606455,0.16666666666666666,24,0.8,0.7,5,0.2
34,34,-0.0003830150567098848,-0.00031034885986951945,-0.00015337140229418507,-0.0004965519681819281,-0.00026608373011736557,-0.0004930802059423959,0.23529411764705882,25,0.7352941176470589,0.75,8,0.2
