action_frac,anchor_boundary_f1,anchor_boundary_iou,anchor_component_count_mae,anchor_component_delta_mean,anchor_dice,anchor_gap_region_fp_rate,anchor_iou,anchor_precision,anchor_recall,bg_channel_proxy,bg_component_count_delta,bg_components_after,bg_components_before,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_gap_region_fp_rate,candidate_iou,candidate_precision,candidate_recall,cut_adjacent_bg_components_before,cut_area,cut_bbox_h,cut_bbox_w,cut_component_bg_area_after,cut_component_bg_frac_after,cut_component_border_contacts_after,cut_fill,cut_gt_fg_frac,cut_gt_gap_frac,cut_mean_grad,cut_mean_image,cut_p90_grad,cut_slenderness,cut_std_image,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_precision,delta_recall,gt_a,gt_b,image,local_anchor_frac,local_bg_frac,num_component_gt_instances,pred_component_id,r224_hard_risk,r224_overerosion_proxy,r224_quick_useful,r224_safe_gap_positive,run_id,seam_radius,split
0.5,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,2.0,val
0.75,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,2.0,val
0.25,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,3.0,val
0.5,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,3.0,val
0.75,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,3.0,val
0.25,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,4.0,val
0.5,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,4.0,val
0.75,0.4363768379016155,0.2790805665196192,1.0,-1.0,0.9025088273555101,0.13884777722962233,0.822338119750745,0.9048630519843488,0.9001668211306766,1.0,0.0,1.0,1.0,0.4375113368401959,0.2800092872068725,1.0,-1.0,0.9025759209010148,0.1386285150468673,0.8224495325836607,0.9049979501323097,0.9001668211306766,1.0,4.0,2.0,2.0,577.0,0.4991349480968858,4.0,1.0,0.0,1.0,0.01027615088969469,0.6931372880935669,0.014234132040292025,1.0,0.0032515928614884615,0.0011344989385803639,0.0009287206872533038,0.0,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0001348981479608602,0.0,26.0,27.0,10375.png,0.504325259515571,0.49567474048442905,2.0,23.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,4.0,val
0.25,0.2542683228584154,0.14565143440299352,3.0,-3.0,0.8543689320388349,0.3637540453074434,0.7457627118644068,0.8009068515248621,0.915478919565434,0.0,2.0,4.0,2.0,0.2554264524103832,0.14641197143181045,3.0,-3.0,0.8544086696666318,0.3635691169671752,0.7458232678995554,0.8009766944995531,0.915478919565434,0.0,4.0,14.0,10.0,4.0,0.002070393374741201,0.0,0.02857142857142857,0.0,1.0,0.01965269260108471,0.5794118046760559,0.023904903046786784,1.4,0.026795390993356705,0.0011581295519678125,0.0007605370288169266,0.0,0.0,3.973762779685419e-05,-0.00018492834026817562,6.0556035148651155e-05,6.984297469103673e-05,0.0,20.0,24.0,10624.png,0.8778467908902692,0.12215320910973085,2.0,21.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,2.0,val
0.5,0.2542683228584154,0.14565143440299352,3.0,-3.0,0.8543689320388349,0.3637540453074434,0.7457627118644068,0.8009068515248621,0.915478919565434,0.0,2.0,4.0,2.0,0.2562886088460588,0.14697880058950233,3.0,-3.0,0.854448410991081,0.3633841886269071,0.7458838337698195,0.8010465496566009,0.915478919565434,0.0,8.0,14.0,10.0,8.0,0.004140786749482402,0.0,0.05714285714285714,0.0,1.0,0.01667422242462635,0.5759804248809814,0.024124662205576897,1.4,0.030213737860322,0.002020285987643422,0.0013273661865088049,0.0,0.0,7.947895224613699e-05,-0.0003698566805362957,0.00012112190541269108,0.00013969813173886347,0.0,20.0,24.0,10624.png,0.8778467908902692,0.12215320910973085,2.0,21.0,0.0,0.0,1.0,1.0,R224-pairwise-instance-seam-candidate-diagnostic,2.0,val
