rows,imgs,safe,risk,dice,iou,recall,biou,bf1,gap,fg,gtgap,min_comp_area,min_distp,max_rank,min_contacts,min_channel,max_mean_dist,max_area,passes
7,7,1,6,-7.980430477615914e-05,-0.0001280578253970606,-0.0002234959461415087,0.0001816577723485742,0.0002024237263106857,-0.00019083070752004284,0.6836734693877551,0.3163265306122449,6000,10,8,2,0.3,2.0,16,False
8,8,1,7,-7.304708723348548e-05,-0.00011704578850091482,-0.00021982660894180757,0.00018216704907432743,0.00021158925153848748,-0.00021488590578899998,0.6607142857142857,0.3392857142857143,6000,10,8,2,0.3,2.0,24,False
11,11,1,10,-0.00012058550090959853,-0.00019828740101576533,-0.0002853434743837055,2.4978573228744936e-06,-1.4162838729127294e-05,-0.00015628065875563635,0.7532467532467532,0.24675324675324675,6000,10,8,2,0.3,2.0,32,False
17,17,2,16,-9.51973119937703e-05,-0.00015966358462475913,-0.0002869205868602859,-0.00017281890595318127,-0.00021774680308092538,-0.00025496895783049455,0.671886936592819,0.26389737713267125,6000,10,8,2,0.3,2.0,48,False
6,6,1,5,-8.732098034008444e-05,-0.00014695758312936464,-0.00022198778120898334,-1.502858021304999e-05,-2.3059635408349997e-05,-0.00015183134493253333,0.75,0.25,6000,10,8,3,0.1,1.55,16,False
8,8,1,7,-4.595649504539707e-05,-8.053652218322277e-05,-0.00019698793481334837,0.00019058073464705,0.000289037809829725,-0.000283141768709325,0.6358695652173914,0.3641304347826087,6000,10,8,3,0.1,1.55,24,False
10,10,1,9,-8.275573995491765e-05,-0.0001444438399920582,-0.00024371646077542869,2.6807119917209988e-05,7.247292992129e-05,-0.00022651341496746002,0.7086956521739131,0.29130434782608694,6000,10,8,3,0.1,1.55,32,False
11,11,1,10,-7.273522261141708e-05,-0.00012735855847680622,-0.00024131139394591698,7.789333688233635e-05,0.00014774513251155456,-0.0002868839625403182,0.6793927416457062,0.32060725835429393,6000,10,8,3,0.1,1.55,48,False
7,7,1,6,-0.00010149192602214382,-0.00016656041523889826,-0.00024011078374531428,-2.4671841775911496e-05,-3.773248201928571e-05,-0.00013014115279931428,0.7857142857142857,0.21428571428571427,6000,10,8,3,0.1,1.75,16,False
8,8,1,7,-9.202375582372206e-05,-0.00015073555461252278,-0.0002343645918451375,1.6286367154024265e-06,1.4525692497624931e-06,-0.00016178254540836248,0.75,0.25,6000,10,8,3,0.1,1.75,24,False
10,10,1,9,-0.00011960954857757765,-0.00020060306593549824,-0.00027361778640086,-0.00012435455842810806,-0.00015759526254268,-0.00012942603632668998,0.8,0.2,6000,10,8,3,0.1,1.75,32,False
15,15,1,14,-8.200685083961674e-05,-0.0001394821788908267,-0.0002660931067276133,-0.00011408623852165213,-0.00011785568309552208,-0.0002788897599856222,0.6761640798226164,0.2627248090662725,6000,10,8,3,0.1,1.75,48,False
7,7,1,6,-0.00010149192602214382,-0.00016656041523889826,-0.00024011078374531428,-2.4671841775911496e-05,-3.773248201928571e-05,-0.00013014115279931428,0.7857142857142857,0.21428571428571427,6000,10,8,3,0.1,2.0,16,False
8,8,1,7,-9.202375582372206e-05,-0.00015073555461252278,-0.0002343645918451375,1.6286367154024265e-06,1.4525692497624931e-06,-0.00016178254540836248,0.75,0.25,6000,10,8,3,0.1,2.0,24,False
11,11,1,10,-0.0001343867144297706,-0.00022278904909693475,-0.0002959165528588545,-0.00012880280621088914,-0.0001669895167572909,-0.00011766003302426362,0.8181818181818182,0.18181818181818182,6000,10,8,3,0.1,2.0,32,False
17,17,2,16,-9.799334436044044e-05,-0.00016489162067132173,-0.00028359776007038235,-0.00021250677091756362,-0.0002568489938536901,-0.0002342836693291667,0.7098930481283422,0.22589126559714795,6000,10,8,3,0.1,2.0,48,False
6,6,1,5,-8.732098034008444e-05,-0.00014695758312936464,-0.00022198778120898334,-1.502858021304999e-05,-2.3059635408349997e-05,-0.00015183134493253333,0.75,0.25,6000,10,8,3,0.2,1.55,16,False
8,8,1,7,-4.595649504539707e-05,-8.053652218322277e-05,-0.00019698793481334837,0.00019058073464705,0.000289037809829725,-0.000283141768709325,0.6358695652173914,0.3641304347826087,6000,10,8,3,0.2,1.55,24,False
10,10,1,9,-8.275573995491765e-05,-0.0001444438399920582,-0.00024371646077542869,2.6807119917209988e-05,7.247292992129e-05,-0.00022651341496746002,0.7086956521739131,0.29130434782608694,6000,10,8,3,0.2,1.55,32,False
11,11,1,10,-7.273522261141708e-05,-0.00012735855847680622,-0.00024131139394591698,7.789333688233635e-05,0.00014774513251155456,-0.0002868839625403182,0.6793927416457062,0.32060725835429393,6000,10,8,3,0.2,1.55,48,False
7,7,1,6,-0.00010149192602214382,-0.00016656041523889826,-0.00024011078374531428,-2.4671841775911496e-05,-3.773248201928571e-05,-0.00013014115279931428,0.7857142857142857,0.21428571428571427,6000,10,8,3,0.2,1.75,16,False
8,8,1,7,-9.202375582372206e-05,-0.00015073555461252278,-0.0002343645918451375,1.6286367154024265e-06,1.4525692497624931e-06,-0.00016178254540836248,0.75,0.25,6000,10,8,3,0.2,1.75,24,False
10,10,1,9,-0.00011960954857757765,-0.00020060306593549824,-0.00027361778640086,-0.00012435455842810806,-0.00015759526254268,-0.00012942603632668998,0.8,0.2,6000,10,8,3,0.2,1.75,32,False
15,15,1,14,-8.200685083961674e-05,-0.0001394821788908267,-0.0002660931067276133,-0.00011408623852165213,-0.00011785568309552208,-0.0002788897599856222,0.6761640798226164,0.2627248090662725,6000,10,8,3,0.2,1.75,48,False
7,7,1,6,-0.00010149192602214382,-0.00016656041523889826,-0.00024011078374531428,-2.4671841775911496e-05,-3.773248201928571e-05,-0.00013014115279931428,0.7857142857142857,0.21428571428571427,6000,10,8,3,0.2,2.0,16,False
8,8,1,7,-9.202375582372206e-05,-0.00015073555461252278,-0.0002343645918451375,1.6286367154024265e-06,1.4525692497624931e-06,-0.00016178254540836248,0.75,0.25,6000,10,8,3,0.2,2.0,24,False
11,11,1,10,-0.0001343867144297706,-0.00022278904909693475,-0.0002959165528588545,-0.00012880280621088914,-0.0001669895167572909,-0.00011766003302426362,0.8181818181818182,0.18181818181818182,6000,10,8,3,0.2,2.0,32,False
17,17,2,16,-9.799334436044044e-05,-0.00016489162067132173,-0.00028359776007038235,-0.00021250677091756362,-0.0002568489938536901,-0.0002342836693291667,0.7098930481283422,0.22589126559714795,6000,10,8,3,0.2,2.0,48,False
5,5,1,4,-8.433043080858133e-05,-0.00014003696060711757,-0.00022761738304189998,8.650735283660002e-05,9.40946712762e-05,-0.00018219761391904,0.7,0.3,6000,10,8,3,0.3,1.55,16,False
7,7,1,6,-3.791117605222522e-05,-6.610449738931176e-05,-0.00019743767235176954,0.00029247916037681426,0.00041730480678127147,-0.00032359059281065713,0.5838509316770187,0.4161490683229814,6000,10,8,3,0.3,1.55,24,False
10,10,1,9,-0.00010423963983169765,-0.00018257158609757824,-0.0002844228129047587,-0.00011656540107860003,-9.477171424215003e-05,-0.00022651341496746002,0.7086956521739131,0.29130434782608694,6000,10,8,3,0.3,1.55,32,False
11,11,1,10,-9.226604068121708e-05,-0.00016202014584546081,-0.0002783171686089443,-5.244531856840003e-05,-4.295453091572755e-06,-0.0002868839625403182,0.6793927416457062,0.32060725835429393,6000,10,8,3,0.3,1.55,48,False
7,7,1,6,-7.980430477615914e-05,-0.0001280578253970606,-0.0002234959461415087,0.0001816577723485742,0.0002024237263106857,-0.00019083070752004284,0.6836734693877551,0.3163265306122449,6000,10,8,3,0.3,1.75,16,False
8,8,1,7,-7.304708723348548e-05,-0.00011704578850091482,-0.00021982660894180757,0.00018216704907432743,0.00021158925153848748,-0.00021488590578899998,0.6607142857142857,0.3392857142857143,6000,10,8,3,0.3,1.75,24,False
10,10,1,9,-0.0001044282137053884,-0.00017365125304621187,-0.0002619874000781961,2.0076171459031945e-05,1.0514083288299978e-05,-0.00017190872463119998,0.7285714285714285,0.27142857142857146,6000,10,8,3,0.3,1.75,32,False
15,15,1,14,-7.18859609248239e-05,-0.00012151430363130244,-0.00025833951584583735,-1.779908526355879e-05,-5.782785874868735e-06,-0.00030721155218862886,0.6285450322035688,0.3103438566853201,6000,10,8,3,0.3,1.75,48,False
7,7,1,6,-7.980430477615914e-05,-0.0001280578253970606,-0.0002234959461415087,0.0001816577723485742,0.0002024237263106857,-0.00019083070752004284,0.6836734693877551,0.3163265306122449,6000,10,8,3,0.3,2.0,16,False
8,8,1,7,-7.304708723348548e-05,-0.00011704578850091482,-0.00021982660894180757,0.00018216704907432743,0.00021158925153848748,-0.00021488590578899998,0.6607142857142857,0.3392857142857143,6000,10,8,3,0.3,2.0,24,False
11,11,1,10,-0.00012058550090959853,-0.00019828740101576533,-0.0002853434743837055,2.4978573228744936e-06,-1.4162838729127294e-05,-0.00015628065875563635,0.7532467532467532,0.24675324675324675,6000,10,8,3,0.3,2.0,32,False
17,17,2,16,-9.51973119937703e-05,-0.00015966358462475913,-0.0002869205868602859,-0.00017281890595318127,-0.00021774680308092538,-0.00025496895783049455,0.671886936592819,0.26389737713267125,6000,10,8,3,0.3,2.0,48,False
7,7,1,6,-5.278000608031429e-05,-0.00010091202497092856,-0.000272858711627405,-0.00013417273859526197,-0.00010381301604325806,-0.0004000791173127286,0.6028985507246377,0.37567287784679093,6000,10,8,4,0.1,1.55,32,False
9,9,1,8,-0.00011507422935946667,-0.0001950384124377222,-0.00040415108207249274,-0.00016356632421274817,-0.00016075652158841177,-0.0004315778964676667,0.6392914653784219,0.3440418679549115,6000,10,8,4,0.1,1.55,48,False
7,7,1,6,1.235376410697143e-05,1.4707953932085716e-05,-0.0002008610820109091,0.0003079959518766952,0.0004113253214810706,-0.0005275271822262714,0.48751393534002224,0.4910574932314063,6000,10,8,4,0.1,1.75,32,False
12,12,1,11,-8.060844372124862e-06,-9.278066124858329e-06,-0.0002821695062837557,0.00028812590434513873,0.0003652225454486802,-0.0006197610492171945,0.4476416419682591,0.463469469142852,6000,10,8,4,0.1,1.75,48,False
7,7,1,6,1.235376410697143e-05,1.4707953932085716e-05,-0.0002008610820109091,0.0003079959518766952,0.0004113253214810706,-0.0005275271822262714,0.48751393534002224,0.4910574932314063,6000,10,8,4,0.1,2.0,32,False
13,13,1,12,-4.864617898333076e-05,-8.093234113292307e-05,-0.00032244350589947455,0.00013345388799497422,0.0001636882606551125,-0.000523229962243316,0.5234328102221079,0.39451590772661,6000,10,8,4,0.1,2.0,48,False
7,7,1,6,-5.278000608031429e-05,-0.00010091202497092856,-0.000272858711627405,-0.00013417273859526197,-0.00010381301604325806,-0.0004000791173127286,0.6028985507246377,0.37567287784679093,6000,10,8,4,0.2,1.55,32,False
9,9,1,8,-0.00011507422935946667,-0.0001950384124377222,-0.00040415108207249274,-0.00016356632421274817,-0.00016075652158841177,-0.0004315778964676667,0.6392914653784219,0.3440418679549115,6000,10,8,4,0.2,1.55,48,False
7,7,1,6,1.235376410697143e-05,1.4707953932085716e-05,-0.0002008610820109091,0.0003079959518766952,0.0004113253214810706,-0.0005275271822262714,0.48751393534002224,0.4910574932314063,6000,10,8,4,0.2,1.75,32,False
12,12,1,11,-8.060844372124862e-06,-9.278066124858329e-06,-0.0002821695062837557,0.00028812590434513873,0.0003652225454486802,-0.0006197610492171945,0.4476416419682591,0.463469469142852,6000,10,8,4,0.2,1.75,48,False
7,7,1,6,1.235376410697143e-05,1.4707953932085716e-05,-0.0002008610820109091,0.0003079959518766952,0.0004113253214810706,-0.0005275271822262714,0.48751393534002224,0.4910574932314063,6000,10,8,4,0.2,2.0,32,False
13,13,1,12,-4.864617898333076e-05,-8.093234113292307e-05,-0.00032244350589947455,0.00013345388799497422,0.0001636882606551125,-0.000523229962243316,0.5234328102221079,0.39451590772661,6000,10,8,4,0.2,2.0,48,False
7,7,1,6,-5.278000608031429e-05,-0.00010091202497092856,-0.000272858711627405,-0.00013417273859526197,-0.00010381301604325806,-0.0004000791173127286,0.6028985507246377,0.37567287784679093,6000,10,8,4,0.3,1.55,32,False
9,9,1,8,-0.00011507422935946667,-0.0001950384124377222,-0.00040415108207249274,-0.00016356632421274817,-0.00016075652158841177,-0.0004315778964676667,0.6392914653784219,0.3440418679549115,6000,10,8,4,0.3,1.55,48,False
7,7,1,6,1.235376410697143e-05,1.4707953932085716e-05,-0.0002008610820109091,0.0003079959518766952,0.0004113253214810706,-0.0005275271822262714,0.48751393534002224,0.4910574932314063,6000,10,8,4,0.3,1.75,32,False
12,12,1,11,-8.060844372124862e-06,-9.278066124858329e-06,-0.0002821695062837557,0.00028812590434513873,0.0003652225454486802,-0.0006197610492171945,0.4476416419682591,0.463469469142852,6000,10,8,4,0.3,1.75,48,False
7,7,1,6,1.235376410697143e-05,1.4707953932085716e-05,-0.0002008610820109091,0.0003079959518766952,0.0004113253214810706,-0.0005275271822262714,0.48751393534002224,0.4910574932314063,6000,10,8,4,0.3,2.0,32,False
13,13,1,12,-4.864617898333076e-05,-8.093234113292307e-05,-0.00032244350589947455,0.00013345388799497422,0.0001636882606551125,-0.000523229962243316,0.5234328102221079,0.39451590772661,6000,10,8,4,0.3,2.0,48,False
8,8,3,5,-3.404792924638834e-05,-6.104025874946097e-05,-0.0001664908359067375,9.773531611246251e-05,0.0001342041593442375,-0.00026972624631965,0.5625,0.4375,6000,10,12,2,0.1,1.55,16,False
12,12,4,8,-9.33334203778285e-06,-2.0093389567565654e-05,-0.00015018002401053353,0.0003393156447226402,0.00047837683770246927,-0.00038052562573449167,0.47391304347826085,0.5260869565217391,6000,10,12,2,0.1,1.55,24,False
14,14,4,10,-3.187708842082602e-05,-5.808318877249914e-05,-0.00017831516942763586,0.00020811455430834873,0.00030000751211255226,-0.0003444590666887714,0.5298375537505972,0.47016244624940284,6000,10,12,2,0.1,1.55,32,False
16,16,4,12,-3.342324491830473e-05,-5.9527563009617146e-05,-0.00019420778580850014,0.0002025424611587739,0.00029415661982183324,-0.00038824636021101246,0.5270413010902141,0.4729586989097859,6000,10,12,2,0.1,1.55,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,2,0.1,1.75,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,2,0.1,1.75,24,False
15,15,4,11,-8.802274473097096e-05,-0.00015137684656181923,-0.00023492136360369332,-0.00015259038610187207,-0.00017090264236630664,-0.00020962449025413332,0.682051282051282,0.31794871794871793,6000,10,12,2,0.1,1.75,32,False
17,17,4,13,-8.287257951563974e-05,-0.00014176053316271615,-0.00024321956794144117,-0.00011539883372379888,-0.0001210081698777059,-0.0002666989519732588,0.6615120173943703,0.3384879826056297,6000,10,12,2,0.1,1.75,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,2,0.1,2.0,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,2,0.1,2.0,24,False
17,17,4,13,-0.00010847272238488612,-0.0001849897108916993,-0.00026498281887504116,-0.00018511699863050474,-0.00021515239663790593,-0.00018496278551835291,0.7194570135746606,0.28054298642533937,6000,10,12,2,0.1,2.0,32,False
19,19,4,15,-0.00010394831643190925,-0.0001783425095045197,-0.00026994471401596315,-0.00014175879589584635,-0.00015351966236942108,-0.00023093173266800526,0.7047294810452706,0.2952705189547295,6000,10,12,2,0.1,2.0,48,False
8,8,3,5,-3.404792924638834e-05,-6.104025874946097e-05,-0.0001664908359067375,9.773531611246251e-05,0.0001342041593442375,-0.00026972624631965,0.5625,0.4375,6000,10,12,2,0.2,1.55,16,False
11,11,4,7,1.0405151786782344e-05,1.2808994139010191e-05,-0.0001283391058430184,0.0003755472285845182,0.0005288605772677727,-0.0004151188644376273,0.4260869565217391,0.5739130434782609,6000,10,12,2,0.2,1.55,24,False
13,13,4,9,-1.690942029104341e-05,-3.3165002498083675e-05,-0.00016199863447182323,0.0002286796567749923,0.00032900380516089235,-0.00037095591797252304,0.4936712117314123,0.5063287882685876,6000,10,12,2,0.2,1.55,32,False
16,16,4,12,-5.243277081387348e-05,-9.157992342803589e-05,-0.00022809928961518763,3.236553863352501e-05,7.259366108384999e-05,-0.00039102995260401096,0.5256208465447596,0.4743791534552404,6000,10,12,2,0.2,1.55,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,2,0.2,1.75,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,2,0.2,1.75,24,False
15,15,4,11,-8.802274473097096e-05,-0.00015137684656181923,-0.00023492136360369332,-0.00015259038610187207,-0.00017090264236630664,-0.00020962449025413332,0.682051282051282,0.31794871794871793,6000,10,12,2,0.2,1.75,32,False
17,17,4,13,-8.287257951563974e-05,-0.00014176053316271615,-0.00024321956794144117,-0.00011539883372379888,-0.0001210081698777059,-0.0002666989519732588,0.6615120173943703,0.3384879826056297,6000,10,12,2,0.2,1.75,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,2,0.2,2.0,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,2,0.2,2.0,24,False
17,17,4,13,-0.00010847272238488612,-0.0001849897108916993,-0.00026498281887504116,-0.00018511699863050474,-0.00021515239663790593,-0.00018496278551835291,0.7194570135746606,0.28054298642533937,6000,10,12,2,0.2,2.0,32,False
19,19,4,15,-0.00010394831643190925,-0.0001783425095045197,-0.00026994471401596315,-0.00014175879589584635,-0.00015351966236942108,-0.00023093173266800526,0.7047294810452706,0.2952705189547295,6000,10,12,2,0.2,2.0,48,False
7,7,3,4,-2.430138656764381e-05,-4.382305346501255e-05,-0.00016258384502992857,0.000186370110623,0.00024035206336928575,-0.0003082585672224571,0.5,0.5,6000,10,12,2,0.3,1.55,16,False
9,9,3,6,1.3379871966943698e-05,1.821541439642357e-05,-0.00013532115469208915,0.00043416605107224446,0.0005842003653912333,-0.0004262077278208889,0.4096618357487923,0.5903381642512078,6000,10,12,2,0.3,1.55,24,False
12,12,3,9,-4.42477510417564e-05,-8.091194960268233e-05,-0.00020942048078558353,6.607308565633332e-05,0.00011967573293347496,-0.000340999081268075,0.5348104793756967,0.4651895206243033,6000,10,12,2,0.3,1.55,32,False
15,15,3,12,-7.667165878263254e-05,-0.00013367180917371165,-0.00027044347700908684,-0.00011080732613750003,-0.00011196280630322003,-0.00036840275221588505,0.5606622363144103,0.43933776368558974,6000,10,12,2,0.3,1.55,48,False
9,9,3,6,-3.4120853929301556e-05,-5.588681655543603e-05,-0.00017383018033228454,0.0002381842685131132,0.0002921063523754223,-0.00028695965040025556,0.5317460317460317,0.46825396825396826,6000,10,12,2,0.3,1.75,16,False
11,11,3,8,-6.491122206540128e-05,-0.0001094576818317022,-0.00020890565589265096,0.00010425771983675627,0.00012658475723092727,-0.00023478516850930002,0.6168831168831169,0.38311688311688313,6000,10,12,2,0.3,1.75,24,False
14,14,3,11,-9.034566944231315e-05,-0.0001542611050883089,-0.0002433940422020543,-0.00011362727092124861,-0.00014649574338859283,-0.00020276830560222853,0.6797488226059655,0.3202511773940345,6000,10,12,2,0.3,1.75,32,False
17,17,3,14,-7.110923395649384e-05,-0.0001212427844758477,-0.00023637816422222708,-7.62380035692872e-05,-9.383612809517244e-05,-0.0002540926972334019,0.6194952106716812,0.32658322070086776,6000,10,12,2,0.3,1.75,48,False
9,9,3,6,-3.4120853929301556e-05,-5.588681655543603e-05,-0.00017383018033228454,0.0002381842685131132,0.0002921063523754223,-0.00028695965040025556,0.5317460317460317,0.46825396825396826,6000,10,12,2,0.3,2.0,16,False
11,11,3,8,-6.491122206540128e-05,-0.0001094576818317022,-0.00020890565589265096,0.00010425771983675627,0.00012658475723092727,-0.00023478516850930002,0.6168831168831169,0.38311688311688313,6000,10,12,2,0.3,2.0,24,False
16,16,3,13,-0.00011178340511068026,-0.00018961424112299527,-0.00027427525360306627,-0.00015305718613049877,-0.00019656196967438125,-0.00017742226740194997,0.7197802197802198,0.2802197802197802,6000,10,12,2,0.3,2.0,32,False
19,19,3,16,-9.342321777372607e-05,-0.00015998452383732164,-0.0002638234580566664,-0.000106720158389178,-0.0001292078355113648,-0.0002196524521112912,0.6671354960828645,0.28461888988204775,6000,10,12,2,0.3,2.0,48,False
8,8,3,5,-3.404792924638834e-05,-6.104025874946097e-05,-0.0001664908359067375,9.773531611246251e-05,0.0001342041593442375,-0.00026972624631965,0.5625,0.4375,6000,10,12,3,0.1,1.55,16,False
11,11,4,7,1.0405151786782344e-05,1.2808994139010191e-05,-0.0001283391058430184,0.0003755472285845182,0.0005288605772677727,-0.0004151188644376273,0.4260869565217391,0.5739130434782609,6000,10,12,3,0.1,1.55,24,False
13,13,4,9,-1.690942029104341e-05,-3.3165002498083675e-05,-0.00016199863447182323,0.0002286796567749923,0.00032900380516089235,-0.00037095591797252304,0.4936712117314123,0.5063287882685876,6000,10,12,3,0.1,1.55,32,False
16,16,4,12,-5.243277081387348e-05,-9.157992342803589e-05,-0.00022809928961518763,3.236553863352501e-05,7.259366108384999e-05,-0.00039102995260401096,0.5256208465447596,0.4743791534552404,6000,10,12,3,0.1,1.55,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,3,0.1,1.75,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,3,0.1,1.75,24,False
15,15,4,11,-8.802274473097096e-05,-0.00015137684656181923,-0.00023492136360369332,-0.00015259038610187207,-0.00017090264236630664,-0.00020962449025413332,0.682051282051282,0.31794871794871793,6000,10,12,3,0.1,1.75,32,False
17,17,4,13,-8.287257951563974e-05,-0.00014176053316271615,-0.00024321956794144117,-0.00011539883372379888,-0.0001210081698777059,-0.0002666989519732588,0.6615120173943703,0.3384879826056297,6000,10,12,3,0.1,1.75,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,3,0.1,2.0,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,3,0.1,2.0,24,False
17,17,4,13,-0.00010847272238488612,-0.0001849897108916993,-0.00026498281887504116,-0.00018511699863050474,-0.00021515239663790593,-0.00018496278551835291,0.7194570135746606,0.28054298642533937,6000,10,12,3,0.1,2.0,32,False
19,19,4,15,-0.00010394831643190925,-0.0001783425095045197,-0.00026994471401596315,-0.00014175879589584635,-0.00015351966236942108,-0.00023093173266800526,0.7047294810452706,0.2952705189547295,6000,10,12,3,0.1,2.0,48,False
8,8,3,5,-3.404792924638834e-05,-6.104025874946097e-05,-0.0001664908359067375,9.773531611246251e-05,0.0001342041593442375,-0.00026972624631965,0.5625,0.4375,6000,10,12,3,0.2,1.55,16,False
11,11,4,7,1.0405151786782344e-05,1.2808994139010191e-05,-0.0001283391058430184,0.0003755472285845182,0.0005288605772677727,-0.0004151188644376273,0.4260869565217391,0.5739130434782609,6000,10,12,3,0.2,1.55,24,False
13,13,4,9,-1.690942029104341e-05,-3.3165002498083675e-05,-0.00016199863447182323,0.0002286796567749923,0.00032900380516089235,-0.00037095591797252304,0.4936712117314123,0.5063287882685876,6000,10,12,3,0.2,1.55,32,False
16,16,4,12,-5.243277081387348e-05,-9.157992342803589e-05,-0.00022809928961518763,3.236553863352501e-05,7.259366108384999e-05,-0.00039102995260401096,0.5256208465447596,0.4743791534552404,6000,10,12,3,0.2,1.55,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,3,0.2,1.75,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,3,0.2,1.75,24,False
15,15,4,11,-8.802274473097096e-05,-0.00015137684656181923,-0.00023492136360369332,-0.00015259038610187207,-0.00017090264236630664,-0.00020962449025413332,0.682051282051282,0.31794871794871793,6000,10,12,3,0.2,1.75,32,False
17,17,4,13,-8.287257951563974e-05,-0.00014176053316271615,-0.00024321956794144117,-0.00011539883372379888,-0.0001210081698777059,-0.0002666989519732588,0.6615120173943703,0.3384879826056297,6000,10,12,3,0.2,1.75,48,False
9,9,3,6,-5.0989003787289624e-05,-8.583327532130975e-05,-0.0001867528318019111,7.770567974962437e-05,0.00010531819034100001,-0.00023975666339524443,0.6111111111111112,0.3888888888888889,6000,10,12,3,0.2,2.0,16,False
12,12,4,8,-6.412710345763285e-05,-0.00010958597727830733,-0.00020118883983714998,3.7396743297809945e-05,7.3319425123825e-05,-0.0002406873274152583,0.625,0.375,6000,10,12,3,0.2,2.0,24,False
17,17,4,13,-0.00010847272238488612,-0.0001849897108916993,-0.00026498281887504116,-0.00018511699863050474,-0.00021515239663790593,-0.00018496278551835291,0.7194570135746606,0.28054298642533937,6000,10,12,3,0.2,2.0,32,False
19,19,4,15,-0.00010394831643190925,-0.0001783425095045197,-0.00026994471401596315,-0.00014175879589584635,-0.00015351966236942108,-0.00023093173266800526,0.7047294810452706,0.2952705189547295,6000,10,12,3,0.2,2.0,48,False
7,7,3,4,-2.430138656764381e-05,-4.382305346501255e-05,-0.00016258384502992857,0.000186370110623,0.00024035206336928575,-0.0003082585672224571,0.5,0.5,6000,10,12,3,0.3,1.55,16,False
9,9,3,6,1.3379871966943698e-05,1.821541439642357e-05,-0.00013532115469208915,0.00043416605107224446,0.0005842003653912333,-0.0004262077278208889,0.4096618357487923,0.5903381642512078,6000,10,12,3,0.3,1.55,24,False
12,12,3,9,-4.42477510417564e-05,-8.091194960268233e-05,-0.00020942048078558353,6.607308565633332e-05,0.00011967573293347496,-0.000340999081268075,0.5348104793756967,0.4651895206243033,6000,10,12,3,0.3,1.55,32,False
15,15,3,12,-7.667165878263254e-05,-0.00013367180917371165,-0.00027044347700908684,-0.00011080732613750003,-0.00011196280630322003,-0.00036840275221588505,0.5606622363144103,0.43933776368558974,6000,10,12,3,0.3,1.55,48,False
9,9,3,6,-3.4120853929301556e-05,-5.588681655543603e-05,-0.00017383018033228454,0.0002381842685131132,0.0002921063523754223,-0.00028695965040025556,0.5317460317460317,0.46825396825396826,6000,10,12,3,0.3,1.75,16,False
11,11,3,8,-6.491122206540128e-05,-0.0001094576818317022,-0.00020890565589265096,0.00010425771983675627,0.00012658475723092727,-0.00023478516850930002,0.6168831168831169,0.38311688311688313,6000,10,12,3,0.3,1.75,24,False
