config_id,decision_pass,family,max_action_frac,max_cut_area,max_cut_fill,max_max_dist_in,max_mean_dist_in,max_ring_fg_frac,mean_cut_area,mean_cut_gt_fg_frac,mean_cut_gt_gap_frac,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_component_count_mae,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,min_bg_channel_proxy,min_border_contacts,min_cut_bg_frac_after,min_ring_bg_frac,min_seam_prob_p90,min_slenderness,risk,risk_rate,safe,safe_rate,selected,selected_images
6,0.0,any,0.25,4.0,0.05,2.0,1.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
78,0.0,any,0.25,4.0,0.05,3.0,1.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
150,0.0,any,0.25,4.0,0.05,4.0,1.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
222,0.0,any,0.25,4.0,0.05,2.0,1.75,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
294,0.0,any,0.25,4.0,0.05,3.0,1.75,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
366,0.0,any,0.25,4.0,0.05,4.0,1.75,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
438,0.0,any,0.25,4.0,0.05,2.0,2.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
510,0.0,any,0.25,4.0,0.05,3.0,2.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
582,0.0,any,0.25,4.0,0.05,4.0,2.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5190,0.0,bg_seed,0.25,4.0,0.05,2.0,1.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5262,0.0,bg_seed,0.25,4.0,0.05,3.0,1.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5334,0.0,bg_seed,0.25,4.0,0.05,4.0,1.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5406,0.0,bg_seed,0.25,4.0,0.05,2.0,1.75,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5478,0.0,bg_seed,0.25,4.0,0.05,3.0,1.75,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5550,0.0,bg_seed,0.25,4.0,0.05,4.0,1.75,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5622,0.0,bg_seed,0.25,4.0,0.05,2.0,2.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5694,0.0,bg_seed,0.25,4.0,0.05,3.0,2.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5766,0.0,bg_seed,0.25,4.0,0.05,4.0,2.25,0.8,3.8,0.5,0.5,0.0003600032871101999,0.00029408430048044056,0.0,-6.847379935503994e-07,-0.00010124991055709826,-1.4549963293974954e-06,-5.2321855916726e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5,0.0,any,0.15,4.0,0.05,2.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
17,0.0,any,0.15,4.0,0.1,2.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
77,0.0,any,0.15,4.0,0.05,3.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
89,0.0,any,0.15,4.0,0.1,3.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
149,0.0,any,0.15,4.0,0.05,4.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
161,0.0,any,0.15,4.0,0.1,4.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
221,0.0,any,0.15,4.0,0.05,2.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
233,0.0,any,0.15,4.0,0.1,2.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
293,0.0,any,0.15,4.0,0.05,3.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
305,0.0,any,0.15,4.0,0.1,3.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
365,0.0,any,0.15,4.0,0.05,4.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
377,0.0,any,0.15,4.0,0.1,4.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
437,0.0,any,0.15,4.0,0.05,2.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
449,0.0,any,0.15,4.0,0.1,2.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
509,0.0,any,0.15,4.0,0.05,3.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
521,0.0,any,0.15,4.0,0.1,3.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
581,0.0,any,0.15,4.0,0.05,4.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
593,0.0,any,0.15,4.0,0.1,4.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5189,0.0,bg_seed,0.15,4.0,0.05,2.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5201,0.0,bg_seed,0.15,4.0,0.1,2.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5261,0.0,bg_seed,0.15,4.0,0.05,3.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5273,0.0,bg_seed,0.15,4.0,0.1,3.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5333,0.0,bg_seed,0.15,4.0,0.05,4.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5345,0.0,bg_seed,0.15,4.0,0.1,4.0,1.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5405,0.0,bg_seed,0.15,4.0,0.05,2.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5417,0.0,bg_seed,0.15,4.0,0.1,2.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5477,0.0,bg_seed,0.15,4.0,0.05,3.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5489,0.0,bg_seed,0.15,4.0,0.1,3.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5549,0.0,bg_seed,0.15,4.0,0.05,4.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5561,0.0,bg_seed,0.15,4.0,0.1,4.0,1.75,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5621,0.0,bg_seed,0.15,4.0,0.05,2.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5633,0.0,bg_seed,0.15,4.0,0.1,2.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5693,0.0,bg_seed,0.15,4.0,0.05,3.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5705,0.0,bg_seed,0.15,4.0,0.1,3.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5765,0.0,bg_seed,0.15,4.0,0.05,4.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
5777,0.0,bg_seed,0.15,4.0,0.1,4.0,2.25,0.8,3.4,0.4666666666666666,0.5333333333333333,0.00030104323032983384,0.00024289088849062667,0.0,-1.6002262078318453e-06,-8.895885844303759e-05,-3.034901224885367e-06,-4.771069228957092e-05,1.0,2.0,0.2,0.2,0.5,2.0,3,0.6,2,0.4,5,5
18,0.0,any,0.25,4.0,0.1,2.0,1.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
90,0.0,any,0.25,4.0,0.1,3.0,1.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
162,0.0,any,0.25,4.0,0.1,4.0,1.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
234,0.0,any,0.25,4.0,0.1,2.0,1.75,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
306,0.0,any,0.25,4.0,0.1,3.0,1.75,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
378,0.0,any,0.25,4.0,0.1,4.0,1.75,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
450,0.0,any,0.25,4.0,0.1,2.0,2.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
522,0.0,any,0.25,4.0,0.1,3.0,2.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
594,0.0,any,0.25,4.0,0.1,4.0,2.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5202,0.0,bg_seed,0.25,4.0,0.1,2.0,1.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5274,0.0,bg_seed,0.25,4.0,0.1,3.0,1.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5346,0.0,bg_seed,0.25,4.0,0.1,4.0,1.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5418,0.0,bg_seed,0.25,4.0,0.1,2.0,1.75,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5490,0.0,bg_seed,0.25,4.0,0.1,3.0,1.75,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5562,0.0,bg_seed,0.25,4.0,0.1,4.0,1.75,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5634,0.0,bg_seed,0.25,4.0,0.1,2.0,2.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5706,0.0,bg_seed,0.25,4.0,0.1,3.0,2.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
5778,0.0,bg_seed,0.25,4.0,0.1,4.0,2.25,0.8,3.8333333333333335,0.5,0.5,0.00027625259082006415,0.00022325706846838822,0.0,-1.609310444757502e-06,-0.00010518095088921213,-3.0130803383617475e-06,-5.705379783151517e-05,1.0,2.0,0.2,0.2,0.5,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
651,0.0,any,0.15,4.0,0.05,2.0,1.25,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
663,0.0,any,0.15,4.0,0.1,2.0,1.25,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
723,0.0,any,0.15,4.0,0.05,3.0,1.25,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
735,0.0,any,0.15,4.0,0.1,3.0,1.25,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
795,0.0,any,0.15,4.0,0.05,4.0,1.25,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
807,0.0,any,0.15,4.0,0.1,4.0,1.25,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
867,0.0,any,0.15,4.0,0.05,2.0,1.75,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
879,0.0,any,0.15,4.0,0.1,2.0,1.75,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
939,0.0,any,0.15,4.0,0.05,3.0,1.75,0.8,3.5,0.4305555555555555,0.5694444444444444,0.0001751240099145309,0.00013981913788222353,0.0,9.178658829323005e-06,-9.537372618812281e-05,1.5094404985723417e-05,-2.9789891388243284e-05,1.0,4.0,0.2,0.2,0.3,2.0,4,0.6666666666666666,2,0.3333333333333333,6,6
