accepted,accepted_images,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,precision_useful,risk,risk_rate,risk_threshold,useful,useful_threshold
54,54,-0.0005407787027248007,-0.0004203642267222672,-0.00016092357706531328,-0.0004118587652855708,-0.0002646240834708705,-0.00047534852151868105,0.25925925925925924,40,0.7407407407407407,0.5,14,0.6
55,55,-0.0005504975875777126,-0.00042696026642703695,-0.0001601584729572422,-0.0004111839216371843,-0.00026361422176724586,-0.0004724902220442609,0.2545454545454545,41,0.7454545454545455,0.55,14,0.6
55,55,-0.0005504975875777126,-0.00042696026642703695,-0.0001601584729572422,-0.0004111839216371843,-0.00026361422176724586,-0.0004724902220442609,0.2545454545454545,41,0.7454545454545455,0.6,14,0.6
55,55,-0.0005504975875777126,-0.00042696026642703695,-0.0001601584729572422,-0.0004111839216371843,-0.00026361422176724586,-0.0004724902220442609,0.2545454545454545,41,0.7454545454545455,0.65,14,0.6
55,55,-0.0005504975875777126,-0.00042696026642703695,-0.0001601584729572422,-0.0004111839216371843,-0.00026361422176724586,-0.0004724902220442609,0.2545454545454545,41,0.7454545454545455,0.7,14,0.6
55,55,-0.0005504975875777126,-0.00042696026642703695,-0.0001601584729572422,-0.0004111839216371843,-0.00026361422176724586,-0.0004724902220442609,0.2545454545454545,41,0.7454545454545455,0.75,14,0.6
55,55,-0.0005504975875777126,-0.00042696026642703695,-0.0001601584729572422,-0.0004111839216371843,-0.00026361422176724586,-0.0004724902220442609,0.2545454545454545,41,0.7454545454545455,0.8,14,0.6
0,0,,,,,,,0.0,0,0.0,0.1,0,0.65
0,0,,,,,,,0.0,0,0.0,0.15,0,0.65
0,0,,,,,,,0.0,0,0.0,0.2,0,0.65
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.25,0,0.65
2,2,-0.0015562388082477063,-0.0012010733403048784,-0.0003169137067291494,-0.00031172638340951075,-0.0005161020024393448,-0.0006881590414561378,0.0,2,1.0,0.3,0,0.65
7,7,-0.0015221650310798093,-0.001217362753464259,-0.000235133339093704,-0.00023638882886268094,-0.00039909847461326386,-0.0005583651865283455,0.0,7,1.0,0.35,0,0.65
12,12,-0.001159270512626739,-0.0009502005842571987,-0.0002475888519177886,-0.0001583846149415443,-0.00041596514931730816,-0.000529611989991093,0.08333333333333333,11,0.9166666666666666,0.4,1,0.65
29,29,-0.000871912220135688,-0.0006624727945330315,-0.0002463596688749962,-0.00026320535913355343,-0.000396468387727075,-0.0005507336795728124,0.13793103448275862,25,0.8620689655172413,0.45,4,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.5,7,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.55,7,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.6,7,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.65,7,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.7,7,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.75,7,0.65
35,35,-0.0007146967260376566,-0.0005373812316888121,-0.00022875331433086987,-0.000285264912145612,-0.0003692769212036619,-0.0005276403469277951,0.2,28,0.8,0.8,7,0.65
0,0,,,,,,,0.0,0,0.0,0.1,0,0.7
0,0,,,,,,,0.0,0,0.0,0.15,0,0.7
0,0,,,,,,,0.0,0,0.0,0.2,0,0.7
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.25,0,0.7
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.3,0,0.7
4,4,-0.0019215380514813196,-0.0015261640369433477,-0.000313300158491403,-0.00022122906362514322,-0.0005278335295116621,-0.0006458298569232968,0.0,4,1.0,0.35,0,0.7
5,5,-0.00172038011480109,-0.0013804509258227514,-0.0003111218894278345,-0.00017698325090011456,-0.000525226926569422,-0.0006242727273984671,0.0,5,1.0,0.4,0,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.45,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.5,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.55,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.6,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.65,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.7,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.75,3,0.7
11,11,-0.00047563276134102666,-0.00037803735022893576,-0.00015558323807976756,-0.0005705873377414496,-0.00025287699697527796,-0.0005102354557552066,0.2727272727272727,8,0.7272727272727273,0.8,3,0.7
0,0,,,,,,,0.0,0,0.0,0.1,0,0.75
0,0,,,,,,,0.0,0,0.0,0.15,0,0.75
0,0,,,,,,,0.0,0,0.0,0.2,0,0.75
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.25,0,0.75
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.3,0,0.75
2,2,-0.0018538391149561517,-0.0015338904904955847,-0.00032930537729869425,-0.0002549745320648694,-0.0005409443591447571,-0.0006717248425497924,0.0,2,1.0,0.35,0,0.75
2,2,-0.0018538391149561517,-0.0015338904904955847,-0.00032930537729869425,-0.0002549745320648694,-0.0005409443591447571,-0.0006717248425497924,0.0,2,1.0,0.4,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.45,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.5,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.55,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.6,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.65,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.7,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.75,0,0.75
4,4,-0.001270623639672952,-0.001067124234546725,-0.00027459595792547753,-0.00028749120459091795,-0.00045881993156984824,-0.0006033069087599263,0.0,4,1.0,0.8,0,0.75
0,0,,,,,,,0.0,0,0.0,0.1,0,0.8
0,0,,,,,,,0.0,0,0.0,0.15,0,0.8
0,0,,,,,,,0.0,0,0.0,0.2,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.25,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.3,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.35,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.4,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.45,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.5,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.55,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.6,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.65,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.7,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.75,0,0.8
1,1,-0.000995668184094134,-0.0006728526340514518,-0.0002636588791877781,-0.0004067445644135581,-0.0004092412272708179,-0.0005704913356628927,0.0,1,1.0,0.8,0,0.8
