action_frac,anchor_boundary_f1,anchor_boundary_iou,anchor_component_count_mae,anchor_component_delta_mean,anchor_dice,anchor_gap_region_fp_rate,anchor_iou,anchor_precision,anchor_recall,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_gap_region_fp_rate,candidate_iou,candidate_precision,candidate_rank,candidate_recall,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_precision,delta_recall,image,r216_bg_channel_proxy,r216_bg_component_count_delta,r216_bg_components_after,r216_bg_components_before,r216_crop_area,r216_cut_adjacent_bg_components_before,r216_cut_adjacent_bg_frac_before,r216_cut_area,r216_cut_component_bg_area_after,r216_cut_component_bg_frac_crop_after,r216_cut_component_border_contacts_after,r216_cut_frac_crop,r216_cut_gt_fg_frac,r216_cut_gt_gap_frac,r216_hard_risk,r216_overerosion_proxy,r216_quick_useful,r216_safe_channel_proxy_positive,r217_anchor_dist_mean,r217_anchor_dist_p90,r217_bg_dist_mean,r217_bg_dist_p10,r217_cut_gradient_mean,r217_cut_gradient_p90,r217_cut_intensity_mean,r217_cut_intensity_p10,r217_cut_intensity_p90,r217_cut_intensity_std,r217_cut_minus_inner_intensity,r217_cut_minus_outer_intensity,r217_cut_minus_ring_intensity,r217_cut_neighbor_bg_frac,r217_cut_neighbor_fg_frac,r217_cut_outer_gradient_ratio,r217_cut_ring_gradient_ratio,r217_cut_touches_boundary_frac,r217_cut_x_center_norm,r217_cut_y_center_norm,r217_feature_matched,r217_inner_minus_outer_intensity,r217_inner_ring_intensity_mean,r217_local_anchor_frac,r217_local_area_frac_image,r217_local_bg_frac,r217_local_h,r217_local_w,r217_outer_ring_gradient_mean,r217_outer_ring_intensity_mean,r217_ring_gradient_mean,r217_ring_intensity_mean,r217_ring_intensity_std,run_id,split
1.0,0.4627277747101049,0.3010057471264368,0.0,0.0,0.9495969934624726,0.11915764224487636,0.9040311076342552,0.9587379825289152,0.9406286658207847,0.4608250837228131,0.2993974751338944,0.0,0.0,0.9493805523659878,0.11912236763201524,0.9036388527777458,0.958732057416268,2.0,0.9402097148739557,-0.0019026909872917885,-0.001608271992542376,0.0,0.0,-0.00021644109648477627,-3.5274612861124766e-05,-0.00039225485650939973,-5.925112647187092e-06,-0.0004189509468290886,12498.png,1.0,0.0,1.0,1.0,2052.0,1.0,0.45454545454545453,36.0,1043.0,0.5082846003898636,3.0,0.017543859649122806,0.9722222222222222,0.027777777777777776,1.0,1.0,0.0,0.0,1.5,2.0,0.0,0.0,0.10267578810453415,0.13237182796001434,0.39095860719680786,0.3549019694328308,0.4313725531101227,0.031573690474033356,-0.026990115642547607,0.09693005681037903,0.02980664372444153,0.25,0.75,2.9477670108923273,1.8374445103107422,0.5,0.4741447891805887,0.4466145833333333,1.0,0.12392017245292664,0.41794872283935547,0.5092592592592593,0.0010627983293556085,0.49074074074074076,54.0,38.0,0.03483171761035919,0.29402855038642883,0.05587966740131378,0.36115196347236633,0.06911376863718033,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.4627277747101049,0.3010057471264368,0.0,0.0,0.9495969934624726,0.11915764224487636,0.9040311076342552,0.9587379825289152,0.9406286658207847,0.4633051159366949,0.3014945391837517,0.0,0.0,0.9496673293892276,0.11845214998765388,0.9041586118015281,0.9589684757801725,3.0,0.940544875631419,0.000577341226589978,0.0004887920573148907,0.0,0.0,7.033592675498301e-05,-0.0007054922572224814,0.00012750416727291825,0.00023049325125734654,-8.379018936577332e-05,12498.png,1.0,0.0,1.0,1.0,3675.0,1.0,0.46511627906976744,27.0,2040.0,0.5551020408163265,4.0,0.007346938775510204,0.25925925925925924,0.7407407407407407,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.07501205056905746,0.08476294130086899,0.4229484498500824,0.40784314274787903,0.4470588266849518,0.015120655298233032,-0.04881224036216736,0.03008657693862915,-0.011059582233428955,0.35398230088495575,0.6460176991150443,3.855910809571273,1.9963433887334099,1.0,0.6137629276054097,0.8291015625,1.0,0.07889881730079651,0.47176069021224976,0.45224489795918366,0.0019034034407319014,0.5477551020408163,75.0,49.0,0.019453782588243484,0.39286187291145325,0.03757472336292267,0.43400803208351135,0.045885466039180756,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.4627277747101049,0.3010057471264368,0.0,0.0,0.9495969934624726,0.11915764224487636,0.9040311076342552,0.9587379825289152,0.9406286658207847,0.46295410210166,0.30119731800766286,0.0,0.0,0.949619944169859,0.11901654379343186,0.9040727105384262,0.9587847730600293,3.0,0.9406286658207847,0.0002263273915550923,0.00019157088122606636,0.0,0.0,2.2950707386337754e-05,-0.00014109845144449906,4.1602904170989774e-05,4.679053111411591e-05,0.0,12498.png,0.0,0.0,1.0,1.0,1444.0,1.0,0.3333333333333333,4.0,761.0,0.5270083102493075,4.0,0.002770083102493075,0.0,1.0,0.0,0.0,1.0,0.0,1.3535534143447876,1.8242640614509584,0.0,0.0,0.08371433615684509,0.09842365309596061,0.4333333373069763,0.412156867980957,0.45607843399047854,0.02227022871375084,-0.04607844352722168,0.03790849447250366,-0.014583349227905273,0.25,0.75,4.292178942211365,1.6736504957408183,0.75,0.6141607000795545,0.8346354166666666,1.0,0.08398693799972534,0.479411780834198,0.4757617728531856,0.0007478951206576505,0.5242382271468145,38.0,38.0,0.019503924995660782,0.39542484283447266,0.05001900717616081,0.4479166865348816,0.051156699657440186,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.4627277747101049,0.3010057471264368,0.0,0.0,0.9495969934624726,0.11915764224487636,0.9040311076342552,0.9587379825289152,0.9406286658207847,0.4646866144050642,0.3026656438776489,0.0,0.0,0.9497340425531915,0.11753501005326467,0.9042795644466953,0.9592664045520037,3.0,0.9403892652797395,0.0019588396949593023,0.0016598967512120866,0.0,0.0,0.00013704909071887705,-0.0016226321916116976,0.0002484568124401232,0.0005284220230885595,-0.00023940054104520936,12498.png,1.0,0.0,1.0,1.0,3105.0,1.0,0.48314606741573035,66.0,1761.0,0.5671497584541063,4.0,0.021256038647342997,0.30303030303030304,0.696969696969697,0.0,0.0,1.0,1.0,1.4513006210327148,2.0,0.0,0.0,0.06960389763116837,0.08585286140441895,0.43844321370124817,0.4117647111415863,0.47058823704719543,0.023212559521198273,-0.042115867137908936,0.04895812273025513,0.002682715654373169,0.27741935483870966,0.7225806451612903,3.7398990131503886,2.362100408793985,0.6060606060606061,0.6153540175019888,0.8271484375,1.0,0.09107398986816406,0.4805590808391571,0.45410628019323673,0.0016081816825775656,0.5458937198067633,69.0,45.0,0.01861117035150528,0.38948509097099304,0.02946695126593113,0.435760498046875,0.05002603307366371,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.4627277747101049,0.3010057471264368,0.0,0.0,0.9495969934624726,0.11915764224487636,0.9040311076342552,0.9587379825289152,0.9406286658207847,0.4662743655755793,0.3040141959618244,2.0,2.0,0.9498479416192555,0.1164062224417087,0.9044861018354329,0.959635941604056,3.0,0.9402575949821647,0.003546590865474375,0.0030084488353875893,2.0,2.0,0.00025094815678283755,-0.0027514198031676623,0.000454994201177672,0.0008979590751407862,-0.00037107083862009116,12498.png,1.0,0.0,2.0,2.0,4004.0,1.0,0.4661016949152542,109.0,2262.0,0.564935064935065,4.0,0.027222777222777224,0.28440366972477066,0.7155963302752294,0.0,0.0,0.0,1.0,1.741270899772644,2.8284270763397217,0.0,0.0,0.06570897996425629,0.08476293981075286,0.45522576570510864,0.4156862795352936,0.49803921580314636,0.0322512723505497,-0.03983306884765625,0.05720296502113342,0.007491856813430786,0.2422907488986784,0.7577092511013216,3.5032162001072895,2.4102970370089483,0.48623853211009177,0.6125696101829753,0.8297526041666666,1.0,0.09703603386878967,0.4950588345527649,0.4612887112887113,0.0020738033678069476,0.5387112887112887,77.0,52.0,0.01875675842165947,0.3980228006839752,0.027261776849627495,0.44773390889167786,0.05515553057193756,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.4958621083271503,0.3296653259467254,1.0,1.0,0.9164393008125206,0.12797357964807266,0.8457664637520753,0.924309776527866,1.0,0.9087017272646193,-0.0005699291221846758,-0.000504011132779536,0.0,0.0,-9.745419407491962e-05,0.0,-0.00016602102933027663,-1.3730652784094133e-05,-0.0001783750037162024,12627.png,1.0,0.0,1.0,1.0,1776.0,1.0,0.4583333333333333,6.0,914.0,0.5146396396396397,3.0,0.0033783783783783786,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0865718200802803,0.09163687750697136,0.6052287220954895,0.5921568870544434,0.6215686500072479,0.01313709281384945,-0.0484045147895813,0.049803853034973145,-0.0023693442344665527,0.36666666666666664,0.6333333333333333,3.1146277204387616,1.6775713267245769,1.0,0.5079522862823062,0.8704769736842105,1.0,0.09820836782455444,0.6536332368850708,0.48873873873873874,0.0014518154232499739,0.5112612612612613,37.0,48.0,0.02779523842036724,0.5554248690605164,0.05160544812679291,0.607598066329956,0.05460738018155098,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.49506193982987956,0.3289583491389121,1.0,1.0,0.9163418290854572,0.12797357964807266,0.8456004427227449,0.9242960408916311,1.0,0.9085233522609032,-0.0013700976194553904,-0.0012109879405928226,0.0,0.0,-0.0001949259211382337,0.0,-0.0003320420586606643,-2.746628901895143e-05,-0.0003567500074322938,12627.png,1.0,0.0,1.0,1.0,1776.0,1.0,0.5,12.0,920.0,0.5180180180180181,3.0,0.006756756756756757,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0795571431517601,0.08997900560498237,0.6006535887718201,0.5921568870544434,0.6149019837379456,0.010599525645375252,-0.060361504554748535,0.044598162174224854,-0.007881700992584229,0.35714285714285715,0.6428571428571429,2.862257986370205,1.6148701125715497,1.0,0.5079522862823062,0.8704769736842105,1.0,0.10495966672897339,0.6610150933265686,0.48873873873873874,0.0014518154232499739,0.5112612612612613,37.0,48.0,0.02779523842036724,0.5560554265975952,0.04926535114645958,0.6085352897644043,0.055573176592588425,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.49540761024587826,0.3292636687646925,1.0,1.0,0.9163418290854572,0.12797357964807266,0.8456004427227449,0.9242960408916311,1.0,0.9085233522609032,-0.0010244272034566904,-0.0009056683148124245,0.0,0.0,-0.0001949259211382337,0.0,-0.0003320420586606643,-2.746628901895143e-05,-0.0003567500074322938,12627.png,1.0,0.0,1.0,1.0,1786.0,1.0,0.39285714285714285,12.0,899.0,0.5033594624860023,3.0,0.006718924972004479,1.0,0.0,1.0,1.0,0.0,0.0,1.4511843919754028,2.0,0.0,0.0,0.07872533053159714,0.08797486051917076,0.6241830587387085,0.5960784554481506,0.6505882561206817,0.02432391420006752,-0.041269779205322266,0.06875818967819214,0.004575192928314209,0.275,0.725,2.8563038961253113,1.8059087371610172,0.5833333333333334,0.507455268389662,0.8708881578947368,1.0,0.1100279688835144,0.6654528379440308,0.5033594624860023,0.0014599900596421471,0.4966405375139978,38.0,47.0,0.027561958879232407,0.5554248690605164,0.04359319433569908,0.6196078658103943,0.06032930687069893,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.49380743108270075,0.32785145888594164,1.0,1.0,0.9161468330134357,0.12797357964807266,0.8452684006640842,0.9242685546579529,1.0,0.9081666022534709,-0.0026246063666341968,-0.002317878193563272,0.0,0.0,-0.0003899219931597919,0.0,-0.0006640841173214396,-5.495252269716033e-05,-0.0007135000148645876,12627.png,1.0,0.0,1.0,1.0,1824.0,1.0,0.46875,24.0,932.0,0.5109649122807017,3.0,0.013157894736842105,1.0,0.0,1.0,1.0,0.0,0.0,1.4755922555923462,2.0,0.0,0.0,0.0765601098537445,0.08723997846245765,0.6235294342041016,0.5921568870544434,0.6498039424419403,0.025084758177399635,-0.05397331714630127,0.06747400760650635,0.003376901149749756,0.26785714285714285,0.7321428571428571,2.754432564882923,1.964658522432334,0.5416666666666666,0.5079522862823062,0.8708881578947368,1.0,0.12144732475280762,0.6775027513504028,0.5021929824561403,0.0014910536779324055,0.49780701754385964,38.0,48.0,0.02779523842036724,0.5560554265975952,0.038968659937381744,0.6201525330543518,0.06336601823568344,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.4958894724823019,0.32968951643513245,1.0,1.0,0.9164530395022862,0.12792197739821456,0.845789866902792,0.9243377283174066,2.0,0.9087017272646193,-0.0005425649670330324,-0.00047982064437246397,0.0,0.0,-8.371550430930075e-05,-5.1602249858090365e-05,-0.00014261787861358233,1.4221136756531472e-05,-0.0001783750037162024,12627.png,1.0,0.0,1.0,1.0,1950.0,1.0,0.5,7.0,1309.0,0.6712820512820513,4.0,0.0035897435897435897,0.8571428571428571,0.14285714285714285,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.08794892579317093,0.09445627182722093,0.47002801299095154,0.43529412150382996,0.4901960790157318,0.022618070244789124,-0.037161558866500854,0.07394957542419434,0.020027995109558105,0.3939393939393939,0.6060606060606061,2.252365242002321,1.3318813974689943,1.0,0.5372763419483101,0.5115131578947368,1.0,0.11111113429069519,0.5071895718574524,0.3323076923076923,0.001594054096473789,0.6676923076923077,50.0,39.0,0.03904736414551735,0.3960784375667572,0.06603360176086426,0.45000001788139343,0.062076080590486526,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.4951750128475989,0.32905820748273507,1.0,1.0,0.9163693064259798,0.12787037514835647,0.8456472411312193,0.9243519554762409,2.0,0.9085233522609032,-0.0012570246017360454,-0.0011111295967698442,0.0,0.0,-0.00016744858061568113,-0.00010320449971618073,-0.0002852436501863398,2.8448295590899342e-05,-0.0003567500074322938,12627.png,1.0,0.0,1.0,1.0,1950.0,1.0,0.5263157894736842,14.0,1316.0,0.6748717948717948,4.0,0.0071794871794871795,0.8571428571428571,0.14285714285714285,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07786823809146881,0.09016725644469262,0.46414563059806824,0.43529412150382996,0.4890196084976196,0.01941683515906334,-0.0547080934047699,0.06859010457992554,0.011344462633132935,0.38461538461538464,0.6153846153846154,2.093396345083473,1.2444811140402068,1.0,0.5372763419483101,0.5115131578947368,1.0,0.12329819798469543,0.5188537240028381,0.3323076923076923,0.001594054096473789,0.6676923076923077,50.0,39.0,0.03719708323478699,0.3955555260181427,0.06257084757089615,0.4528011679649353,0.06686259061098099,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.49589228662711093,0.32969200424821726,1.0,1.0,0.9164068121851763,0.12797357964807266,0.8457111234089651,0.9243051985363051,2.0,0.9086422689300473,-0.0005397508222240166,-0.0004773328312876468,0.0,0.0,-0.00012994282141920444,0.0,-0.00022136137244044285,-1.8308644344933178e-05,-0.00023783333828819586,12627.png,0.0,0.0,1.0,1.0,1677.0,1.0,0.2916666666666667,8.0,1003.0,0.5980918306499702,4.0,0.004770423375074538,1.0,0.0,1.0,1.0,0.0,0.0,1.426776647567749,2.0,0.0,0.0,0.08390224725008011,0.09860300868749618,0.479411780834198,0.4435294151306152,0.5133333623409271,0.02826184220612049,-0.044912636280059814,0.07370766997337341,-0.0006812810897827148,0.21875,0.78125,2.1425108895700706,1.2950271634224775,0.625,0.5382703777335984,0.514391447368421,1.0,0.11862030625343323,0.5243244171142578,0.40667859272510437,0.0013708865229674584,0.5933214072748957,43.0,39.0,0.03916070982813835,0.4057041108608246,0.06478802114725113,0.4800930619239807,0.06746228784322739,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.4937200274035168,0.3277744087325652,1.0,1.0,0.9161418031311859,0.12787037514835647,0.8452598372903869,0.9243199080098042,2.0,0.9081071439188988,-0.0027120100458181695,-0.0023949283469397176,0.0,0.0,-0.0003949518754096104,-0.00010320449971618073,-0.0006726474910186964,-3.599170845802746e-06,-0.0007729583494366921,12627.png,1.0,0.0,1.0,1.0,2000.0,1.0,0.5,28.0,1337.0,0.6685,4.0,0.014,0.9285714285714286,0.07142857142857142,1.0,1.0,0.0,0.0,1.4163161516189575,2.0,0.0,0.0,0.07557997852563858,0.09427893161773682,0.48179271817207336,0.4435294151306152,0.512156891822815,0.02514776960015297,-0.05655667185783386,0.08623719215393066,0.01646295189857483,0.29411764705882354,0.7058823529411765,2.031879167744949,1.2873358465395952,0.6428571428571429,0.5377733598409543,0.5115131578947368,1.0,0.14279386401176453,0.5383493900299072,0.3455,0.0016349272784346553,0.6545,50.0,40.0,0.03719708323478699,0.3955555260181427,0.058710381388664246,0.46532976627349854,0.07595901191234589,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.496833456952131,0.33052455780763684,1.0,1.0,0.9166191946751416,0.12766396614892409,0.8460729506835667,0.9244912153376273,3.0,0.9088801022683355,0.000401419502796041,0.00035522072813193306,0.0,0.0,8.243966854615259e-05,-0.00030961349914856995,0.0001404659021611021,0.00016770815697730868,0.0,12627.png,1.0,0.0,1.0,1.0,1786.0,1.0,0.36666666666666664,6.0,902.0,0.5050391937290034,3.0,0.0033594624860022394,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.10447456687688828,0.1107853315770626,0.64705890417099,0.6058823764324188,0.6843137443065643,0.041316285729408264,-0.0500980019569397,0.05148649215698242,-0.0057440996170043945,0.3055555555555556,0.6944444444444444,3.0546397400721705,1.8830438099251414,1.0,0.5124254473161034,0.9046052631578947,1.0,0.10158449411392212,0.6971569061279297,0.49832026875699886,0.0014599900596421471,0.5016797312430011,38.0,47.0,0.03420192748308182,0.5955724120140076,0.05548175051808357,0.6528030037879944,0.06799951195716858,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.4972312610606839,0.33087676644886793,1.0,1.0,0.9167016491754123,0.12735435264977554,0.8462134632418069,0.9246589843631854,3.0,0.9088801022683355,0.0007992236113489315,0.0007074293693630218,0.0,0.0,0.0001648941688168204,-0.0006192269982971121,0.00028097846040131547,0.00033547718253534864,0.0,12627.png,1.0,0.0,1.0,1.0,1824.0,1.0,0.5,12.0,931.0,0.5104166666666666,3.0,0.006578947368421052,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09380892664194107,0.10574988722801208,0.6330065727233887,0.5701961040496826,0.6654902160167694,0.038204554468393326,-0.07450985908508301,0.042592525482177734,-0.015958547592163086,0.36363636363636365,0.6363636363636364,2.7873941401682245,1.803941922015618,1.0,0.5129224652087475,0.9046052631578947,1.0,0.11710238456726074,0.7075164318084717,0.4961622807017544,0.0014910536779324055,0.5038377192982456,38.0,48.0,0.03365470468997955,0.5904140472412109,0.0520021878182888,0.6489651203155518,0.07098349928855896,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.49757489300998575,0.3311811621724269,1.0,1.0,0.9167016491754123,0.12735435264977554,0.8462134632418069,0.9246589843631854,3.0,0.9088801022683355,0.0011428555606508017,0.0010118250929219696,0.0,0.0,0.0001648941688168204,-0.0006192269982971121,0.00028097846040131547,0.00033547718253534864,0.0,12627.png,1.0,0.0,1.0,1.0,1833.0,1.0,0.42857142857142855,12.0,913.0,0.4980905619203492,3.0,0.006546644844517185,0.0,1.0,0.0,0.0,1.0,1.0,1.4023689031600952,2.0,0.0,0.0,0.09929273277521133,0.1210921235382557,0.6464052200317383,0.5701961040496826,0.7117647230625153,0.04985775426030159,-0.052810490131378174,0.06049835681915283,-0.002451002597808838,0.3,0.7,3.048144988817201,1.956729306616456,0.6666666666666666,0.5134194831013916,0.9041940789473685,1.0,0.113308846950531,0.6992157101631165,0.508456082924168,0.0014984108506853615,0.49154391707583195,39.0,47.0,0.03257480636239052,0.5859068632125854,0.05074423551559448,0.6488562226295471,0.06769341230392456,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.49643203744933495,0.3301693370795049,1.0,1.0,0.9165367550065955,0.12797357964807266,0.8459324847814056,0.92432350718065,0.9088801022683355,0.49871582672221904,0.3321928223844282,1.0,1.0,0.9168666026871402,0.1267351256514784,0.846494628419537,0.9249947051526429,3.0,0.9088801022683355,0.0022837892728840847,0.0020234853049233004,0.0,0.0,0.0003298476805446704,-0.001238453996594252,0.0005621436381314515,0.0006711979719928873,0.0,12627.png,1.0,0.0,1.0,1.0,1872.0,1.0,0.47058823529411764,24.0,943.0,0.5037393162393162,3.0,0.01282051282051282,0.0,1.0,0.0,0.0,1.0,1.0,1.4511843919754028,2.0,0.0,0.0,0.0903266966342926,0.11398877426981925,0.6604575514793396,0.6219608068466187,0.7113725662231445,0.04585772007703781,-0.049738526344299316,0.07004350423812866,0.007000386714935303,0.27586206896551724,0.7241379310344828,2.683924802382436,1.9183174489448453,0.5833333333333334,0.5129224652087475,0.9041940789473685,1.0,0.11978203058242798,0.7101960778236389,0.5090811965811965,0.0015302919326148374,0.4909188034188034,39.0,48.0,0.03365470468997955,0.5904140472412109,0.04708641767501831,0.6534571647644043,0.0704270601272583,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.3760599262329366,0.23157253910274422,2.0,2.0,0.925741399762752,0.2176649226153452,0.8617491166077739,0.9180576432912881,0.9335548614341729,0.37568430656934304,0.23128774048588682,2.0,2.0,0.925663518509975,0.2176649226153452,0.8616141539065567,0.9180458598059978,1.0,0.9334086528876188,-0.0003756196635935627,-0.00028479861685740127,0.0,0.0,-7.788125277707891e-05,0.0,-0.00013496270121715614,-1.1783485290295381e-05,-0.0001462085465541163,12827.png,1.0,0.0,1.0,1.0,2128.0,1.0,0.46153846153846156,11.0,1184.0,0.556390977443609,4.0,0.005169172932330827,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07722871750593185,0.09059787541627884,0.35222819447517395,0.33725491166114807,0.3607843220233917,0.013462536036968231,-0.04785183072090149,0.03306594491004944,-0.00956815481185913,0.36,0.64,3.3986876864389157,1.6500170167815074,1.0,0.34763948497854075,0.512,1.0,0.08091777563095093,0.40008002519607544,0.44877819548872183,0.0007610872675250358,0.5512218045112782,56.0,38.0,0.02272309921681881,0.3191622495651245,0.046804800629615784,0.3617963492870331,0.047016292810440063,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.3760599262329366,0.23157253910274422,2.0,2.0,0.925741399762752,0.2176649226153452,0.8617491166077739,0.9180576432912881,0.9335548614341729,0.3757557321571162,0.23134188594437682,2.0,2.0,0.9255856259639594,0.2176649226153452,0.8614791912053397,0.9180340729312396,1.0,0.9332624443410646,-0.0003041940758203854,-0.00023065315836739986,0.0,0.0,-0.00015577379879261333,0.0,-0.00026992540243420127,-2.3570360048519312e-05,-0.0002924170931082326,12827.png,1.0,0.0,1.0,1.0,2204.0,1.0,0.5,22.0,1271.0,0.5766787658802178,4.0,0.009981851179673321,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.06694083660840988,0.0866466835141182,0.34777185320854187,0.32980393171310424,0.37490196824073796,0.016737768426537514,-0.055379390716552734,0.02788388729095459,-0.013747751712799072,0.35135135135135137,0.6486486486486487,2.845901297667948,1.4649170777074068,1.0,0.34763948497854075,0.5125,1.0,0.08326327800750732,0.4031512439250946,0.43330308529945555,0.0007882689556509299,0.5666969147005445,58.0,38.0,0.023521840572357178,0.3198879659175873,0.045695990324020386,0.36151960492134094,0.04611128941178322,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.3760599262329366,0.23157253910274422,2.0,2.0,0.925741399762752,0.2176649226153452,0.8617491166077739,0.9180576432912881,0.9335548614341729,0.3758027130751985,0.2313775032753135,2.0,2.0,0.9255997890851568,0.2176649226153452,0.8615037298782882,0.9180362162515526,1.0,0.9332890277131655,-0.00025721315773807873,-0.00019503582743071735,0.0,0.0,-0.0001416106775952164,0.0,-0.00024538672948570817,-2.1427039735510967e-05,-0.00026583372100741354,12827.png,1.0,0.0,1.0,1.0,2014.0,1.0,0.4,20.0,1115.0,0.5536246276067527,4.0,0.009930486593843098,1.0,0.0,1.0,1.0,0.0,0.0,1.4707106351852417,2.0,0.0,0.0,0.08197834342718124,0.09296584948897361,0.3684313893318176,0.33725491166114807,0.40431373119354247,0.025848908349871635,-0.042098671197891235,0.0533333420753479,-0.0014893412590026855,0.26666666666666666,0.7333333333333333,3.859951121550457,1.9481012560736815,0.55,0.34763948497854075,0.51225,1.0,0.09543201327323914,0.41053006052970886,0.45630585898709036,0.0007203147353361946,0.5436941410129096,53.0,38.0,0.021238181740045547,0.3150980472564697,0.04208115115761757,0.3699207305908203,0.054867345839738846,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.3760599262329366,0.23157253910274422,2.0,2.0,0.925741399762752,0.2176649226153452,0.8617491166077739,0.9180576432912881,0.9335548614341729,0.375698589514504,0.2312985675498549,2.0,2.0,0.9254298069823859,0.2176649226153452,0.8612092658029054,0.9180104890074678,1.0,0.9329700272479564,-0.0003613367184325811,-0.0002739715528893294,0.0,0.0,-0.00031159278036618776,0.0,-0.0005398508048685136,-4.7154283820294296e-05,-0.0005848341862164652,12827.png,1.0,0.0,1.0,1.0,2262.0,1.0,0.48148148148148145,44.0,1298.0,0.5738284703801945,4.0,0.019451812555260833,1.0,0.0,1.0,1.0,0.0,0.0,1.4733734130859375,2.0,0.0,0.0,0.07213420420885086,0.09100912064313889,0.36818182468414307,0.3333333432674408,0.4027451038360596,0.025609426200389862,-0.056654781103134155,0.048293858766555786,-0.005989968776702881,0.2653061224489796,0.7346938775510204,3.0666904652700877,1.763770334131537,0.5454545454545454,0.347997138769671,0.5125,1.0,0.10494863986968994,0.4248366057872772,0.44562334217506633,0.0008090128755364807,0.5543766578249337,58.0,39.0,0.023521840572357178,0.3198879659175873,0.040897730737924576,0.37417179346084595,0.056752048432826996,R216-soft-seam-action-candidate-diagnostic,val
