accepted,action_frac,bg_a_area,bg_b_area,bg_channel_proxy,bg_component_count_delta,bg_components_after,bg_components_before,bg_pair_distance,bridge_score_mean,bridge_score_p90,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_family,candidate_gap_region_fp_rate,candidate_iou,candidate_precision,candidate_recall,component_area,corridor_radius,cut_adjacent_bg_components_before,cut_anchor_area_frac,cut_area,cut_bbox_h,cut_bbox_w,cut_component_bg_frac_after,cut_component_border_contacts_after,cut_fill,cut_gt_fg_frac,cut_gt_gap_frac,cut_max_dist_in,cut_mean_dist_in,cut_mean_grad,cut_mean_image,cut_p90_grad,cut_slenderness,cut_std_image,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_precision,delta_recall,image,overerosion_proxy,pred_component_id,r242_key,r242_risk_label,r242_risk_prob,r242_safe_useful_label,r242_useful_prob,reject_reason,ring_bg_frac,ring_fg_frac,run_id,seam_prob_mean,seam_prob_p90,split
0.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,61.032778078668514,0.8564436522425393,1.3314600778258445,0.40824282929546085,0.2564730580825752,1.0,1.0,0.874249820330219,bg_seed,0.19543973941368079,0.776593098645265,0.8567769789437096,0.8924501695948779,17815.0,1.0,2.0,0.00014632986409613872,8.0,3.0,60.0,0.26949786324786323,4.0,0.044444444444444446,0.0,1.0,2.0,1.426776695296637,0.06125664710998535,0.570588231086731,0.07768912836909295,20.0,0.031002720817923546,0.0006083907331872473,0.00048005720768456994,0.0,0.0,6.527357756613839e-05,-0.00034744842562431377,0.00010300497039150702,0.00012537205888951686,0.0,11852.png,0.0,19.0,11852.png|bg_seed|19|1|0.2500|8|61.033|1.331,0.0,0.8218353390693665,1.0,0.6743688583374023,low_mean_prob,0.375,0.625,R239-gtfree-bg-channel-seam-prob-editor,0.10100314152850579,0.2832619959810858,val
0.0,0.35,1.0,1.0,1.0,0.0,2.0,2.0,61.032778078668514,0.9350988159419042,1.4556879460811614,0.408538283062645,0.25670632143690225,1.0,1.0,0.8742661402477155,bg_seed,0.1953528773072747,0.77661885415803,0.8568083276925047,0.8924501695948779,17815.0,1.0,2.0,0.0001829123301201734,10.0,3.0,60.0,0.27003205128205127,4.0,0.05555555555555555,0.0,1.0,3.0,1.7414213562373095,0.058539796620607376,0.5690196752548218,0.07629339471459388,20.0,0.02803030051290989,0.000903844500371398,0.0007133205620116212,0.0,0.0,8.159349506264846e-05,-0.0004343105320303853,0.00012876048315646482,0.00015672080768458496,0.0,11852.png,0.0,19.0,11852.png|bg_seed|19|1|0.3500|10|61.033|1.456,0.0,0.8637028932571411,1.0,0.6019461154937744,low_mean_prob,0.35294117647058826,0.6470588235294118,R239-gtfree-bg-channel-seam-prob-editor,0.13509512643352956,0.45370815165762274,val
0.0,0.15,1.0,1.0,1.0,0.0,2.0,2.0,61.032778078668514,0.9698866913557989,1.4470785796642303,0.40824282929546085,0.2564730580825752,1.0,1.0,0.8742661402477155,bg_seed,0.1953528773072747,0.77661885415803,0.8568083276925047,0.8924501695948779,17815.0,2.0,2.0,0.0001829123301201734,10.0,4.0,60.0,0.26328125,3.0,0.041666666666666664,0.0,1.0,2.0,1.4414213562373095,0.059228021651506424,0.5745097994804382,0.07898488417267799,15.0,0.02893734723329544,0.0006083907331872473,0.00048005720768456994,0.0,0.0,8.159349506264846e-05,-0.0004343105320303853,0.00012876048315646482,0.00015672080768458496,0.0,11852.png,0.0,19.0,11852.png|bg_seed|19|2|0.1500|10|61.033|1.447,0.0,0.8312315940856934,1.0,0.6608268022537231,low_mean_prob,0.38235294117647056,0.6176470588235294,R239-gtfree-bg-channel-seam-prob-editor,0.16736544229817057,0.5102354559844056,val
0.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,61.032778078668514,1.447638629419832,2.400678038597107,0.40942617247297863,0.25740783947736817,1.0,1.0,0.8743559106862818,bg_seed,0.19487513572204126,0.7767605400205659,0.8569807868252516,0.8924501695948779,17815.0,2.0,2.0,0.00038411589325236414,21.0,5.0,60.0,0.2654979674796748,3.0,0.07,0.0,1.0,3.0,1.823836337130751,0.05378062278032303,0.5729225873947144,0.07858607172966003,12.0,0.02447238191962242,0.001791733910705029,0.0014148386024775417,0.0,0.0,0.00017136393362893187,-0.0009120521172638341,0.0002704463456923989,0.0003291799404314677,0.0,11852.png,0.0,19.0,11852.png|bg_seed|19|2|0.2500|21|61.033|2.401,0.0,0.912578821182251,1.0,0.49043118953704834,low_mean_prob,0.3409090909090909,0.6590909090909091,R239-gtfree-bg-channel-seam-prob-editor,0.14797209989772833,0.5015058864432601,val
0.0,0.35,1.0,1.0,1.0,0.0,2.0,2.0,61.032778078668514,1.517643977334583,2.413771367073059,0.40945757997218357,0.2574326687653026,1.0,1.0,0.8742928623438696,bg_seed,0.19487513572204126,0.7766610276312734,0.8569650830832296,0.8923358359693586,17815.0,2.0,2.0,0.0004938632913244682,27.0,5.0,60.0,0.26702235772357724,3.0,0.09,0.2222222222222222,0.7777777777777778,4.47213595499958,2.2838382813331624,0.04851112142205238,0.5715323686599731,0.07679174542427064,12.0,0.022250207141041756,0.0018231414099099674,0.0014396678904119442,0.0,0.0,0.00010831559121671219,-0.0009120521172638341,0.00017093395639988795,0.00031347619840949026,-0.00011433362551926951,11852.png,1.0,19.0,11852.png|bg_seed|19|2|0.3500|27|61.033|2.414,1.0,0.9279928207397461,0.0,0.4425009489059448,low_mean_prob,0.297029702970297,0.7029702970297029,R239-gtfree-bg-channel-seam-prob-editor,0.12590355137657272,0.46964072991950195,val
0.0,0.25,1.0,1.0,1.0,0.0,3.0,3.0,61.032778078668514,1.81699118910259,3.186123490333557,0.4098733354985385,0.2577614379084967,1.0,1.0,0.8744293729403747,bg_seed,0.1944842562432139,0.7768765032761051,0.8571219413993155,0.8924501695948779,17815.0,3.0,2.0,0.0005487369903605202,30.0,7.0,61.0,0.2646847278830017,3.0,0.0702576112412178,0.0,1.0,3.0,1.710018769324859,0.052659474313259125,0.570980429649353,0.078984884172678,8.714285714285714,0.026376739144325256,0.002238896936264889,0.001768437033606074,0.0,0.0,0.00024482618772181386,-0.0013029315960912113,0.0003864096012315965,0.0004703345144954074,0.0,11852.png,0.0,19.0,11852.png|bg_seed|19|3|0.2500|30|61.033|3.186,0.0,0.9235283136367798,1.0,0.45823192596435547,low_mean_prob,0.3888888888888889,0.6111111111111112,R239-gtfree-bg-channel-seam-prob-editor,0.1530383474598024,0.5981577138853312,val
0.0,0.35,1.0,1.0,1.0,0.0,3.0,3.0,61.032778078668514,1.9723277530572976,3.1992160081863403,0.4103896103896104,0.2581699346405229,1.0,1.0,0.8744410108950361,bg_seed,0.19431053203040174,0.7768948756656326,0.8571794637137367,0.8924120583863714,17815.0,3.0,2.0,0.0006584843884326243,36.0,7.0,61.0,0.26612323183888753,3.0,0.08430913348946135,0.05555555555555555,0.9444444444444444,4.0,2.0361267522151603,0.04956021159887314,0.5698258280754089,0.078541599214077,8.714285714285714,0.024417156353592873,0.002755171827336811,0.002176933765632272,0.0,0.0,0.0002564641423832281,-0.0014766558089033543,0.0004047819907591066,0.0005278568289165397,-3.8111208506497185e-05,11852.png,1.0,19.0,11852.png|bg_seed|19|3|0.3500|36|61.033|3.199,1.0,0.939348578453064,0.0,0.40029799938201904,low_mean_prob,0.37168141592920356,0.6283185840707964,R239-gtfree-bg-channel-seam-prob-editor,0.19194620809265206,0.7050351687502068,val
0.0,0.15,1.0,1.0,1.0,0.0,1.0,1.0,69.12307863514182,0.8559686321842246,1.1758864521980286,0.4077958236658933,0.25612030776404754,1.0,1.0,0.8741436278444623,bg_seed,0.19561346362649296,0.7764255276815175,0.8566959385290889,0.8923167803651054,17815.0,1.0,1.0,0.00020120356313219073,11.0,63.0,17.0,0.45683247570040025,4.0,0.01027077497665733,0.6363636363636364,0.36363636363636365,2.0,1.2038764261017532,0.03476053848862648,0.5197861194610596,0.04987061023712158,3.7058823529411766,0.021307028830051422,0.00016138510361968228,0.00012730688915690846,0.0,0.0,-4.0918908190579195e-05,-0.000173724212812143,-6.456599335602498e-05,4.433164426875802e-05,-0.0001333892297724626,11852.png,1.0,19.0,11852.png|bg_seed|19|1|0.1500|11|69.123|1.176,1.0,0.7404812574386597,0.0,0.8180827498435974,low_mean_prob,0.34615384615384615,0.6538461538461539,R239-gtfree-bg-channel-seam-prob-editor,0.015636873155250485,0.02962753321236002,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,69.12307863514182,0.8474335827629552,1.1659849739165051,0.40824282929546085,0.2564730580825752,1.0,1.0,0.8742077900258547,bg_seed,0.19543973941368079,0.7765267713532426,0.8567664977405368,0.892373947177865,17815.0,1.0,1.0,0.00021949479614420808,12.0,55.0,15.0,0.4477483301012713,4.0,0.014545454545454545,0.3333333333333333,0.6666666666666666,2.0,1.4511844635310913,0.034507084637880325,0.512418270111084,0.05544953458011151,3.6666666666666665,0.012639925815165043,0.0006083907331872473,0.00048005720768456994,0.0,0.0,2.324327320180064e-05,-0.00034744842562431377,3.667767836901259e-05,0.00011489085571669833,-7.622241701288335e-05,11852.png,1.0,19.0,11852.png|bg_seed|19|1|0.2500|12|69.123|1.166,1.0,0.7639931440353394,0.0,0.8002824783325195,low_mean_prob,0.3611111111111111,0.6388888888888888,R239-gtfree-bg-channel-seam-prob-editor,0.01832967085260179,0.02847324549032642,val
0.0,0.35,1.0,1.0,1.0,0.0,1.0,1.0,69.12307863514182,0.8928767713186956,1.212451094388962,0.4085343228200371,0.2567031942177664,1.0,1.0,0.8741423890823213,bg_seed,0.19539630836047775,0.77642357311047,0.856763828658213,0.8922405579480925,17815.0,1.0,1.0,0.0003658246602403468,20.0,63.0,17.0,0.4585477415666095,4.0,0.018674136321195144,0.55,0.45,2.8284271247461903,1.6271601883432527,0.032355885952711105,0.510980486869812,0.050490490719676026,3.7058823529411766,0.029661690816283226,0.0008998842577634947,0.0007101933428757534,0.0,0.0,-4.215767033155515e-05,-0.0003908794788273495,-6.652056440359377e-05,0.0001122217733928732,-0.00020961164678534594,11852.png,1.0,19.0,11852.png|bg_seed|19|1|0.3500|20|69.123|1.212,1.0,0.8065648674964905,0.0,0.7586413025856018,low_mean_prob,0.32142857142857145,0.6785714285714286,R239-gtfree-bg-channel-seam-prob-editor,0.012795185152816066,0.019238943714057603,val
