accepted,accepted_images,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,precision_useful,risk,risk_rate,risk_threshold,useful,useful_threshold
15,15,-0.00017789017770042566,-0.00012370335758881597,-0.00021582159141873744,-0.00037634493775858815,-0.00036489040221704037,-0.0005474605316236891,0.26666666666666666,11,0.7333333333333333,0.6,4,0.4
16,16,-0.00020264675698276717,-0.00014530749080185913,-0.00021275898699043422,-0.00035624935075422373,-0.0003593944641222119,-0.0005340968897317791,0.25,12,0.75,0.65,4,0.4
17,17,-0.0001936283192874327,-0.00013857703650331266,-0.0002098479446889365,-0.0003352935065922106,-0.00035424272722949695,-0.0005197009004600778,0.23529411764705882,13,0.7647058823529411,0.7,4,0.4
17,17,-0.00020018515969808624,-0.00014287273799239899,-0.00023628219014254167,-0.00031081769685083763,-0.0003944914694096126,-0.0005592761843760968,0.23529411764705882,13,0.7647058823529411,0.75,4,0.4
17,17,-0.00020018515969808624,-0.00014287273799239899,-0.00023628219014254167,-0.00031081769685083763,-0.0003944914694096126,-0.0005592761843760968,0.23529411764705882,13,0.7647058823529411,0.8,4,0.4
0,0,,,,,,,0.0,0,0.0,0.1,0,0.45
1,1,-0.0006601411268010171,-0.0005427152268556723,-0.0003932029824582628,-0.00015080681646811867,-0.0006991308183337264,-0.0008047450150516777,0.0,1,1.0,0.15,0,0.45
2,2,-0.00037620364564222575,-0.0003055722952493706,-0.00026634592104524124,-0.00038094068378167686,-0.000465218665694378,-0.0006444585979507589,0.0,2,1.0,0.2,0,0.45
4,4,0.00021986912432903072,0.00017344546078074813,-0.0001634888502835552,-0.000570492057417436,-0.0002885643467690213,-0.0005072391055322423,0.25,3,0.75,0.25,1,0.45
6,6,0.00015605031690756518,0.00013204146053862978,-0.0001792635809420018,-0.0005958184290736265,-0.0003010064493086569,-0.0005141347152535966,0.16666666666666666,4,0.6666666666666666,0.3,1,0.45
8,8,-0.0004195572455588416,-0.0003026723858186534,-0.00025501087390689126,-0.00031000250793660616,-0.00042097427557878653,-0.0005590445623295665,0.125,7,0.875,0.35,1,0.45
8,8,-0.0004195572455588416,-0.0003026723858186534,-0.00025501087390689126,-0.00031000250793660616,-0.00042097427557878653,-0.0005590445623295665,0.125,7,0.875,0.4,1,0.45
10,10,-0.00018660391517353602,-0.00010619425299881608,-0.0001927687884714091,-0.0003718474060087101,-0.00031928722509131366,-0.0004891907578980614,0.2,8,0.8,0.45,2,0.45
10,10,-0.00018660391517353602,-0.00010619425299881608,-0.0001927687884714091,-0.0003718474060087101,-0.00031928722509131366,-0.0004891907578980614,0.2,8,0.8,0.5,2,0.45
13,13,-0.00021588929188740856,-0.00015400236381834116,-0.0001788687046267915,-0.0003531691902087498,-0.0003011314147784737,-0.0004602376365972878,0.23076923076923078,10,0.7692307692307693,0.55,3,0.45
15,15,-0.00017789017770042566,-0.00012370335758881597,-0.00021582159141873744,-0.00037634493775858815,-0.00036489040221704037,-0.0005474605316236891,0.26666666666666666,11,0.7333333333333333,0.6,4,0.45
15,15,-0.00017789017770042566,-0.00012370335758881597,-0.00021582159141873744,-0.00037634493775858815,-0.00036489040221704037,-0.0005474605316236891,0.26666666666666666,11,0.7333333333333333,0.65,4,0.45
16,16,-0.00016985537385427914,-0.00011790250822242554,-0.00021253719619662714,-0.00035282337914867637,-0.00035907318563760393,-0.0005313295654042621,0.25,12,0.75,0.7,4,0.45
16,16,-0.00017682201679059852,-0.00012246669105457977,-0.00024062358199108264,-0.00032681783129846764,-0.0004018374742039768,-0.0005733783045650323,0.25,12,0.75,0.75,4,0.45
16,16,-0.00017682201679059852,-0.00012246669105457977,-0.00024062358199108264,-0.00032681783129846764,-0.0004018374742039768,-0.0005733783045650323,0.25,12,0.75,0.8,4,0.45
0,0,,,,,,,0.0,0,0.0,0.1,0,0.5
0,0,,,,,,,0.0,0,0.0,0.15,0,0.5
1,1,-9.226616448343439e-05,-6.842936364306884e-05,-0.00013948885963221969,-0.0006110745510952351,-0.00023130651305502958,-0.00048417218084984004,0.0,1,1.0,0.2,0,0.5
3,3,0.0005132058747057133,0.0004121656899928883,-8.6917472891986e-05,-0.000710387137733875,-0.00015170885624745298,-0.00040807046902576377,0.3333333333333333,2,0.6666666666666666,0.25,1,0.5
5,5,0.00031928860564928163,0.0002669927980174902,-0.0001364757006387496,-0.000684820751594728,-0.00022138157550364302,-0.00045601265529398026,0.2,3,0.6,0.3,1,0.5
7,7,-0.0003851881196671022,-0.0002683805513847936,-0.00023526914411383819,-0.0003327447495749615,-0.0003812376266137951,-0.0005239444976549791,0.14285714285714285,6,0.8571428571428571,0.35,1,0.5
