image,rank,pair_a,pair_b,peak_a_y,peak_a_x,peak_b_y,peak_b_x,peak_min,neck_score,saddle_score,gray_valley_score,two_side_support,basin_balance,score,roi_xyxy,component_id,seam_gt_fg_fraction,seam_gt_gap_fraction,seam_gt_interinstance_fraction,seam_destructive_fg_fraction,roi_gt_gap_coverage
10375.png,1,1,2,796,492,805,519,18.973665961010276,0.0989130799824609,0.09891307998246095,0.0,0.04292992258153532,0.0018429782528566164,0.06578733637670685,"[482, 786, 505, 808]",21,1.0,0.0,0.0,1.0,0.0
10624.png,1,1,2,1018,488,1068,460,23.08679276123039,0.6806122590096573,0.6806122590096573,0.09494204023087788,0.43705457531057,0.1910167017999027,0.4976610517600993,"[438, 1019, 508, 1108]",21,0.9343724364232978,0.02132895816242822,0.02789171452009844,0.9179655455291222,0.1678832116788321
10624.png,2,1,2,1123,521,1157,522,22.627416997969522,0.538680721237798,0.5386807212377979,0.05496524915154875,0.21770017209205406,0.04739336492890995,0.36960477084437404,"[474, 1143, 543, 1173]",25,0.8904593639575972,0.0,0.0,0.8904593639575972,0.01824817518248175
